Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/03  05:00:00,,,,,,,,,3457867.4528520023,0.0,1712339.9184327582 
 01/03  06:00:00,,,,,,,,,3682345.3158097113,0.0,4366528.64818527 
 01/03  07:00:00,,,,,,,,,5131813.947047766,0.0,2047057.629733473 
 01/03  08:00:00,,,,,,,,,16068672.547492463,0.0,4279230.420241245 
 01/03  09:00:00,,,,,,,,,15156895.594775142,0.0,4781534.213433334 
 01/03  10:00:00,,,,,,,,,11926584.013766062,0.0,4781387.536606787 
 01/03  11:00:00,,,,,,,,,8848293.2995985,0.0,3331188.332572218 
 01/03  12:00:00,,,,,,,,,6670071.666308726,0.0,2822803.387909891 
 01/03  13:00:00,,,,,,,,,5327187.941679164,0.0,1712339.9184327582 
 01/03  14:00:00,,,,,,,,,4817101.404715171,0.0,4441978.822017636 
 01/03  15:00:00,,,,,,,,,5094412.655379408,0.0,1712339.9184327582 
 01/03  16:00:00,,,,,,,,,7267035.486091738,0.0,4442233.908551006 
 01/03  17:00:00,,,,,,,,,9803664.379065588,0.0,1712339.9184327582 
 01/03  18:00:00,,,,,,,,,10920415.28262554,0.0,4645411.140022847 
 01/03  19:00:00,,,,,,,,,11542805.40822313,0.0,4645934.733841248 
 01/03  20:00:00,,,,,,,,,1267740.022376183,0.0,1712339.9184327582 
 01/03  21:00:00,,,,,,,,,3188376.890856226,0.0,4645917.884902093 
 01/03  22:00:00,,,,,,,,,3736734.6313405125,0.0,4614542.346532368 
 01/03  23:00:00,,,,,,,,,2832929.8023783606,0.0,4614812.769306037 
 01/03  24:00:00,1.1666666666666665,-0.6007504992247794,0.3890060654580482,14.333333333333334,122.921875,171.70635220439564,-20.176959693862347,33428221.41107882,2998542.8881252985,0.0,1712339.9184327582 
 01/04  01:00:00,,,,,,,,,3630411.177142449,0.0,4367002.408219296 
 01/04  02:00:00,,,,,,,,,4161698.7070401716,0.0,1712339.9184327582 
 01/04  03:00:00,,,,,,,,,4416595.907542495,0.0,1712339.9184327582 
 01/04  04:00:00,,,,,,,,,4668131.320444375,0.0,2478493.326013172 
 01/04  05:00:00,,,,,,,,,5012926.357681717,0.0,3600403.338592085 
 01/04  06:00:00,,,,,,,,,5314170.960678736,0.0,1712339.9184327582 
 01/04  07:00:00,,,,,,,,,7111937.787338974,0.0,4614962.155687677 
 01/04  08:00:00,,,,,,,,,18167616.06128963,0.0,2991433.44851281 
 01/04  09:00:00,,,,,,,,,16895660.77460251,0.0,3876615.824908243 
 01/04  10:00:00,,,,,,,,,13375757.311696809,0.0,4333915.542602655 
 01/04  11:00:00,,,,,,,,,10376222.660152733,0.0,4442216.446447422 
 01/04  12:00:00,,,,,,,,,8212674.102819605,0.0,1712339.9184327582 
 01/04  13:00:00,,,,,,,,,6698075.270712644,0.0,4441701.072715061 
 01/04  14:00:00,,,,,,,,,6022819.13911885,0.0,1712339.9184327582 
 01/04  15:00:00,,,,,,,,,6409328.176633464,0.0,4441839.70306765 
 01/04  16:00:00,,,,,,,,,8628580.724772228,0.0,1712339.9184327582 
 01/04  17:00:00,,,,,,,,,11193197.297557686,0.0,1712339.9184327582 
 01/04  18:00:00,,,,,,,,,12315295.521586277,0.0,4645962.171581206 
 01/04  19:00:00,,,,,,,,,12915446.264936231,0.0,4645871.397582864 
 01/04  20:00:00,,,,,,,,,2464644.3721621893,0.0,4645457.036145303 
 01/04  21:00:00,,,,,,,,,5191126.199738284,0.0,3390622.319485965 
 01/04  22:00:00,,,,,,,,,6004392.168561254,0.0,2953545.0420682235 
 01/04  23:00:00,,,,,,,,,5067396.927069518,0.0,4615005.276785189 
 01/04  24:00:00,-2.370833333333333,-3.617708333333334,-2.8442852708335775,14.375,129.13541666666666,171.60081020210077,-20.09265613455602,35990626.034957655,5473077.249334433,0.0,4614316.586228345 
 01/05  01:00:00,,,,,,,,,5620204.590241298,0.0,1712339.9184327582 
 01/05  02:00:00,,,,,,,,,5811255.310052162,0.0,1712339.9184327582 
 01/05  03:00:00,,,,,,,,,6117957.76961448,0.0,2174923.182233219 
 01/05  04:00:00,,,,,,,,,6409026.695876559,0.0,3904120.4417437883 
 01/05  05:00:00,,,,,,,,,6664126.575089285,0.0,1712339.9184327582 
 01/05  06:00:00,,,,,,,,,6924262.7968194345,0.0,1712339.9184327582 
 01/05  07:00:00,,,,,,,,,8924189.510424562,0.0,4614547.7976092575 
 01/05  08:00:00,,,,,,,,,20604058.799673088,0.0,4614804.511686864 
 01/05  09:00:00,,,,,,,,,19197435.691019088,0.0,4780881.4260132415 
 01/05  10:00:00,,,,,,,,,15705512.3359261,0.0,4781543.37175914 
 01/05  11:00:00,,,,,,,,,12631682.26153927,0.0,1712339.9184327582 
 01/05  12:00:00,,,,,,,,,10442264.500017367,0.0,1865092.6214161213 
 01/05  13:00:00,,,,,,,,,9005391.046553217,0.0,4289399.658769655 
 01/05  14:00:00,,,,,,,,,8287736.047467613,0.0,1712339.9184327582 
 01/05  15:00:00,,,,,,,,,8730692.57194287,0.0,4442219.855985859 
 01/05  16:00:00,,,,,,,,,10826200.55213277,0.0,1712339.9184327582 
 01/05  17:00:00,,,,,,,,,13089962.456368588,0.0,4441718.299246544 
 01/05  18:00:00,,,,,,,,,13994777.42125223,0.0,1712339.9184327582 
 01/05  19:00:00,,,,,,,,,14357468.794552933,0.0,4645968.285399768 
 01/05  20:00:00,,,,,,,,,3031135.733655399,0.0,4645064.29503502 
 01/05  21:00:00,,,,,,,,,5510413.794283245,0.0,4645507.66494244 
 01/05  22:00:00,,,,,,,,,6101057.670877941,0.0,2320903.037679554 
 01/05  23:00:00,,,,,,,,,4905619.097982296,0.0,4006018.1216987353 
 01/05  24:00:00,-4.088541666666665,-7.080208333333332,-5.141229228510597,14.5703125,132.4921875,171.49660012976298,-20.001856138640335,33651029.87367034,5204446.151548117,0.0,4614759.316671969 
 01/06  01:00:00,,,,,,,,,5443103.921838939,0.0,1712339.9184327582 
 01/06  02:00:00,,,,,,,,,5672569.890415169,0.0,1712339.9184327582 
 01/06  03:00:00,,,,,,,,,5866254.564243341,0.0,4367000.252938681 
 01/06  04:00:00,,,,,,,,,6020464.1658966,0.0,1712339.9184327582 
 01/06  05:00:00,,,,,,,,,6162365.582737267,0.0,1712339.9184327582 
 01/06  06:00:00,,,,,,,,,6278412.657755048,0.0,4366580.804171714 
 01/06  07:00:00,,,,,,,,,8036878.279745239,0.0,1712339.9184327582 
 01/06  08:00:00,,,,,,,,,19601130.868453525,0.0,4614184.748618736 
 01/06  09:00:00,,,,,,,,,18330013.61671558,0.0,4780752.207241264 
 01/06  10:00:00,,,,,,,,,17004406.38034333,0.0,4780829.974319312 
 01/06  11:00:00,,,,,,,,,15925523.704149712,0.0,1712339.9184327582 
 01/06  12:00:00,,,,,,,,,14909324.600395892,0.0,4441913.025144082 
 01/06  13:00:00,,,,,,,,,14419185.65710475,0.0,1712339.9184327582 
 01/06  14:00:00,,,,,,,,,14247841.030093271,0.0,4442240.163681781 
 01/06  15:00:00,,,,,,,,,13961110.724708803,0.0,1712339.9184327582 
 01/06  16:00:00,,,,,,,,,14115536.709270872,0.0,3964621.319189298 
 01/06  17:00:00,,,,,,,,,14369350.643745005,0.0,2189582.8133469513 
 01/06  18:00:00,,,,,,,,,14287749.031295424,0.0,4645399.202241356 
 01/06  19:00:00,,,,,,,,,14100179.304614585,0.0,3231648.9265661966 
 01/06  20:00:00,,,,,,,,,2584471.866054682,0.0,3125715.818058091 
 01/06  21:00:00,,,,,,,,,4855672.43778444,0.0,4645428.264464825 
 01/06  22:00:00,,,,,,,,,5353045.304694333,0.0,4614989.517023912 
 01/06  23:00:00,,,,,,,,,4210890.673898762,0.0,3234333.4731439594 
 01/06  24:00:00,-3.4229166666666675,-4.572395833333333,-3.8650041755420497,16.927083333333332,4.8203125,171.39382734271808,-19.90459616452433,33426089.490625396,4469311.615777096,0.0,3092317.6188021908 
 01/07  01:00:00,,,,,,,,,4686834.350250234,0.0,4366995.606852556 
 01/07  02:00:00,,,,,,,,,5030941.598417038,0.0,1712339.9184327582 
 01/07  03:00:00,,,,,,,,,5547715.100945672,0.0,1712339.9184327582 
 01/07  04:00:00,,,,,,,,,6127317.467765154,0.0,1712339.9184327582 
 01/07  05:00:00,,,,,,,,,6798913.671796715,0.0,4366640.46266592 
 01/07  06:00:00,,,,,,,,,7366306.654221794,0.0,1712339.9184327582 
 01/07  07:00:00,,,,,,,,,10174566.617479363,0.0,4614713.142870427 
 01/07  08:00:00,,,,,,,,,22169329.681284882,0.0,1712339.9184327582 
 01/07  09:00:00,,,,,,,,,20262962.81296549,0.0,4781295.7354522105 
 01/07  10:00:00,,,,,,,,,17279269.84939658,0.0,4780785.738076038 
 01/07  11:00:00,,,,,,,,,14717909.657152206,0.0,4441727.9097440485 
 01/07  12:00:00,,,,,,,,,12331566.78379751,0.0,1712339.9184327582 
 01/07  13:00:00,,,,,,,,,10711663.600033512,0.0,4442263.8356641615 
 01/07  14:00:00,,,,,,,,,9767584.99798895,0.0,1712339.9184327582 
 01/07  15:00:00,,,,,,,,,9808149.41322688,0.0,1712339.9184327582 
 01/07  16:00:00,,,,,,,,,11283723.49994538,0.0,4442127.974613177 
 01/07  17:00:00,,,,,,,,,13268214.780691419,0.0,1712339.9184327582 
 01/07  18:00:00,,,,,,,,,13914752.676299244,0.0,4645533.438002901 
 01/07  19:00:00,,,,,,,,,14104220.73147774,0.0,4645981.1115476955 
 01/07  20:00:00,,,,,,,,,2785755.694240238,0.0,4645890.231508605 
 01/07  21:00:00,,,,,,,,,5108967.362339016,0.0,1712339.9184327582 
 01/07  22:00:00,,,,,,,,,5594489.748302616,0.0,4614581.451038589 
 01/07  23:00:00,,,,,,,,,4433115.650002206,0.0,4614758.774155179 
 01/07  24:00:00,-5.505729166666664,-6.389583333333333,-5.813797856992925,18.200520833333332,80.8359375,171.29259514926343,-19.800915512093123,35638358.15006968,4721028.145570876,0.0,4167639.1681667464 
 01/08  01:00:00,,,,,,,,,4983340.154068724,0.0,2120382.6453394564 
 01/08  02:00:00,,,,,,,,,5206176.484006442,0.0,1712339.9184327582 
 01/08  03:00:00,,,,,,,,,5399944.771149289,0.0,1712339.9184327582 
 01/08  04:00:00,,,,,,,,,5616887.275251756,0.0,4367039.326034031 
 01/08  05:00:00,,,,,,,,,5773152.848308946,0.0,1712339.9184327582 
 01/08  06:00:00,,,,,,,,,5906321.869236293,0.0,1712339.9184327582 
 01/08  07:00:00,,,,,,,,,7487998.06469669,0.0,4614331.757897498 
 01/08  08:00:00,,,,,,,,,18984083.45960881,0.0,4615019.305724018 
 01/08  09:00:00,,,,,,,,,17466942.766854513,0.0,4598651.058452246 
 01/08  10:00:00,,,,,,,,,16086493.988922518,0.0,3877770.0547661623 
 01/08  11:00:00,,,,,,,,,15175269.670357974,0.0,2676137.1695358846 
 01/08  12:00:00,,,,,,,,,14534344.358269187,0.0,1712339.9184327582 
 01/08  13:00:00,,,,,,,,,14109767.830024742,0.0,4441888.482558704 
 01/08  14:00:00,,,,,,,,,13913044.985618021,0.0,1712339.9184327582 
 01/08  15:00:00,,,,,,,,,13666189.007830314,0.0,4442242.6867106 
 01/08  16:00:00,,,,,,,,,13543484.576229395,0.0,1712339.9184327582 
 01/08  17:00:00,,,,,,,,,13531205.081455216,0.0,4006789.7729446087 
 01/08  18:00:00,,,,,,,,,13342960.384729898,0.0,2180572.0001328387 
 01/08  19:00:00,,,,,,,,,13092587.750049956,0.0,4645248.08098451 
 01/08  20:00:00,,,,,,,,,1651176.439025265,0.0,4645196.655333644 
 01/08  21:00:00,,,,,,,,,3268940.5053711976,0.0,4645786.614522853 
 01/08  22:00:00,,,,,,,,,3432645.105714321,0.0,1712339.9184327582 
 01/08  23:00:00,,,,,,,,,2734565.068949052,0.0,4614566.323936281 
 01/08  24:00:00,0.33385416666666695,-0.19583404686953979,0.1188314416176298,6.432291666666667,0.3151041666666667,171.19300465716188,-19.69085628613162,33938065.84029095,2989569.4086941765,0.0,4614778.804818514 
 01/09  01:00:00,,,,,,,,,3203524.4724121476,0.0,1712339.9184327582 
 01/09  02:00:00,,,,,,,,,3594802.354271286,0.0,1712339.9184327582 
 01/09  03:00:00,,,,,,,,,4030853.752699272,0.0,4366790.007341902 
 01/09  04:00:00,,,,,,,,,4208943.089596214,0.0,1712339.9184327582 
 01/09  05:00:00,,,,,,,,,4118894.757603859,0.0,1712339.9184327582 
 01/09  06:00:00,,,,,,,,,3910320.105014179,0.0,1712339.9184327582 
 01/09  07:00:00,,,,,,,,,4775801.240756079,0.0,4614977.763302495 
 01/09  08:00:00,,,,,,,,,16072820.835033864,0.0,4614315.220315862 
 01/09  09:00:00,,,,,,,,,14878670.588802012,0.0,4781296.352812504 
 01/09  10:00:00,,,,,,,,,12795290.583841572,0.0,4780785.943356029 
 01/09  11:00:00,,,,,,,,,11339689.106551893,0.0,1712339.9184327582 
 01/09  12:00:00,,,,,,,,,9805221.99431058,0.0,4441677.671960248 
 01/09  13:00:00,,,,,,,,,8773396.44313198,0.0,1712339.9184327582 
 01/09  14:00:00,,,,,,,,,8970181.754933221,0.0,1712339.9184327582 
 01/09  15:00:00,,,,,,,,,9759277.826368995,0.0,4442274.467874142 
 01/09  16:00:00,,,,,,,,,10390663.185141543,0.0,1712339.9184327582 
 01/09  17:00:00,,,,,,,,,10736175.55701577,0.0,4442200.826295954 
 01/09  18:00:00,,,,,,,,,11334882.745428214,0.0,4114575.839879724 
 01/09  19:00:00,,,,,,,,,12988941.514449382,0.0,2243232.313771747 
 01/09  20:00:00,,,,,,,,,630673.6365472504,0.0,4644983.70073432 
 01/09  21:00:00,,,,,,,,,1692561.4163906975,0.0,4645365.972959165 
 01/09  22:00:00,,,,,,,,,1735200.9766998128,0.0,4614971.26600399 
 01/09  23:00:00,,,,,,,,,1247021.8117547026,0.0,1712339.9184327582 
 01/09  24:00:00,4.736458333333332,4.126040580561692,4.590807866781274,18.317708333333332,18.375,171.0951546233548,-19.574463356569648,33650107.96728922,1417720.9241654966,0.0,4614320.363994111 
 01/10  01:00:00,,,,,,,,,1884290.3585609528,0.0,1712339.9184327582 
 01/10  02:00:00,,,,,,,,,1982988.7110507095,0.0,4366994.279594367 
 01/10  03:00:00,,,,,,,,,2578313.8081566743,0.0,1712339.9184327582 
 01/10  04:00:00,,,,,,,,,2980372.8163823094,0.0,1712339.9184327582 
 01/10  05:00:00,,,,,,,,,3130576.9697099626,0.0,1712339.9184327582 
 01/10  06:00:00,,,,,,,,,3231303.488647281,0.0,4366659.461492206 
 01/10  07:00:00,,,,,,,,,4138093.455919484,0.0,1942311.517379223 
 01/10  08:00:00,,,,,,,,,16516393.075671557,0.0,4383985.711259193 
 01/10  09:00:00,,,,,,,,,14365353.849090984,0.0,4781521.898604906 
 01/10  10:00:00,,,,,,,,,12000562.300019648,0.0,4781375.200821168 
 01/10  11:00:00,,,,,,,,,10116743.288447157,0.0,3143041.045140204 
 01/10  12:00:00,,,,,,,,,9030298.25370996,0.0,3010937.3651217967 
 01/10  13:00:00,,,,,,,,,8376768.345911982,0.0,1712339.9184327582 
 01/10  14:00:00,,,,,,,,,8334567.095024411,0.0,4442115.058695251 
 01/10  15:00:00,,,,,,,,,9003274.101535961,0.0,1712339.9184327582 
 01/10  16:00:00,,,,,,,,,9916349.16814611,0.0,4442222.647256814 
 01/10  17:00:00,,,,,,,,,10445079.946966846,0.0,1712339.9184327582 
 01/10  18:00:00,,,,,,,,,10912280.487774277,0.0,4645459.738607316 
 01/10  19:00:00,,,,,,,,,11059771.876670443,0.0,4645996.869455059 
 01/10  20:00:00,,,,,,,,,671224.5320502433,0.0,1712339.9184327582 
 01/10  21:00:00,,,,,,,,,2287083.7822951386,0.0,4645905.951432279 
 01/10  22:00:00,,,,,,,,,2816359.4968776125,0.0,4614489.070534615 
 01/10  23:00:00,,,,,,,,,2168100.7536142087,0.0,4614900.154066222 
 01/10  24:00:00,4.616666666666666,2.0005208333333333,3.6733112254525153,18.4375,35.565104166666664,171.00130137365522,-19.451784315637955,33428535.47367233,2230341.463747626,0.0,1712339.9184327582 
 01/11  01:00:00,,,,,,,,,2283793.0585462833,0.0,4366991.3583547585 
 01/11  02:00:00,,,,,,,,,2501199.4782234696,0.0,1712339.9184327582 
 01/11  03:00:00,,,,,,,,,2787952.37052978,0.0,1712339.9184327582 
 01/11  04:00:00,,,,,,,,,3128127.4095811457,0.0,2173837.350003405 
 01/11  05:00:00,,,,,,,,,3447242.2460600194,0.0,3905206.9070808142 
 01/11  06:00:00,,,,,,,,,3602574.4405442397,0.0,1712339.9184327582 
 01/11  07:00:00,,,,,,,,,4589318.417703669,0.0,4614950.280939499 
 01/11  08:00:00,,,,,,,,,15336517.946141195,0.0,2886248.988261987 
 01/11  09:00:00,,,,,,,,,14537840.18715831,0.0,3876601.8085096227 
 01/11  10:00:00,,,,,,,,,11558859.237200707,0.0,4445231.23060285 
 01/11  11:00:00,,,,,,,,,8831979.176334519,0.0,4442199.906156844 
 01/11  12:00:00,,,,,,,,,7223628.218498968,0.0,1712339.9184327582 
 01/11  13:00:00,,,,,,,,,6142585.98204355,0.0,4441647.161897514 
 01/11  14:00:00,,,,,,,,,5884910.806506742,0.0,1712339.9184327582 
 01/11  15:00:00,,,,,,,,,6147683.89038611,0.0,4442005.226255551 
 01/11  16:00:00,,,,,,,,,7775552.846598031,0.0,1712339.9184327582 
 01/11  17:00:00,,,,,,,,,9806407.16698128,0.0,1712339.9184327582 
 01/11  18:00:00,,,,,,,,,10408897.746001026,0.0,4645944.731373281 
 01/11  19:00:00,,,,,,,,,10660870.116295202,0.0,4645853.939854733 
 01/11  20:00:00,,,,,,,,,603183.521627028,0.0,4645181.485000326 
 01/11  21:00:00,,,,,,,,,2220255.260876074,0.0,3248235.075112747 
 01/11  22:00:00,,,,,,,,,2784535.266839778,0.0,3094421.8318599593 
 01/11  23:00:00,,,,,,,,,2370646.978804325,0.0,4614989.394732942 
 01/11  24:00:00,3.1302083333333326,1.0171875000000001,2.372332722381356,16.3828125,100.76822916666667,170.9110217294324,-19.322869432033745,35994671.31559809,2611306.9861068698,0.0,4614311.176913479 
 01/12  01:00:00,,,,,,,,,2682998.1063211476,0.0,1712339.9184327582 
 01/12  02:00:00,,,,,,,,,2773514.988206126,0.0,1712339.9184327582 
 01/12  03:00:00,,,,,,,,,2828407.9230476366,0.0,1768540.5965140734 
 01/12  04:00:00,,,,,,,,,2811534.454350575,0.0,4310793.488711032 
 01/12  05:00:00,,,,,,,,,2694698.7528900504,0.0,1712339.9184327582 
 01/12  06:00:00,,,,,,,,,2656055.1396027803,0.0,1712339.9184327582 
 01/12  07:00:00,,,,,,,,,3637910.840189282,0.0,4614630.911447489 
 01/12  08:00:00,,,,,,,,,14104026.143051298,0.0,4614699.986750327 
 01/12  09:00:00,,,,,,,,,13251033.143276311,0.0,4780930.203353931 
 01/12  10:00:00,,,,,,,,,10355693.397966858,0.0,4781539.007553819 
 01/12  11:00:00,,,,,,,,,8314662.281944922,0.0,1712339.9184327582 
 01/12  12:00:00,,,,,,,,,6797264.975874854,0.0,1712339.9184327582 
 01/12  13:00:00,,,,,,,,,5553585.080597181,0.0,4442278.460847921 
 01/12  14:00:00,,,,,,,,,5092813.296288149,0.0,1712339.9184327582 
 01/12  15:00:00,,,,,,,,,5070756.877126859,0.0,4442204.82232023 
 01/12  16:00:00,,,,,,,,,6444957.429215247,0.0,1712339.9184327582 
 01/12  17:00:00,,,,,,,,,8515686.510976404,0.0,4441658.050111401 
 01/12  18:00:00,,,,,,,,,9494304.858820813,0.0,1712339.9184327582 
 01/12  19:00:00,,,,,,,,,9925221.119100329,0.0,4645952.381545719 
 01/12  20:00:00,,,,,,,,,305526.42138714256,0.0,4644991.669374141 
 01/12  21:00:00,,,,,,,,,1622169.0972167896,0.0,4645436.873229043 
 01/12  22:00:00,,,,,,,,,2283160.7162123574,0.0,2180418.9475378604 
 01/12  23:00:00,,,,,,,,,1749924.325615929,0.0,4146590.8423099825 
 01/12  24:00:00,3.6473958333333325,1.4416666666666667,2.896196930851169,16.114583333333332,103.73958333333333,170.82264900506854,-19.187771602204457,33651204.47250603,2185505.113974057,0.0,4614659.726557762 
 01/13  01:00:00,,,,,,,,,2483782.8058178965,0.0,1712339.9184327582 
 01/13  02:00:00,,,,,,,,,2668211.7378026773,0.0,1712339.9184327582 
 01/13  03:00:00,,,,,,,,,2685823.0666115424,0.0,4366975.5137925455 
 01/13  04:00:00,,,,,,,,,2859540.7377874656,0.0,1712339.9184327582 
 01/13  05:00:00,,,,,,,,,3114724.417647582,0.0,1712339.9184327582 
 01/13  06:00:00,,,,,,,,,3310991.9487231327,0.0,4366806.718381115 
 01/13  07:00:00,,,,,,,,,4524337.87114032,0.0,1712339.9184327582 
 01/13  08:00:00,,,,,,,,,14740172.306178683,0.0,4614235.684336424 
 01/13  09:00:00,,,,,,,,,13820798.007667668,0.0,4780735.386993946 
 01/13  10:00:00,,,,,,,,,11683960.085776547,0.0,4780871.0064386595 
 01/13  11:00:00,,,,,,,,,9257568.146339407,0.0,1712339.9184327582 
 01/13  12:00:00,,,,,,,,,7601295.491684271,0.0,4442084.857289598 
 01/13  13:00:00,,,,,,,,,7235060.202446578,0.0,1712339.9184327582 
 01/13  14:00:00,,,,,,,,,7478553.03411076,0.0,4442224.988138006 
 01/13  15:00:00,,,,,,,,,8183060.272726559,0.0,1712339.9184327582 
 01/13  16:00:00,,,,,,,,,9149643.674226008,0.0,3711039.420800628 
 01/13  17:00:00,,,,,,,,,9728175.417905938,0.0,2443048.6681254804 
 01/13  18:00:00,,,,,,,,,9944905.937617654,0.0,4645345.443708934 
 01/13  19:00:00,,,,,,,,,10042863.183797201,0.0,3100027.250664685 
 01/13  20:00:00,,,,,,,,,280845.9368574323,0.0,3257316.4133108724 
 01/13  21:00:00,,,,,,,,,1440126.1320508716,0.0,4645555.475229942 
 01/13  22:00:00,,,,,,,,,1998999.2055195577,0.0,4614973.5206366135 
 01/13  23:00:00,,,,,,,,,1453321.059053515,0.0,3092519.618640703 
