BuildingID,param_name,assigned_value,min_value,max_value
0,fenez_ground_floor_win.Front_Solar_Reflectance,0.071988377,,
0,fenez_ground_floor_win.Back_Solar_Reflectance,0.076498844,,
0,fenez_ground_floor_win.Visible_Transmittance,0.8708988296120643,,
0,fenez_ground_floor_win.Front_Visible_Reflectance,0.062204406,,
0,fenez_ground_floor_win.Back_Visible_Reflectance,0.065892657,,
0,fenez_ground_floor_win.Front_IR_Emissivity,0.84,,
0,fenez_ground_floor_win.Back_IR_Emissivity,0.84,,
0,fenez_ground_floor_win.Conductivity,0.00108,,
0,fenez_ground_floor_win.Dirt_Correction_Factor,1,,
0,fenez_ground_floor_R_value,2.5,,
0,fenez_ground_floor_U_value,0.36,,
0,fenez_ground_floor_area_m2,68.95,,
0,fenez_exterior_wall_opq.obj_type,MATERIAL,,
0,fenez_exterior_wall_opq.Name,InternalFloor_Generic,,
0,fenez_exterior_wall_opq.Roughness,MediumSmooth,,
0,fenez_exterior_wall_opq.Thickness,0.12019496279034182,,
0,fenez_exterior_wall_opq.Conductivity,0.048077985,,
0,fenez_exterior_wall_opq.Density,1939.6278789976454,,
0,fenez_exterior_wall_opq.Specific_Heat,834.0250516517992,,
0,fenez_exterior_wall_opq.Thermal_Absorptance,0.9,,
0,fenez_exterior_wall_opq.Solar_Absorptance,0.7,,
0,fenez_exterior_wall_opq.Visible_Absorptance,0.7,,
0,fenez_exterior_wall_win.obj_type,WINDOWMATERIAL:GLAZING,,
0,fenez_exterior_wall_win.Name,Glazing_Clear_3mm,,
0,fenez_exterior_wall_win.Optical_Data_Type,SpectralAverage,,
0,fenez_exterior_wall_win.IR_Transmittance,0,,
0,fenez_exterior_wall_win.Solar_Diffusing,No,,
0,fenez_exterior_wall_win.Thickness,0.003,,
0,fenez_exterior_wall_win.Solar_Transmittance,0.7631095899962357,,
0,fenez_exterior_wall_win.Front_Solar_Reflectance,0.079572131,,
0,fenez_exterior_wall_win.Back_Solar_Reflectance,0.073365945,,
0,fenez_exterior_wall_win.Visible_Transmittance,0.861854917,,
0,fenez_exterior_wall_win.Front_Visible_Reflectance,0.060967164,,
0,fenez_exterior_wall_win.Back_Visible_Reflectance,0.068474944,,
0,fenez_exterior_wall_win.Front_IR_Emissivity,0.84,,
0,fenez_exterior_wall_win.Back_IR_Emissivity,0.84,,
0,fenez_exterior_wall_win.Conductivity,0.00111,,
0,fenez_exterior_wall_win.Dirt_Correction_Factor,1,,
0,fenez_exterior_wall_R_value,2.5,,
0,fenez_exterior_wall_U_value,0.37,,
0,fenez_exterior_wall_area_m2,103.3,,
0,fenez_flat_roof_opq.obj_type,MATERIAL,,
0,fenez_flat_roof_opq.Name,InteriorWall_Generic,,
0,fenez_flat_roof_opq.Roughness,MediumSmooth,,
0,fenez_flat_roof_opq.Thickness,0.140356414,,
0,fenez_flat_roof_opq.Conductivity,0.056142565465487605,,
0,fenez_flat_roof_opq.Density,807.2456182909401,,
0,fenez_flat_roof_opq.Specific_Heat,994.6231527958741,,
0,fenez_flat_roof_opq.Thermal_Absorptance,0.9,,
0,fenez_flat_roof_opq.Solar_Absorptance,0.7,,
0,fenez_flat_roof_opq.Visible_Absorptance,0.7,,
0,fenez_flat_roof_win.obj_type,WINDOWMATERIAL:GLAZING,,
0,fenez_flat_roof_win.Name,Glazing_Clear_3mm,,
0,fenez_flat_roof_win.Optical_Data_Type,SpectralAverage,,
0,fenez_flat_roof_win.IR_Transmittance,0,,
0,fenez_flat_roof_win.Solar_Diffusing,No,,
0,fenez_flat_roof_win.Thickness,0.003,,
0,fenez_flat_roof_win.Solar_Transmittance,0.7675706875441671,,
0,fenez_flat_roof_win.Front_Solar_Reflectance,0.075520406,,
0,fenez_flat_roof_win.Back_Solar_Reflectance,0.078294047,,
0,fenez_flat_roof_win.Visible_Transmittance,0.872370395,,
0,fenez_flat_roof_win.Front_Visible_Reflectance,0.068617069,,
0,fenez_flat_roof_win.Back_Visible_Reflectance,0.065773521,,
0,fenez_flat_roof_win.Front_IR_Emissivity,0.84,,
0,fenez_flat_roof_win.Back_IR_Emissivity,0.84,,
0,fenez_flat_roof_win.Conductivity,0.00111,,
0,fenez_flat_roof_win.Dirt_Correction_Factor,1,,
0,fenez_flat_roof_R_value,2.5,,
0,fenez_flat_roof_U_value,0.37,,
0,fenez_flat_roof_area_m2,84.14,,
0,fenez_inter_floor_opq.obj_type,MATERIAL,,
0,fenez_inter_floor_opq.Name,DoorPanel_Range,,
0,fenez_inter_floor_opq.Roughness,MediumRough,,
0,fenez_inter_floor_opq.Thickness,0.14504068220212285,,
0,fenez_inter_floor_opq.Conductivity,0.072520341,,
0,fenez_inter_floor_opq.Density,628.9387963602107,,
0,fenez_inter_floor_opq.Specific_Heat,2215.9583953847255,,
0,fenez_inter_floor_opq.Thermal_Absorptance,0.9,,
0,fenez_inter_floor_opq.Solar_Absorptance,0.7,,
0,fenez_inter_floor_opq.Visible_Absorptance,0.7,,
0,fenez_inter_floor_win.obj_type,WINDOWMATERIAL:GLAZING,,
0,fenez_inter_floor_win.Name,Glazing_Clear_3mm,,
0,fenez_inter_floor_win.Optical_Data_Type,SpectralAverage,,
0,fenez_inter_floor_win.IR_Transmittance,0,,
0,fenez_inter_floor_win.Solar_Diffusing,No,,
0,fenez_inter_floor_win.Thickness,0.003,,
0,fenez_inter_floor_win.Solar_Transmittance,0.7646558177272206,,
0,fenez_inter_floor_win.Front_Solar_Reflectance,0.071010014,,
0,fenez_inter_floor_win.Back_Solar_Reflectance,0.072779736,,
0,fenez_inter_floor_win.Visible_Transmittance,0.872713689,,
0,fenez_inter_floor_win.Front_Visible_Reflectance,0.063648322,,
0,fenez_inter_floor_win.Back_Visible_Reflectance,0.06370181,,
0,fenez_inter_floor_win.Front_IR_Emissivity,0.84,,
0,fenez_inter_floor_win.Back_IR_Emissivity,0.84,,
0,fenez_inter_floor_win.Conductivity,0.0015,,
0,fenez_inter_floor_win.Dirt_Correction_Factor,1,,
0,fenez_inter_floor_R_value,2,,
0,fenez_inter_floor_U_value,0.5,,
0,fenez_inter_floor_area_m2,60,,
0,fenez_interior_wall_opq.obj_type,MATERIAL,,
0,fenez_interior_wall_opq.Name,Concrete_200mm,,
0,fenez_interior_wall_opq.Roughness,MediumRough,,
0,fenez_interior_wall_opq.Thickness,0.19766977822049114,,
0,fenez_interior_wall_opq.Conductivity,0.1317798521469941,,
0,fenez_interior_wall_opq.Density,2314.8035385246594,,
0,fenez_interior_wall_opq.Specific_Heat,910.9131005666989,,
0,fenez_interior_wall_opq.Thermal_Absorptance,0.9,,
0,fenez_interior_wall_opq.Solar_Absorptance,0.7,,
0,fenez_interior_wall_opq.Visible_Absorptance,0.7,,
0,fenez_interior_wall_win.obj_type,WINDOWMATERIAL:GLAZING,,
0,fenez_interior_wall_win.Name,Glazing_Clear_3mm,,
0,fenez_interior_wall_win.Optical_Data_Type,SpectralAverage,,
0,fenez_interior_wall_win.IR_Transmittance,0,,
0,fenez_interior_wall_win.Solar_Diffusing,No,,
0,fenez_interior_wall_win.Thickness,0.003,,
0,fenez_interior_wall_win.Solar_Transmittance,0.763422773,,
0,fenez_interior_wall_win.Front_Solar_Reflectance,0.077291268,,
0,fenez_interior_wall_win.Back_Solar_Reflectance,0.071634025,,
0,fenez_interior_wall_win.Visible_Transmittance,0.867589109,,
0,fenez_interior_wall_win.Front_Visible_Reflectance,0.069895234,,
0,fenez_interior_wall_win.Back_Visible_Reflectance,0.066399998,,
0,fenez_interior_wall_win.Front_IR_Emissivity,0.84,,
0,fenez_interior_wall_win.Back_IR_Emissivity,0.84,,
0,fenez_interior_wall_win.Conductivity,0.00201,,
0,fenez_interior_wall_win.Dirt_Correction_Factor,1,,
0,fenez_interior_wall_R_value,1.5,,
0,fenez_interior_wall_U_value,0.67,,
0,fenez_interior_wall_area_m2,50,,
0,fenez_windows_opq.obj_type,MATERIAL:NOMASS,,
0,fenez_windows_opq.Name,Insulated_Roof_R5,,
0,fenez_windows_opq.Roughness,MediumRough,,
0,fenez_windows_opq.Thermal_Resistance,0.3448275862068966,,
0,fenez_windows_opq.Thermal_Absorptance,0.9,,
0,fenez_windows_opq.Solar_Absorptance,0.7,,
0,fenez_windows_opq.Visible_Absorptance,0.7,,
0,fenez_windows_win.obj_type,WINDOWMATERIAL:GLAZING,,
0,fenez_windows_win.Name,Glazing_Clear_3mm,,
0,fenez_windows_win.Optical_Data_Type,SpectralAverage,,
0,fenez_windows_win.IR_Transmittance,0,,
0,fenez_windows_win.Solar_Diffusing,No,,
0,fenez_windows_win.Thickness,0.003,,
0,fenez_windows_win.Solar_Transmittance,0.7768570384037962,,
0,fenez_windows_win.Front_Solar_Reflectance,0.077759999,,
0,fenez_windows_win.Back_Solar_Reflectance,0.072290481,,
0,fenez_windows_win.Visible_Transmittance,0.8606420048780807,,
0,fenez_windows_win.Front_Visible_Reflectance,0.06315453,,
0,fenez_windows_win.Back_Visible_Reflectance,0.062677409,,
0,fenez_windows_win.Front_IR_Emissivity,0.84,,
0,fenez_windows_win.Back_IR_Emissivity,0.84,,
0,fenez_windows_win.Conductivity,0.0087,,
0,fenez_windows_win.Dirt_Correction_Factor,1,,
0,fenez_windows_R_value,,,
0,fenez_windows_U_value,2.9,,
0,fenez_windows_area_m2,27.22,,
0,fenez_doors_opq.obj_type,MATERIAL:NOMASS,,
0,fenez_doors_opq.Name,Insulated_Roof_R5,,
0,fenez_doors_opq.Roughness,MediumRough,,
0,fenez_doors_opq.Thermal_Resistance,0.29411764705882354,,
0,fenez_doors_opq.Thermal_Absorptance,0.9,,
0,fenez_doors_opq.Solar_Absorptance,0.7,,
0,fenez_doors_opq.Visible_Absorptance,0.7,,
0,fenez_doors_win.obj_type,WINDOWMATERIAL:GLAZING,,
0,fenez_doors_win.Name,Glazing_Clear_3mm,,
0,fenez_doors_win.Optical_Data_Type,SpectralAverage,,
0,fenez_doors_win.IR_Transmittance,0,,
0,fenez_doors_win.Solar_Diffusing,No,,
0,fenez_doors_win.Thickness,0.003,,
0,fenez_doors_win.Solar_Transmittance,0.7775273525294534,,
0,fenez_doors_win.Front_Solar_Reflectance,0.073146779,,
0,fenez_doors_win.Back_Solar_Reflectance,0.076554387,,
0,fenez_doors_win.Visible_Transmittance,0.8679126380212133,,
0,fenez_doors_win.Front_Visible_Reflectance,0.069145476,,
0,fenez_doors_win.Back_Visible_Reflectance,0.064588519,,
0,fenez_doors_win.Front_IR_Emissivity,0.84,,
0,fenez_doors_win.Back_IR_Emissivity,0.84,,
0,fenez_doors_win.Conductivity,0.0102,,
0,fenez_doors_win.Dirt_Correction_Factor,1,,
0,fenez_doors_R_value,,,
0,fenez_doors_U_value,3.4,,
0,fenez_doors_area_m2,6.93,,
0,fenez_wwr,0.22,,
0,perimeter_depth,2.819713399228942,2.5,3
0,has_core,FALSE,,
0,heating_day_setpoint,20.278853596915766,19,21
0,heating_night_setpoint,15.025010755222667,15,16
0,cooling_day_setpoint,24.55005863673824,24,26
0,cooling_night_setpoint,26.446421476297644,26,28
0,max_heating_supply_air_temp,52.364712141640126,45,55
0,min_cooling_supply_air_temp,13.353398974845822,12,14
0,schedule_details,"{'day_start': '07:00', 'day_end': '23:00', 'occupancy_schedule': {'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}}",,
0,schedule_day_start,07:00,,
0,schedule_day_end,23:00,,
0,schedule_occupancy_schedule,"{'weekday': 'FullOccupancy', 'weekend': 'FullOccupancy'}",,
0,lights_wm2,10,,
0,parasitic_wm2,0.285,,
0,tD,2000,,
0,tN,300,,
0,cooling_supply_air_temp,14.139426798457883,,
0,heating_supply_air_temp,48.100043020890666,,
0,cooling_supply_air_hr,0.008775029,,
0,heating_supply_air_hr,0.003723211,,
0,cooling_design_air_flow_method,DesignDayWithLimit,,
0,heating_design_air_flow_method,DesignDay,,
0,infiltration_base,1.2278853596915769,1.1,1.3
0,year_factor,0.9050021510445334,0.9,1.1
0,fan_pressure,0,0,0
0,f_ctrl,0.9223210738148823,0.9,1
0,infiltration_schedule_name,AlwaysOnSched,,
0,ventilation_schedule_name,VentSched_DayNight,,
