Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_0_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/01  18:00:00,,,,,,,,,,144658757.8655175,0.0,3678389.203247377 
 01/01  19:00:00,,,,,,,,,,138270917.30359745,0.0,6240775.940047878 
 01/01  20:00:00,,,,,,,,,,219358544.65810052,0.0,6240824.149596679 
 01/01  21:00:00,,,,,,,,,,207875197.81735063,0.0,6241223.096844818 
 01/01  22:00:00,,,,,,,,,,202390328.421134,0.0,3307854.1251308587 
 01/01  23:00:00,,,,,,,,,,207555229.00516304,0.0,6210143.012422817 
 01/01  24:00:00,2.891666666666666,-0.03749999999999998,1.854739388525906,17.307291666666668,26.854166666666668,171.9210012821981,-20.325946072972584,33574828.532436125,0.0,213559214.80723014,0.0,6210216.230562722 
 01/02  01:00:00,,,,,,,,,,216545252.4461945,0.0,3307854.1251308587 
 01/02  02:00:00,,,,,,,,,,211943655.1988942,0.0,3307854.1251308587 
 01/02  03:00:00,,,,,,,,,,210769194.61776474,0.0,5962131.609240568 
 01/02  04:00:00,,,,,,,,,,215610885.2905534,0.0,3307854.1251308587 
 01/02  05:00:00,,,,,,,,,,207358425.4622211,0.0,3307854.1251308587 
 01/02  06:00:00,,,,,,,,,,201190828.6853271,0.0,3307854.1251308587 
 01/02  07:00:00,,,,,,,,,,197541841.00499582,0.0,6210503.630013766 
 01/02  08:00:00,,,,,,,,,,99849392.46518439,0.0,6209825.384426391 
 01/02  09:00:00,,,,,,,,,,97900540.5893949,0.0,6376875.670657251 
 01/02  10:00:00,,,,,,,,,,100034435.50536641,0.0,6376323.19583835 
 01/02  11:00:00,,,,,,,,,,102497376.61396411,0.0,3307854.1251308587 
 01/02  12:00:00,,,,,,,,,,112744419.842871,0.0,6037161.208924383 
 01/02  13:00:00,,,,,,,,,,116363393.78319776,0.0,3307854.1251308587 
 01/02  14:00:00,,,,,,,,,,117692780.15887958,0.0,3328229.097467125 
 01/02  15:00:00,,,,,,,,,,105808301.24404249,0.0,6017405.106558549 
 01/02  16:00:00,,,,,,,,,,101646344.10645816,0.0,3307854.1251308587 
 01/02  17:00:00,,,,,,,,,,106622367.12066509,0.0,6037726.141162105 
 01/02  18:00:00,,,,,,,,,,113035887.30091433,0.0,5806351.260195701 
 01/02  19:00:00,,,,,,,,,,128877810.65528114,0.0,3742540.0378009654 
 01/02  20:00:00,,,,,,,,,,222366812.48452413,0.0,6240607.824223821 
 01/02  21:00:00,,,,,,,,,,214529516.03230554,0.0,6240844.609229685 
 01/02  22:00:00,,,,,,,,,,210556483.93705827,0.0,6210497.084445771 
 01/02  23:00:00,,,,,,,,,,214128499.5885109,0.0,3307854.1251308587 
 01/02  24:00:00,3.686458333333334,0.859375,2.7411140405471186,16.630208333333332,62.854166666666664,171.8131188905313,-20.25473323294449,33650133.10753417,0.0,220220944.9809164,0.0,6209826.802927531 
 01/03  01:00:00,,,,,,,,,,231288185.79597342,0.0,3307854.1251308587 
 01/03  02:00:00,,,,,,,,,,238164855.87440258,0.0,5962519.279119248 
 01/03  03:00:00,,,,,,,,,,238846212.3011734,0.0,3307854.1251308587 
 01/03  04:00:00,,,,,,,,,,244796038.11860073,0.0,3307854.1251308587 
 01/03  05:00:00,,,,,,,,,,244830211.16726303,0.0,3307854.1251308587 
 01/03  06:00:00,,,,,,,,,,248704542.81966126,0.0,5962044.382871569 
 01/03  07:00:00,,,,,,,,,,255907492.08806348,0.0,3640996.7884537876 
 01/03  08:00:00,,,,,,,,,,166495801.82257873,0.0,5876335.173899345 
 01/03  09:00:00,,,,,,,,,,172787942.27963233,0.0,6377048.23372703 
 01/03  10:00:00,,,,,,,,,,168538552.14801484,0.0,6376901.556583226 
 01/03  11:00:00,,,,,,,,,,152872266.3360291,0.0,4923854.2555383295 
 01/03  12:00:00,,,,,,,,,,143777513.8734898,0.0,4421165.50679321 
 01/03  13:00:00,,,,,,,,,,141527239.90165925,0.0,3307854.1251308587 
 01/03  14:00:00,,,,,,,,,,148208920.26958114,0.0,6037494.920498178 
 01/03  15:00:00,,,,,,,,,,150460268.59568462,0.0,3307854.1251308587 
 01/03  16:00:00,,,,,,,,,,164999806.08259064,0.0,6037747.944789639 
 01/03  17:00:00,,,,,,,,,,181993395.89192337,0.0,3307854.1251308587 
 01/03  18:00:00,,,,,,,,,,193815356.0645888,0.0,6240926.037459423 
 01/03  19:00:00,,,,,,,,,,205604614.98098987,0.0,6241450.329561057 
 01/03  20:00:00,,,,,,,,,,297989742.3893935,0.0,3307854.1251308587 
 01/03  21:00:00,,,,,,,,,,286207720.637889,0.0,6241431.995739988 
 01/03  22:00:00,,,,,,,,,,276555144.13782907,0.0,6210056.097486349 
 01/03  23:00:00,,,,,,,,,,265540118.18012658,0.0,6210327.650056975 
 01/03  24:00:00,1.1666666666666665,-0.6007504992247794,0.3890060654580482,14.333333333333334,122.921875,171.70635220439564,-20.176959693862347,33428239.448053032,0.0,255230336.20913696,0.0,3307854.1251308587 
 01/04  01:00:00,,,,,,,,,,291121602.4982715,0.0,5962516.526154027 
 01/04  02:00:00,,,,,,,,,,317581087.8999833,0.0,3307854.1251308587 
 01/04  03:00:00,,,,,,,,,,321319189.8472405,0.0,3307854.1251308587 
 01/04  04:00:00,,,,,,,,,,326325001.3153305,0.0,4071559.877802464 
 01/04  05:00:00,,,,,,,,,,330887057.3439764,0.0,5198366.145740638 
 01/04  06:00:00,,,,,,,,,,334730178.08774805,0.0,3307854.1251308587 
 01/04  07:00:00,,,,,,,,,,340114002.12396157,0.0,6210476.266996096 
 01/04  08:00:00,,,,,,,,,,241817565.22263747,0.0,4586109.60824975 
 01/04  09:00:00,,,,,,,,,,235345629.8451179,0.0,5472129.882680244 
 01/04  10:00:00,,,,,,,,,,228135783.7699264,0.0,5930316.667416429 
 01/04  11:00:00,,,,,,,,,,220670617.31392664,0.0,6037730.521376868 
 01/04  12:00:00,,,,,,,,,,213160318.60243633,0.0,3307854.1251308587 
 01/04  13:00:00,,,,,,,,,,205676060.94491148,0.0,6037214.654459393 
 01/04  14:00:00,,,,,,,,,,206651641.13820228,0.0,3307854.1251308587 
 01/04  15:00:00,,,,,,,,,,212777398.96651414,0.0,6037355.033746285 
 01/04  16:00:00,,,,,,,,,,219129334.4768532,0.0,3307854.1251308587 
 01/04  17:00:00,,,,,,,,,,226706662.52892068,0.0,3307854.1251308587 
 01/04  18:00:00,,,,,,,,,,233559785.1234493,0.0,6241476.2433731975 
 01/04  19:00:00,,,,,,,,,,239611780.7671721,0.0,6241385.46519849 
 01/04  20:00:00,,,,,,,,,,347720985.2782983,0.0,6240992.4668491855 
 01/04  21:00:00,,,,,,,,,,355592516.80028653,0.0,4985364.336081767 
 01/04  22:00:00,,,,,,,,,,358809413.5984185,0.0,4549823.194355998 
 01/04  23:00:00,,,,,,,,,,371929541.84473044,0.0,6210519.397368063 
 01/04  24:00:00,-2.370833333333333,-3.617708333333334,-2.8442852708335775,14.375,129.13541666666666,171.60081020210077,-20.09265613455602,35990682.20127327,0.0,379814205.25062,0.0,6209830.729679339 
 01/05  01:00:00,,,,,,,,,,377986906.91410226,0.0,3307854.1251308587 
 01/05  02:00:00,,,,,,,,,,378014934.7083371,0.0,3307854.1251308587 
 01/05  03:00:00,,,,,,,,,,379721095.6870157,0.0,3768233.4633624316 
 01/05  04:00:00,,,,,,,,,,381460646.6229283,0.0,5501839.859835894 
 01/05  05:00:00,,,,,,,,,,383226192.85152745,0.0,3307854.1251308587 
 01/05  06:00:00,,,,,,,,,,385014934.6016459,0.0,3307854.1251308587 
 01/05  07:00:00,,,,,,,,,,388559460.11132675,0.0,6210062.42133453 
 01/05  08:00:00,,,,,,,,,,288838406.2810212,0.0,6210318.12352372 
 01/05  09:00:00,,,,,,,,,,280959250.3144099,0.0,6376395.877145448 
 01/05  10:00:00,,,,,,,,,,272730356.4642803,0.0,6377058.134118283 
 01/05  11:00:00,,,,,,,,,,263764326.93206406,0.0,3307854.1251308587 
 01/05  12:00:00,,,,,,,,,,254041424.20292646,0.0,3459254.4470415777 
 01/05  13:00:00,,,,,,,,,,245596381.59196034,0.0,5886267.348907439 
 01/05  14:00:00,,,,,,,,,,243982730.1561125,0.0,3307854.1251308587 
 01/05  15:00:00,,,,,,,,,,247312144.8000772,0.0,6037733.981764294 
 01/05  16:00:00,,,,,,,,,,250343907.4852593,0.0,3307854.1251308587 
 01/05  17:00:00,,,,,,,,,,252607454.19205344,0.0,6037232.0728868395 
 01/05  18:00:00,,,,,,,,,,255853088.17901805,0.0,3307854.1251308587 
 01/05  19:00:00,,,,,,,,,,258530084.29791483,0.0,6241482.406493706 
 01/05  20:00:00,,,,,,,,,,353096810.81335443,0.0,6241391.583817143 
 01/05  21:00:00,,,,,,,,,,351610585.70343703,0.0,6241021.009553172 
 01/05  22:00:00,,,,,,,,,,350522785.4231835,0.0,3914826.192071948 
 01/05  23:00:00,,,,,,,,,,348153665.3265522,0.0,5603124.314313265 
 01/05  24:00:00,-4.088541666666665,-7.080208333333332,-5.141229228510597,14.5703125,132.4921875,171.49660012976298,-20.001856138640335,33651762.80370456,0.0,347492039.6992183,0.0,6210272.325595775 
 01/06  01:00:00,,,,,,,,,,346920591.6815642,0.0,3307854.1251308587 
 01/06  02:00:00,,,,,,,,,,348968529.99404085,0.0,3307854.1251308587 
 01/06  03:00:00,,,,,,,,,,351370627.52334595,0.0,5962514.292766416 
 01/06  04:00:00,,,,,,,,,,354293656.7196058,0.0,3307854.1251308587 
 01/06  05:00:00,,,,,,,,,,357979956.6887366,0.0,3307854.1251308587 
 01/06  06:00:00,,,,,,,,,,360457616.5512718,0.0,5962096.969156705 
 01/06  07:00:00,,,,,,,,,,365080349.867954,0.0,3307854.1251308587 
 01/06  08:00:00,,,,,,,,,,270116222.4767934,0.0,6209712.794089549 
 01/06  09:00:00,,,,,,,,,,267890355.7098292,0.0,6376266.185576019 
 01/06  10:00:00,,,,,,,,,,266138069.03195047,0.0,6376344.611464684 
 01/06  11:00:00,,,,,,,,,,263624437.5609179,0.0,3307854.1251308587 
 01/06  12:00:00,,,,,,,,,,260226236.87417445,0.0,6037428.955221862 
 01/06  13:00:00,,,,,,,,,,256784400.8168664,0.0,3307854.1251308587 
 01/06  14:00:00,,,,,,,,,,253351442.62637624,0.0,6037754.197532143 
 01/06  15:00:00,,,,,,,,,,249880143.33116612,0.0,3307854.1251308587 
 01/06  16:00:00,,,,,,,,,,247631035.50490743,0.0,5557246.741185241 
 01/06  17:00:00,,,,,,,,,,244882175.4435758,0.0,3787984.24975321 
 01/06  18:00:00,,,,,,,,,,241349561.108445,0.0,6240912.735048668 
 01/06  19:00:00,,,,,,,,,,237789261.10853043,0.0,4825663.7068714965 
 01/06  20:00:00,,,,,,,,,,330190710.36730564,0.0,4722739.356963212 
 01/06  21:00:00,,,,,,,,,,329185793.61513954,0.0,6240942.908277815 
 01/06  22:00:00,,,,,,,,,,328508970.0309278,0.0,6210503.618553268 
 01/06  23:00:00,,,,,,,,,,326648966.5159569,0.0,4828891.308196066 
 01/06  24:00:00,-3.4229166666666675,-4.572395833333333,-3.8650041755420497,16.927083333333332,4.8203125,171.39382734271808,-19.90459616452433,33426112.349416703,0.0,326397539.95457494,0.0,4688788.204122603 
 01/07  01:00:00,,,,,,,,,,326241388.73279285,0.0,5962509.71297426 
 01/07  02:00:00,,,,,,,,,,343415195.1524983,0.0,3307854.1251308587 
 01/07  03:00:00,,,,,,,,,,372508478.8170257,0.0,3307854.1251308587 
 01/07  04:00:00,,,,,,,,,,402769808.3397508,0.0,3307854.1251308587 
 01/07  05:00:00,,,,,,,,,,432185955.6281843,0.0,5962156.078620304 
 01/07  06:00:00,,,,,,,,,,461198683.73349947,0.0,3307854.1251308587 
 01/07  07:00:00,,,,,,,,,,494114224.50680023,0.0,6210228.03622303 
 01/07  08:00:00,,,,,,,,,,396176853.5352825,0.0,3307854.1251308587 
 01/07  09:00:00,,,,,,,,,,377143319.7342338,0.0,6376809.3609673185 
 01/07  10:00:00,,,,,,,,,,357512487.75990033,0.0,6376299.749810167 
 01/07  11:00:00,,,,,,,,,,337745497.2790923,0.0,6037242.698277308 
 01/07  12:00:00,,,,,,,,,,317952749.7204924,0.0,3307854.1251308587 
 01/07  13:00:00,,,,,,,,,,298276636.8045505,0.0,6037777.940174455 
 01/07  14:00:00,,,,,,,,,,287364116.3464006,0.0,3307854.1251308587 
 01/07  15:00:00,,,,,,,,,,282988112.4267489,0.0,3307854.1251308587 
 01/07  16:00:00,,,,,,,,,,278281647.4349138,0.0,6037640.825876226 
 01/07  17:00:00,,,,,,,,,,274067492.0658351,0.0,3307854.1251308587 
 01/07  18:00:00,,,,,,,,,,269168205.3724552,0.0,6241048.1862153895 
 01/07  19:00:00,,,,,,,,,,264699634.67782587,0.0,6241495.218787944 
 01/07  20:00:00,,,,,,,,,,354524069.5163182,0.0,6241404.404982318 
 01/07  21:00:00,,,,,,,,,,348569779.8700433,0.0,3307854.1251308587 
 01/07  22:00:00,,,,,,,,,,342411346.1552063,0.0,6210095.486985209 
 01/07  23:00:00,,,,,,,,,,335550118.6603408,0.0,6210273.201369319 
 01/07  24:00:00,-5.505729166666664,-6.389583333333333,-5.813797856992925,18.200520833333332,80.8359375,171.29259514926343,-19.800915512093123,35638095.86642943,0.0,329876695.8604128,0.0,5762861.14660147 
 01/08  01:00:00,,,,,,,,,,324805718.0019241,0.0,3716163.5745404633 
 01/08  02:00:00,,,,,,,,,,322934120.44680226,0.0,3307854.1251308587 
 01/08  03:00:00,,,,,,,,,,322546966.94303083,0.0,3307854.1251308587 
 01/08  04:00:00,,,,,,,,,,323427354.9494396,0.0,5962553.523067828 
 01/08  05:00:00,,,,,,,,,,323831812.23957,0.0,3307854.1251308587 
 01/08  06:00:00,,,,,,,,,,323516579.0310153,0.0,3307854.1251308587 
 01/08  07:00:00,,,,,,,,,,324667859.3478732,0.0,6209845.949717107 
 01/08  08:00:00,,,,,,,,,,221348143.69985712,0.0,6210533.5028345175 
 01/08  09:00:00,,,,,,,,,,210539448.30756405,0.0,6194103.606645316 
 01/08  10:00:00,,,,,,,,,,198482797.31677964,0.0,5473284.179204345 
 01/08  11:00:00,,,,,,,,,,187914852.833103,0.0,4271706.19198162 
 01/08  12:00:00,,,,,,,,,,182254122.59025264,0.0,3307854.1251308587 
 01/08  13:00:00,,,,,,,,,,177485302.6964265,0.0,6037402.720424684 
 01/08  14:00:00,,,,,,,,,,174302010.20560336,0.0,3307854.1251308587 
 01/08  15:00:00,,,,,,,,,,166576654.54531372,0.0,6037756.890128618 
 01/08  16:00:00,,,,,,,,,,163556974.04696977,0.0,3307854.1251308587 
 01/08  17:00:00,,,,,,,,,,165463995.3061689,0.0,5602249.156616047 
 01/08  18:00:00,,,,,,,,,,160290305.5959778,0.0,3776145.1554584103 
 01/08  19:00:00,,,,,,,,,,153241615.0251485,0.0,6240762.279820662 
 01/08  20:00:00,,,,,,,,,,238860893.85858986,0.0,6240856.599072157 
 01/08  21:00:00,,,,,,,,,,226453019.8191628,0.0,6241301.832064342 
 01/08  22:00:00,,,,,,,,,,212430173.3241204,0.0,3307854.1251308587 
 01/08  23:00:00,,,,,,,,,,204872521.9347471,0.0,6210079.791645507 
 01/08  24:00:00,0.33385416666666695,-0.19583404686953979,0.1188314416176298,6.432291666666667,0.3151041666666667,171.19300465716188,-19.69085628613162,33938435.67084547,0.0,206097246.39800173,0.0,6210294.016478184 
 01/09  01:00:00,,,,,,,,,,209513303.14195657,0.0,3307854.1251308587 
 01/09  02:00:00,,,,,,,,,,220025963.11500153,0.0,3307854.1251308587 
 01/09  03:00:00,,,,,,,,,,233672985.15384552,0.0,5962306.746715884 
 01/09  04:00:00,,,,,,,,,,237224161.37209976,0.0,3307854.1251308587 
 01/09  05:00:00,,,,,,,,,,225703090.49501956,0.0,3307854.1251308587 
 01/09  06:00:00,,,,,,,,,,213293920.09653723,0.0,3307854.1251308587 
 01/09  07:00:00,,,,,,,,,,209369295.87476912,0.0,6210491.824001717 
 01/09  08:00:00,,,,,,,,,,123199034.91886781,0.0,6209829.5204452155 
 01/09  09:00:00,,,,,,,,,,121976150.01559556,0.0,6376809.767623822 
 01/09  10:00:00,,,,,,,,,,112659996.2072875,0.0,6376299.886206705 
 01/09  11:00:00,,,,,,,,,,102700055.84025934,0.0,3307854.1251308587 
 01/09  12:00:00,,,,,,,,,,91936554.45612343,0.0,6037192.402834465 
 01/09  13:00:00,,,,,,,,,,81193469.93175894,0.0,3307854.1251308587 
 01/09  14:00:00,,,,,,,,,,79598958.62709986,0.0,3307854.1251308587 
 01/09  15:00:00,,,,,,,,,,82304909.68637942,0.0,6037788.535826586 
 01/09  16:00:00,,,,,,,,,,85400539.85271992,0.0,3307854.1251308587 
 01/09  17:00:00,,,,,,,,,,89111179.90431766,0.0,6037714.894141971 
 01/09  18:00:00,,,,,,,,,,91677738.23261857,0.0,5708886.930172193 
 01/09  19:00:00,,,,,,,,,,94749829.76404528,0.0,3839948.9897789047 
 01/09  20:00:00,,,,,,,,,,186845572.96767268,0.0,6240628.279600674 
 01/09  21:00:00,,,,,,,,,,164627089.32179,0.0,6240880.896969163 
 01/09  22:00:00,,,,,,,,,,145750929.75158453,0.0,6210485.264073315 
 01/09  23:00:00,,,,,,,,,,137740833.0472281,0.0,3307854.1251308587 
 01/09  24:00:00,4.736458333333332,4.126040580561692,4.590807866781274,18.317708333333332,18.375,171.0951546233548,-19.574463356569648,33650226.86893145,0.0,135246580.3597275,0.0,6209834.778920789 
 01/10  01:00:00,,,,,,,,,,138290391.53384185,0.0,3307854.1251308587 
 01/10  02:00:00,,,,,,,,,,145572337.8888655,0.0,5962508.285374625 
 01/10  03:00:00,,,,,,,,,,167936206.2708657,0.0,3307854.1251308587 
 01/10  04:00:00,,,,,,,,,,179271262.55592686,0.0,3307854.1251308587 
 01/10  05:00:00,,,,,,,,,,180149719.2045837,0.0,3307854.1251308587 
 01/10  06:00:00,,,,,,,,,,180585293.6324587,0.0,5962176.619940317 
 01/10  07:00:00,,,,,,,,,,181159967.46103442,0.0,3535905.3453210955 
 01/10  08:00:00,,,,,,,,,,95000811.67025518,0.0,5981429.264016114 
 01/10  09:00:00,,,,,,,,,,103783511.7488221,0.0,6377035.904288023 
 01/10  10:00:00,,,,,,,,,,111697675.80396628,0.0,6376889.206162244 
 01/10  11:00:00,,,,,,,,,,97868012.52347827,0.0,4735484.5459851585 
 01/10  12:00:00,,,,,,,,,,88069630.81527558,0.0,4609522.249649033 
 01/10  13:00:00,,,,,,,,,,90615483.89182794,0.0,3307854.1251308587 
 01/10  14:00:00,,,,,,,,,,91088374.77050766,0.0,6037631.678747499 
 01/10  15:00:00,,,,,,,,,,92913830.95293653,0.0,3307854.1251308587 
 01/10  16:00:00,,,,,,,,,,97875042.73626739,0.0,6037736.670139743 
 01/10  17:00:00,,,,,,,,,,103437499.23800741,0.0,3307854.1251308587 
 01/10  18:00:00,,,,,,,,,,118033461.49411988,0.0,6240974.78851094 
 01/10  19:00:00,,,,,,,,,,123301992.28854872,0.0,6241510.877580542 
 01/10  20:00:00,,,,,,,,,,214902889.8710326,0.0,3307854.1251308587 
 01/10  21:00:00,,,,,,,,,,216822091.49665385,0.0,6241420.079589051 
 01/10  22:00:00,,,,,,,,,,219531396.29488778,0.0,6210002.949688506 
 01/10  23:00:00,,,,,,,,,,221525067.44071293,0.0,6210414.959088521 
 01/10  24:00:00,4.616666666666666,2.0005208333333333,3.6733112254525153,18.4375,35.565104166666664,171.00130137365522,-19.451784315637955,33428548.392406676,0.0,211989364.99337894,0.0,3307854.1251308587 
 01/11  01:00:00,,,,,,,,,,204181657.17707968,0.0,5962505.492327934 
 01/11  02:00:00,,,,,,,,,,206719159.66398886,0.0,3307854.1251308587 
 01/11  03:00:00,,,,,,,,,,212191616.00793153,0.0,3307854.1251308587 
 01/11  04:00:00,,,,,,,,,,217726816.8251841,0.0,3767346.8159109713 
 01/11  05:00:00,,,,,,,,,,221001388.2939334,0.0,5502727.024176472 
 01/11  06:00:00,,,,,,,,,,219439738.6439125,0.0,3307854.1251308587 
 01/11  07:00:00,,,,,,,,,,217918940.67780828,0.0,6210464.409485719 
 01/11  08:00:00,,,,,,,,,,126280362.12543158,0.0,4481075.336737845 
 01/11  09:00:00,,,,,,,,,,133652388.91506234,0.0,5472115.954571874 
 01/11  10:00:00,,,,,,,,,,134304346.5776995,0.0,6041473.373304426 
 01/11  11:00:00,,,,,,,,,,115535605.12077671,0.0,6037714.004676934 
 01/11  12:00:00,,,,,,,,,,114703112.9503111,0.0,3307854.1251308587 
 01/11  13:00:00,,,,,,,,,,115896551.30025269,0.0,6037161.177838613 
 01/11  14:00:00,,,,,,,,,,116912132.73342772,0.0,3307854.1251308587 
 01/11  15:00:00,,,,,,,,,,110230197.42304777,0.0,6037520.677641472 
 01/11  16:00:00,,,,,,,,,,122351438.75269258,0.0,3307854.1251308587 
 01/11  17:00:00,,,,,,,,,,136573144.55778998,0.0,3307854.1251308587 
 01/11  18:00:00,,,,,,,,,,134339901.0647399,0.0,6241458.82398323 
 01/11  19:00:00,,,,,,,,,,134108014.80958156,0.0,6241368.032376764 
 01/11  20:00:00,,,,,,,,,,227087516.12420595,0.0,6240920.492802661 
 01/11  21:00:00,,,,,,,,,,222040116.13618642,0.0,4842738.520829075 
 01/11  22:00:00,,,,,,,,,,220337768.49920517,0.0,4690936.1352414675 
 01/11  23:00:00,,,,,,,,,,230045528.85943082,0.0,6210503.48867079 
 01/11  24:00:00,3.1302083333333326,1.0171875000000001,2.372332722381356,16.3828125,100.76822916666667,170.9110217294324,-19.322869432033745,35994901.521169536,0.0,225499838.6616627,0.0,6209825.3901700545 
 01/12  01:00:00,,,,,,,,,,216622862.82368413,0.0,3307854.1251308587 
 01/12  02:00:00,,,,,,,,,,212787114.84870067,0.0,3307854.1251308587 
 01/12  03:00:00,,,,,,,,,,209045663.6048486,0.0,3361170.14223346 
 01/12  04:00:00,,,,,,,,,,203015747.5176781,0.0,5909194.801850712 
 01/12  05:00:00,,,,,,,,,,196767506.242269,0.0,3307854.1251308587 
 01/12  06:00:00,,,,,,,,,,194707773.63817364,0.0,3307854.1251308587 
 01/12  07:00:00,,,,,,,,,,195632787.371121,0.0,6210145.75282311 
 01/12  08:00:00,,,,,,,,,,101818632.81997944,0.0,6210213.497216881 
 01/12  09:00:00,,,,,,,,,,104314441.59277195,0.0,6376444.778752929 
 01/12  10:00:00,,,,,,,,,,106340267.4454478,0.0,6377053.097583309 
 01/12  11:00:00,,,,,,,,,,118252637.17608134,0.0,3307854.1251308587 
 01/12  12:00:00,,,,,,,,,,122033723.89433095,0.0,3307854.1251308587 
 01/12  13:00:00,,,,,,,,,,115632359.79942511,0.0,6037792.561211084 
 01/12  14:00:00,,,,,,,,,,118979196.28963777,0.0,3307854.1251308587 
 01/12  15:00:00,,,,,,,,,,112452235.57330522,0.0,6037718.922602852 
 01/12  16:00:00,,,,,,,,,,110228146.11883333,0.0,3307854.1251308587 
 01/12  17:00:00,,,,,,,,,,116356190.59925754,0.0,6037171.975132594 
 01/12  18:00:00,,,,,,,,,,125783401.69822007,0.0,3307854.1251308587 
 01/12  19:00:00,,,,,,,,,,131443921.30609229,0.0,6241466.480015323 
 01/12  20:00:00,,,,,,,,,,223893925.74904227,0.0,6241375.640261241 
 01/12  21:00:00,,,,,,,,,,222914423.01164624,0.0,6240950.529151579 
 01/12  22:00:00,,,,,,,,,,222986375.74464127,0.0,3774749.263062899 
 01/12  23:00:00,,,,,,,,,,228726392.4660608,0.0,5743289.740509856 
 01/12  24:00:00,3.6473958333333325,1.4416666666666667,2.896196930851169,16.114583333333332,103.73958333333333,170.82264900506854,-19.187771602204457,33651988.60600418,0.0,237535980.71869323,0.0,6210173.145670809 
 01/13  01:00:00,,,,,,,,,,242658587.27462593,0.0,3307854.1251308587 
 01/13  02:00:00,,,,,,,,,,243924163.0326225,0.0,3307854.1251308587 
 01/13  03:00:00,,,,,,,,,,238953097.89550084,0.0,5962486.87522824 
 01/13  04:00:00,,,,,,,,,,241904270.91208425,0.0,3307854.1251308587 
 01/13  05:00:00,,,,,,,,,,248960827.4646608,0.0,3307854.1251308587 
 01/13  06:00:00,,,,,,,,,,254613845.72314084,0.0,5962323.287613312 
 01/13  07:00:00,,,,,,,,,,254220382.38407603,0.0,3307854.1251308587 
 01/13  08:00:00,,,,,,,,,,154764572.0551648,0.0,6209755.85204991 
 01/13  09:00:00,,,,,,,,,,158961164.37078822,0.0,6376249.479237798 
 01/13  10:00:00,,,,,,,,,,155422428.9917399,0.0,6376385.588298139 
 01/13  11:00:00,,,,,,,,,,124566331.33736366,0.0,3307854.1251308587 
 01/13  12:00:00,,,,,,,,,,102957347.2711559,0.0,6037600.695087334 
 01/13  13:00:00,,,,,,,,,,107929374.09109771,0.0,3307854.1251308587 
 01/13  14:00:00,,,,,,,,,,113134260.25437903,0.0,6037739.066426802 
 01/13  15:00:00,,,,,,,,,,114622386.09430239,0.0,3307854.1251308587 
 01/13  16:00:00,,,,,,,,,,115629143.10276738,0.0,5304408.310964825 
