Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_4_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/04  12:00:00,,,,,,,,,,213233501.23148733,0.0,3237382.5153654446 
 01/04  13:00:00,,,,,,,,,,205747505.10806197,0.0,5966743.043707415 
 01/04  14:00:00,,,,,,,,,,206723663.88045698,0.0,3237382.5153654446 
 01/04  15:00:00,,,,,,,,,,212848736.4094288,0.0,5966883.426277965 
 01/04  16:00:00,,,,,,,,,,219196690.37406382,0.0,3237382.5153654446 
 01/04  17:00:00,,,,,,,,,,226770070.67440057,0.0,3237382.5153654446 
 01/04  18:00:00,,,,,,,,,,233622825.5718823,0.0,6171004.63332418 
 01/04  19:00:00,,,,,,,,,,239674745.5907644,0.0,6170913.855149217 
 01/04  20:00:00,,,,,,,,,,347843750.3185817,0.0,6170520.85393964 
 01/04  21:00:00,,,,,,,,,,355659525.40122306,0.0,4914887.004681429 
 01/04  22:00:00,,,,,,,,,,358874728.8629818,0.0,4479357.245103861 
 01/04  23:00:00,,,,,,,,,,371993778.5987423,0.0,6140047.786964581 
 01/04  24:00:00,-2.370833333333333,-3.617708333333334,-2.8442852708335775,14.375,129.13541666666666,171.60081020210077,-20.09265613455602,35990682.23372768,0.0,379877705.52992666,0.0,6139359.119446503 
 01/05  01:00:00,,,,,,,,,,378049910.51342285,0.0,3237382.5153654446 
 01/05  02:00:00,,,,,,,,,,378077545.26746446,0.0,3237382.5153654446 
 01/05  03:00:00,,,,,,,,,,379783368.56389666,0.0,3697745.5234493474 
 01/05  04:00:00,,,,,,,,,,381522657.39482963,0.0,5431384.589757575 
 01/05  05:00:00,,,,,,,,,,383288002.9974618,0.0,3237382.5153654446 
 01/05  06:00:00,,,,,,,,,,385076582.48862696,0.0,3237382.5153654446 
 01/05  07:00:00,,,,,,,,,,388620979.4516635,0.0,6139590.814660708 
 01/05  08:00:00,,,,,,,,,,288888465.1384748,0.0,6139846.509311555 
 01/05  09:00:00,,,,,,,,,,281029332.33671963,0.0,6305924.269211214 
 01/05  10:00:00,,,,,,,,,,272801811.1384387,0.0,6306586.52850854 
 01/05  11:00:00,,,,,,,,,,263836056.72062784,0.0,3237382.5153654446 
 01/05  12:00:00,,,,,,,,,,254112475.6296687,0.0,3388772.724781353 
 01/05  13:00:00,,,,,,,,,,245666654.6880688,0.0,5815805.85988432 
 01/05  14:00:00,,,,,,,,,,244052287.66034937,0.0,3237382.5153654446 
 01/05  15:00:00,,,,,,,,,,247380308.62635437,0.0,5967262.371393818 
 01/05  16:00:00,,,,,,,,,,250408479.93573165,0.0,3237382.5153654446 
 01/05  17:00:00,,,,,,,,,,252668844.72026438,0.0,5966760.459887547 
 01/05  18:00:00,,,,,,,,,,255914174.4385507,0.0,3237382.5153654446 
 01/05  19:00:00,,,,,,,,,,258591161.21729332,0.0,6171010.796088161 
 01/05  20:00:00,,,,,,,,,,353165982.43004704,0.0,6170919.973411114 
 01/05  21:00:00,,,,,,,,,,351678931.3602347,0.0,6170549.396739969 
 01/05  22:00:00,,,,,,,,,,350589367.1961015,0.0,3844348.953094499 
 01/05  23:00:00,,,,,,,,,,348219130.8523405,0.0,5532658.337065174 
 01/05  24:00:00,-4.088541666666665,-7.080208333333332,-5.141229228510597,14.5703125,132.4921875,171.49660012976298,-20.001856138640335,33651762.8156939,0.0,347556721.1351483,0.0,6139800.711595431 
 01/06  01:00:00,,,,,,,,,,346984693.89829755,0.0,3237382.5153654446 
 01/06  02:00:00,,,,,,,,,,349032194.7393617,0.0,3237382.5153654446 
 01/06  03:00:00,,,,,,,,,,351433975.198728,0.0,5892042.6824106295 
 01/06  04:00:00,,,,,,,,,,354356724.4833827,0.0,3237382.5153654446 
 01/06  05:00:00,,,,,,,,,,358042811.1896874,0.0,3237382.5153654446 
 01/06  06:00:00,,,,,,,,,,360520299.8224658,0.0,5891625.3663440235 
 01/06  07:00:00,,,,,,,,,,365142883.95386326,0.0,3237382.5153654446 
 01/06  08:00:00,,,,,,,,,,270167312.8712068,0.0,6139241.18613331 
 01/06  09:00:00,,,,,,,,,,267959093.06836343,0.0,6305794.575008899 
 01/06  10:00:00,,,,,,,,,,266205625.83337882,0.0,6305873.003214853 
 01/06  11:00:00,,,,,,,,,,263691328.8055603,0.0,3237382.5153654446 
 01/06  12:00:00,,,,,,,,,,260292814.0619101,0.0,5966957.351527609 
 01/06  13:00:00,,,,,,,,,,256850007.68695843,0.0,3237382.5153654446 
 01/06  14:00:00,,,,,,,,,,253415997.90995875,0.0,5967282.587158723 
 01/06  15:00:00,,,,,,,,,,249943999.10995787,0.0,3237382.5153654446 
 01/06  16:00:00,,,,,,,,,,247693942.19325486,0.0,5486764.970722124 
 01/06  17:00:00,,,,,,,,,,244944127.95684206,0.0,3717522.79522559 
 01/06  18:00:00,,,,,,,,,,241411028.6059764,0.0,6170441.12291532 
 01/06  19:00:00,,,,,,,,,,237850605.33066013,0.0,4755186.8231868595 
 01/06  20:00:00,,,,,,,,,,330308745.7468757,0.0,4652270.829568872 
 01/06  21:00:00,,,,,,,,,,329256441.9555915,0.0,6170471.296115862 
 01/06  22:00:00,,,,,,,,,,328577610.4568392,0.0,6140032.009581994 
 01/06  23:00:00,,,,,,,,,,326716331.4068094,0.0,4758424.938351827 
 01/06  24:00:00,-3.4229166666666675,-4.572395833333333,-3.8650041755420497,16.927083333333332,4.8203125,171.39382734271808,-19.90459616452433,33426110.381516837,0.0,326464007.37096787,0.0,4618311.354510437 
 01/07  01:00:00,,,,,,,,,,326307188.2216178,0.0,5892038.1037598625 
 01/07  02:00:00,,,,,,,,,,343480467.7829313,0.0,3237382.5153654446 
 01/07  03:00:00,,,,,,,,,,372573315.26769,0.0,3237382.5153654446 
 01/07  04:00:00,,,,,,,,,,402834279.1738763,0.0,3237382.5153654446 
 01/07  05:00:00,,,,,,,,,,432250105.1463334,0.0,5891684.461120566 
 01/07  06:00:00,,,,,,,,,,461262564.90762174,0.0,3237382.5153654446 
 01/07  07:00:00,,,,,,,,,,494177867.0122299,0.0,6139756.422694221 
 01/07  08:00:00,,,,,,,,,,396222612.27962375,0.0,3237382.5153654446 
 01/07  09:00:00,,,,,,,,,,377212434.7413759,0.0,6306337.754419544 
 01/07  10:00:00,,,,,,,,,,357582946.8145884,0.0,6305828.141123604 
 01/07  11:00:00,,,,,,,,,,337816615.33922386,0.0,5966771.085284733 
 01/07  12:00:00,,,,,,,,,,318024343.1308913,0.0,3237382.5153654446 
 01/07  13:00:00,,,,,,,,,,298347789.6826428,0.0,5967306.330974886 
 01/07  14:00:00,,,,,,,,,,287434783.77879,0.0,3237382.5153654446 
 01/07  15:00:00,,,,,,,,,,283057292.8288746,0.0,3237382.5153654446 
 01/07  16:00:00,,,,,,,,,,278346863.38314205,0.0,5967169.223611684 
 01/07  17:00:00,,,,,,,,,,274129088.6471205,0.0,3237382.5153654446 
 01/07  18:00:00,,,,,,,,,,269229275.00404215,0.0,6170576.573449895 
 01/07  19:00:00,,,,,,,,,,264760279.4004126,0.0,6171023.609620193 
 01/07  20:00:00,,,,,,,,,,354607195.1657805,0.0,6170932.7958150115 
 01/07  21:00:00,,,,,,,,,,348640181.0534408,0.0,3237382.5153654446 
 01/07  22:00:00,,,,,,,,,,342479772.92618185,0.0,6139623.880293176 
 01/07  23:00:00,,,,,,,,,,335617280.30002755,0.0,6139801.587633649 
 01/07  24:00:00,-5.505729166666664,-6.389583333333333,-5.813797856992925,18.200520833333332,80.8359375,171.29259514926343,-19.800915512093123,35638100.597056955,0.0,329942957.5739157,0.0,5692394.797600705 
 01/08  01:00:00,,,,,,,,,,324871302.95973223,0.0,3645687.1631699856 
 01/08  02:00:00,,,,,,,,,,322999179.3766587,0.0,3237382.5153654446 
 01/08  03:00:00,,,,,,,,,,322611605.09356713,0.0,3237382.5153654446 
 01/08  04:00:00,,,,,,,,,,323491633.59571826,0.0,5892081.913476393 
 01/08  05:00:00,,,,,,,,,,323895788.4275404,0.0,3237382.5153654446 
 01/08  06:00:00,,,,,,,,,,323580305.6549578,0.0,3237382.5153654446 
 01/08  07:00:00,,,,,,,,,,324731364.46376145,0.0,6139374.340219378 
 01/08  08:00:00,,,,,,,,,,221401430.46761885,0.0,6140061.893255845 
 01/08  09:00:00,,,,,,,,,,210608088.77011785,0.0,6123633.197680716 
 01/08  10:00:00,,,,,,,,,,198549922.70068505,0.0,5402812.571040822 
 01/08  11:00:00,,,,,,,,,,187980802.12870508,0.0,4201233.514678192 
 01/08  12:00:00,,,,,,,,,,182319255.71749806,0.0,3237382.5153654446 
 01/08  13:00:00,,,,,,,,,,177549696.90635136,0.0,5966931.110052341 
 01/08  14:00:00,,,,,,,,,,174365646.4513175,0.0,3237382.5153654446 
 01/08  15:00:00,,,,,,,,,,166639663.52342626,0.0,5967285.280427048 
 01/08  16:00:00,,,,,,,,,,163619437.1573022,0.0,3237382.5153654446 
 01/08  17:00:00,,,,,,,,,,165526009.74863318,0.0,5531778.614639547 
 01/08  18:00:00,,,,,,,,,,160351989.4480102,0.0,3705672.3975498634 
 01/08  19:00:00,,,,,,,,,,153303099.2914436,0.0,6170290.670201769 
 01/08  20:00:00,,,,,,,,,,238925518.75729495,0.0,6170384.988889922 
 01/08  21:00:00,,,,,,,,,,226524276.57427007,0.0,6170830.221338537 
 01/08  22:00:00,,,,,,,,,,212499371.9747522,0.0,3237382.5153654446 
 01/08  23:00:00,,,,,,,,,,204940391.08735216,0.0,6139608.182581349 
 01/08  24:00:00,0.33385416666666695,-0.19583404686953979,0.1188314416176298,6.432291666666667,0.3151041666666667,171.19300465716188,-19.69085628613162,33938431.39720124,0.0,206164165.69204774,0.0,6139822.405757896 
 01/09  01:00:00,,,,,,,,,,209579508.93082234,0.0,3237382.5153654446 
 01/09  02:00:00,,,,,,,,,,220091584.68496507,0.0,3237382.5153654446 
 01/09  03:00:00,,,,,,,,,,233738118.7323968,0.0,5891835.134540625 
 01/09  04:00:00,,,,,,,,,,237288901.13682976,0.0,3237382.5153654446 
 01/09  05:00:00,,,,,,,,,,225767509.4844885,0.0,3237382.5153654446 
 01/09  06:00:00,,,,,,,,,,213358070.6889766,0.0,3237382.5153654446 
 01/09  07:00:00,,,,,,,,,,209433198.6138193,0.0,6140020.214374949 
 01/09  08:00:00,,,,,,,,,,123256891.32298112,0.0,6139357.91059042 
 01/09  09:00:00,,,,,,,,,,122046201.86647694,0.0,6306338.158611384 
 01/09  10:00:00,,,,,,,,,,112729682.11028735,0.0,6305828.276693945 
 01/09  11:00:00,,,,,,,,,,102768992.84258324,0.0,3237382.5153654446 
 01/09  12:00:00,,,,,,,,,,92005259.32535847,0.0,5966720.792568714 
 01/09  13:00:00,,,,,,,,,,81261542.55365431,0.0,3237382.5153654446 
 01/09  14:00:00,,,,,,,,,,79665661.09650794,0.0,3237382.5153654446 
 01/09  15:00:00,,,,,,,,,,82370006.23802835,0.0,5967316.9261930715 
 01/09  16:00:00,,,,,,,,,,85464651.0306593,0.0,3237382.5153654446 
 01/09  17:00:00,,,,,,,,,,89174865.69693434,0.0,5967243.284508762 
 01/09  18:00:00,,,,,,,,,,91741067.14664406,0.0,5638416.466382473 
 01/09  19:00:00,,,,,,,,,,94812438.77808702,0.0,3769476.234653622 
 01/09  20:00:00,,,,,,,,,,186909239.40599054,0.0,6170156.66943229 
 01/09  21:00:00,,,,,,,,,,164696844.4754165,0.0,6170409.2867413955 
 01/09  22:00:00,,,,,,,,,,145818822.86304152,0.0,6140013.654446898 
 01/09  23:00:00,,,,,,,,,,137807498.05466974,0.0,3237382.5153654446 
 01/09  24:00:00,4.736458333333332,4.126040580561692,4.590807866781274,18.317708333333332,18.375,171.0951546233548,-19.574463356569648,33650226.86727868,0.0,135312344.76314783,0.0,6139363.169020647 
 01/10  01:00:00,,,,,,,,,,138355256.06210774,0.0,3237382.5153654446 
 01/10  02:00:00,,,,,,,,,,145636823.06123286,0.0,5892036.675738498 
 01/10  03:00:00,,,,,,,,,,168000179.3936414,0.0,3237382.5153654446 
 01/10  04:00:00,,,,,,,,,,179334811.74891847,0.0,3237382.5153654446 
 01/10  05:00:00,,,,,,,,,,180212921.45005125,0.0,3237382.5153654446 
 01/10  06:00:00,,,,,,,,,,180648190.7963367,0.0,5891705.008269095 
 01/10  07:00:00,,,,,,,,,,181222587.41036484,0.0,3465434.9712886084 
 01/10  08:00:00,,,,,,,,,,95058880.09718063,0.0,5910956.418325529 
 01/10  09:00:00,,,,,,,,,,103854631.59885153,0.0,6306564.294667602 
 01/10  10:00:00,,,,,,,,,,111768877.79335561,0.0,6306417.596542082 
 01/10  11:00:00,,,,,,,,,,97938354.26938292,0.0,4665015.151251437 
 01/10  12:00:00,,,,,,,,,,88139064.63135362,0.0,4539048.424870073 
 01/10  13:00:00,,,,,,,,,,90684358.11225292,0.0,3237382.5153654446 
 01/10  14:00:00,,,,,,,,,,91156260.3821133,0.0,5967160.0672389995 
 01/10  15:00:00,,,,,,,,,,92980241.82888386,0.0,3237382.5153654446 
 01/10  16:00:00,,,,,,,,,,97940158.22382286,0.0,5967265.060506975 
 01/10  17:00:00,,,,,,,,,,103502090.71704802,0.0,3237382.5153654446 
 01/10  18:00:00,,,,,,,,,,118097809.36743866,0.0,6170503.1781367455 
 01/10  19:00:00,,,,,,,,,,123366180.49713525,0.0,6171039.267942496 
 01/10  20:00:00,,,,,,,,,,214995474.601983,0.0,3237382.5153654446 
 01/10  21:00:00,,,,,,,,,,216890359.6995752,0.0,6170948.469606238 
 01/10  22:00:00,,,,,,,,,,219597968.2857802,0.0,6139531.339016896 
 01/10  23:00:00,,,,,,,,,,221590538.7536444,0.0,6139943.350979593 
 01/10  24:00:00,4.616666666666666,2.0005208333333333,3.6733112254525153,18.4375,35.565104166666664,171.00130137365522,-19.451784315637955,33428548.389509283,0.0,212054069.0374231,0.0,3237382.5153654446 
 01/11  01:00:00,,,,,,,,,,204245782.1291029,0.0,5892033.882361221 
 01/11  02:00:00,,,,,,,,,,206782811.67304242,0.0,3237382.5153654446 
 01/11  03:00:00,,,,,,,,,,212254872.494927,0.0,3237382.5153654446 
 01/11  04:00:00,,,,,,,,,,217789738.8377826,0.0,3696869.6556190317 
 01/11  05:00:00,,,,,,,,,,221064029.97148106,0.0,5432260.9681987725 
 01/11  06:00:00,,,,,,,,,,219502149.70137215,0.0,3237382.5153654446 
 01/11  07:00:00,,,,,,,,,,217981161.17704952,0.0,6139992.799503885 
 01/11  08:00:00,,,,,,,,,,126353844.55431174,0.0,4410599.501057345 
 01/11  09:00:00,,,,,,,,,,133724012.86357263,0.0,5401644.3444352895 
 01/11  10:00:00,,,,,,,,,,134376800.56375614,0.0,5971006.235674404 
 01/11  11:00:00,,,,,,,,,,115607199.72628488,0.0,5967242.39424692 
 01/11  12:00:00,,,,,,,,,,114773315.28344029,0.0,3237382.5153654446 
 01/11  13:00:00,,,,,,,,,,115965701.04498461,0.0,5966689.566907747 
 01/11  14:00:00,,,,,,,,,,116981398.5460689,0.0,3237382.5153654446 
 01/11  15:00:00,,,,,,,,,,110298587.22193968,0.0,5967049.07552922 
 01/11  16:00:00,,,,,,,,,,122417617.00854662,0.0,3237382.5153654446 
 01/11  17:00:00,,,,,,,,,,136637150.18112344,0.0,3237382.5153654446 
 01/11  18:00:00,,,,,,,,,,134403649.3374358,0.0,6170987.213516913 
 01/11  19:00:00,,,,,,,,,,134171686.51754989,0.0,6170896.421909912 
 01/11  20:00:00,,,,,,,,,,227152917.37536162,0.0,6170448.880399477 
 01/11  21:00:00,,,,,,,,,,222107628.29018778,0.0,4772261.173522638 
 01/11  22:00:00,,,,,,,,,,220403650.0711239,0.0,4620470.202484048 
 01/11  23:00:00,,,,,,,,,,230110333.1168374,0.0,6140031.87826527 
 01/11  24:00:00,3.1302083333333326,1.0171875000000001,2.372332722381356,16.3828125,100.76822916666667,170.9110217294324,-19.322869432033745,35994901.69157674,0.0,225563889.31570762,0.0,6139353.780443504 
 01/12  01:00:00,,,,,,,,,,216686362.26102757,0.0,3237382.5153654446 
 01/12  02:00:00,,,,,,,,,,212850190.13816792,0.0,3237382.5153654446 
 01/12  03:00:00,,,,,,,,,,209108409.3863221,0.0,3290682.1578292996 
 01/12  04:00:00,,,,,,,,,,203078234.1819895,0.0,5838739.580620877 
 01/12  05:00:00,,,,,,,,,,196829792.24146253,0.0,3237382.5153654446 
 01/12  06:00:00,,,,,,,,,,194769883.76569724,0.0,3237382.5153654446 
 01/12  07:00:00,,,,,,,,,,195694739.36464915,0.0,6139674.146662145 
 01/12  08:00:00,,,,,,,,,,101876172.65676075,0.0,6139741.88349333 
 01/12  09:00:00,,,,,,,,,,104386076.30849595,0.0,6305973.171085467 
 01/12  10:00:00,,,,,,,,,,106412802.8210802,0.0,6306581.487154333 
 01/12  11:00:00,,,,,,,,,,118324459.06147115,0.0,3237382.5153654446 
 01/12  12:00:00,,,,,,,,,,122104403.8230842,0.0,3237382.5153654446 
 01/12  13:00:00,,,,,,,,,,115703495.19097327,0.0,5967320.950840829 
 01/12  14:00:00,,,,,,,,,,119048901.58208767,0.0,3237382.5153654446 
 01/12  15:00:00,,,,,,,,,,112521900.2814517,0.0,5967247.312232181 
 01/12  16:00:00,,,,,,,,,,110295616.78922191,0.0,3237382.5153654446 
 01/12  17:00:00,,,,,,,,,,116420607.6782443,0.0,5966700.363771027 
 01/12  18:00:00,,,,,,,,,,125847436.14589575,0.0,3237382.5153654446 
 01/12  19:00:00,,,,,,,,,,131507855.9557064,0.0,6170994.86944146 
 01/12  20:00:00,,,,,,,,,,223959415.9263607,0.0,6170904.029855082 
 01/12  21:00:00,,,,,,,,,,222981939.2931609,0.0,6170478.9167692615 
 01/12  22:00:00,,,,,,,,,,223052251.67873865,0.0,3704272.024731095 
 01/12  23:00:00,,,,,,,,,,228791203.27939945,0.0,5672823.763118077 
 01/12  24:00:00,3.6473958333333325,1.4416666666666667,2.896196930851169,16.114583333333332,103.73958333333333,170.82264900506854,-19.187771602204457,33651988.61346524,0.0,237600031.41757318,0.0,6139701.532283033 
 01/13  01:00:00,,,,,,,,,,242722073.9213084,0.0,3237382.5153654446 
 01/13  02:00:00,,,,,,,,,,243987216.02647504,0.0,3237382.5153654446 
 01/13  03:00:00,,,,,,,,,,239015817.7058324,0.0,5892015.251952424 
 01/13  04:00:00,,,,,,,,,,241966718.3710461,0.0,3237382.5153654446 
 01/13  05:00:00,,,,,,,,,,249023049.57196137,0.0,3237382.5153654446 
 01/13  06:00:00,,,,,,,,,,254675886.2648418,0.0,5891851.689099126 
 01/13  07:00:00,,,,,,,,,,254282287.62790787,0.0,3237382.5153654446 
 01/13  08:00:00,,,,,,,,,,154820733.9869579,0.0,6139284.244377036 
 01/13  09:00:00,,,,,,,,,,159032761.21658057,0.0,6305777.868930756 
 01/13  10:00:00,,,,,,,,,,155494126.12328202,0.0,6305913.98031283 
 01/13  11:00:00,,,,,,,,,,124637809.55762553,0.0,3237382.5153654446 
 01/13  12:00:00,,,,,,,,,,103027420.44527641,0.0,5967129.0930637205 
 01/13  13:00:00,,,,,,,,,,107999043.70158082,0.0,3237382.5153654446 
 01/13  14:00:00,,,,,,,,,,113203129.32037814,0.0,5967267.456052422 
 01/13  15:00:00,,,,,,,,,,114689413.71447986,0.0,3237382.5153654446 
 01/13  16:00:00,,,,,,,,,,115694405.30712406,0.0,5233926.528038541 
