Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_3_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/03  18:00:00,,,,,,,,,,193740190.40326926,0.0,6322817.930795464 
 01/03  19:00:00,,,,,,,,,,205529487.8990319,0.0,6323342.222897746 
 01/03  20:00:00,,,,,,,,,,297882714.9806044,0.0,3389746.018465958 
 01/03  21:00:00,,,,,,,,,,286131944.547795,0.0,6323323.889074884 
 01/03  22:00:00,,,,,,,,,,276481063.2140505,0.0,6291947.990820398 
 01/03  23:00:00,,,,,,,,,,265467134.8265923,0.0,6292219.543393621 
 01/03  24:00:00,1.1666666666666665,-0.6007504992247794,0.3890060654580482,14.333333333333334,122.921875,171.70635220439564,-20.176959693862347,33428239.448048875,0.0,255158133.26265538,0.0,3389746.018465958 
 01/04  01:00:00,,,,,,,,,,291049926.3383482,0.0,6044408.41948893 
 01/04  02:00:00,,,,,,,,,,317509790.81871927,0.0,3389746.018465958 
 01/04  03:00:00,,,,,,,,,,321248193.5700065,0.0,3389746.018465958 
 01/04  04:00:00,,,,,,,,,,326254227.2579848,0.0,4153451.7656909386 
 01/04  05:00:00,,,,,,,,,,330816431.1616596,0.0,5280258.044524341 
 01/04  06:00:00,,,,,,,,,,334659654.5163163,0.0,3389746.018465958 
 01/04  07:00:00,,,,,,,,,,340043550.1250726,0.0,6292368.160330949 
 01/04  08:00:00,,,,,,,,,,241773254.296693,0.0,4668001.4997044075 
 01/04  09:00:00,,,,,,,,,,235261603.41269705,0.0,5554021.776015053 
 01/04  10:00:00,,,,,,,,,,228056294.6688719,0.0,6012208.562741463 
 01/04  11:00:00,,,,,,,,,,220594514.21545357,0.0,6119622.41471173 
 01/04  12:00:00,,,,,,,,,,213086517.18981975,0.0,3389746.018465958 
 01/04  13:00:00,,,,,,,,,,205603796.40851837,0.0,6119106.547793383 
 01/04  14:00:00,,,,,,,,,,206580694.61893407,0.0,3389746.018465958 
 01/04  15:00:00,,,,,,,,,,212706857.72882915,0.0,6119246.927083987 
 01/04  16:00:00,,,,,,,,,,219057538.63495997,0.0,3389746.018465958 
 01/04  17:00:00,,,,,,,,,,226633570.21299234,0.0,3389746.018465958 
 01/04  18:00:00,,,,,,,,,,233486182.36102018,0.0,6323368.136707977 
 01/04  19:00:00,,,,,,,,,,239538080.93143427,0.0,6323277.358533271 
 01/04  20:00:00,,,,,,,,,,347598040.5978565,0.0,6322884.360182855 
 01/04  21:00:00,,,,,,,,,,355513948.5049318,0.0,5067256.226886215 
 01/04  22:00:00,,,,,,,,,,358732710.11758924,0.0,4631715.090142997 
 01/04  23:00:00,,,,,,,,,,371854007.74975604,0.0,6292411.290702892 
 01/04  24:00:00,-2.370833333333333,-3.617708333333334,-2.8442852708335775,14.375,129.13541666666666,171.60081020210077,-20.09265613455602,35990682.20130079,0.0,379738860.68074304,0.0,6291722.623014114 
 01/05  01:00:00,,,,,,,,,,377912556.11433685,0.0,3389746.018465958 
 01/05  02:00:00,,,,,,,,,,377941140.94973826,0.0,3389746.018465958 
 01/05  03:00:00,,,,,,,,,,379647674.48298204,0.0,3850125.349623222 
 01/05  04:00:00,,,,,,,,,,381387493.34570795,0.0,5583731.760249648 
 01/05  05:00:00,,,,,,,,,,383153237.667989,0.0,3389746.018465958 
 01/05  06:00:00,,,,,,,,,,384942121.1161912,0.0,3389746.018465958 
 01/05  07:00:00,,,,,,,,,,388486747.6379336,0.0,6291954.314671046 
 01/05  08:00:00,,,,,,,,,,288799481.5423247,0.0,6292210.016856996 
 01/05  09:00:00,,,,,,,,,,280877189.9439062,0.0,6458287.770481361 
 01/05  10:00:00,,,,,,,,,,272652587.72248274,0.0,6458950.027455162 
 01/05  11:00:00,,,,,,,,,,263689933.0240528,0.0,3389746.018465958 
 01/05  12:00:00,,,,,,,,,,253969578.06744438,0.0,3541146.3359961174 
 01/05  13:00:00,,,,,,,,,,245525865.1541049,0.0,5968159.246626609 
 01/05  14:00:00,,,,,,,,,,243912943.48905483,0.0,3389746.018465958 
 01/05  15:00:00,,,,,,,,,,247242365.7230726,0.0,6119625.875099193 
 01/05  16:00:00,,,,,,,,,,250272930.875264,0.0,3389746.018465958 
 01/05  17:00:00,,,,,,,,,,252535493.6913758,0.0,6119123.966220471 
 01/05  18:00:00,,,,,,,,,,255781186.96356025,0.0,3389746.018465958 
 01/05  19:00:00,,,,,,,,,,258458100.79585034,0.0,6323374.2998285275 
 01/05  20:00:00,,,,,,,,,,352976971.0075792,0.0,6323283.477151965 
 01/05  21:00:00,,,,,,,,,,351530140.4064097,0.0,6322912.9028868815 
 01/05  22:00:00,,,,,,,,,,350444355.17266905,0.0,3996718.0829689163 
 01/05  23:00:00,,,,,,,,,,348076506.79902166,0.0,5685016.210087872 
 01/05  24:00:00,-4.088541666666665,-7.080208333333332,-5.141229228510597,14.5703125,132.4921875,171.49660012976298,-20.001856138640335,33651762.803709775,0.0,347415767.644192,0.0,6292164.218928868 
 01/06  01:00:00,,,,,,,,,,346844972.4515585,0.0,3389746.018465958 
 01/06  02:00:00,,,,,,,,,,348893411.03353524,0.0,3389746.018465958 
 01/06  03:00:00,,,,,,,,,,351295887.71778727,0.0,6044406.1861012615 
 01/06  04:00:00,,,,,,,,,,354219250.95567584,0.0,3389746.018465958 
 01/06  05:00:00,,,,,,,,,,357905813.61494666,0.0,3389746.018465958 
 01/06  06:00:00,,,,,,,,,,360383695.3925691,0.0,6043988.862494823 
 01/06  07:00:00,,,,,,,,,,365006617.83154666,0.0,3389746.018465958 
 01/06  08:00:00,,,,,,,,,,270074388.91056895,0.0,6291604.68742564 
 01/06  09:00:00,,,,,,,,,,267809494.85766184,0.0,6458158.078910748 
 01/06  10:00:00,,,,,,,,,,266059777.2166034,0.0,6458236.50480045 
 01/06  11:00:00,,,,,,,,,,263547935.5283522,0.0,3389746.018465958 
 01/06  12:00:00,,,,,,,,,,260151155.17364356,0.0,6119320.848559652 
 01/06  13:00:00,,,,,,,,,,256710232.55041876,0.0,3389746.018465958 
 01/06  14:00:00,,,,,,,,,,253277912.62818396,0.0,6119646.090866958 
 01/06  15:00:00,,,,,,,,,,249807278.12271208,0.0,3389746.018465958 
 01/06  16:00:00,,,,,,,,,,247558454.01139304,0.0,5639138.63011919 
 01/06  17:00:00,,,,,,,,,,244809529.29641327,0.0,3869876.1474869857 
 01/06  18:00:00,,,,,,,,,,241277254.5785141,0.0,6322804.628382549 
 01/06  19:00:00,,,,,,,,,,237717382.1564455,0.0,4907555.597922288 
 01/06  20:00:00,,,,,,,,,,330066437.89433694,0.0,4804631.252582013 
 01/06  21:00:00,,,,,,,,,,329103106.1102673,0.0,6322834.801614093 
 01/06  22:00:00,,,,,,,,,,328428588.1444398,0.0,6292395.51188809 
 01/06  23:00:00,,,,,,,,,,326570051.90583664,0.0,4910783.199080725 
 01/06  24:00:00,-3.4229166666666675,-4.572395833333333,-3.8650041755420497,16.927083333333332,4.8203125,171.39382734271808,-19.90459616452433,33426112.34941953,0.0,326319657.2499325,0.0,4770680.099908227 
 01/07  01:00:00,,,,,,,,,,326164271.4165457,0.0,6044401.606309101 
 01/07  02:00:00,,,,,,,,,,343338664.6008532,0.0,3389746.018465958 
 01/07  03:00:00,,,,,,,,,,372432394.7223255,0.0,3389746.018465958 
 01/07  04:00:00,,,,,,,,,,402694074.4846295,0.0,3389746.018465958 
 01/07  05:00:00,,,,,,,,,,432110495.69192386,0.0,6044047.971959069 
 01/07  06:00:00,,,,,,,,,,461123460.4367864,0.0,3389746.018465958 
 01/07  07:00:00,,,,,,,,,,494039200.8813458,0.0,6292119.929559782 
 01/07  08:00:00,,,,,,,,,,396158930.68109107,0.0,3389746.018465958 
 01/07  09:00:00,,,,,,,,,,377062457.78085285,0.0,6458701.254300905 
 01/07  10:00:00,,,,,,,,,,357435067.71259415,0.0,6458191.643144752 
 01/07  11:00:00,,,,,,,,,,337670578.48221457,0.0,6119134.591613916 
 01/07  12:00:00,,,,,,,,,,317879950.8207046,0.0,3389746.018465958 
 01/07  13:00:00,,,,,,,,,,298205356.205992,0.0,6119669.833509268 
 01/07  14:00:00,,,,,,,,,,287293924.0359459,0.0,3389746.018465958 
 01/07  15:00:00,,,,,,,,,,282918285.46123713,0.0,3389746.018465958 
 01/07  16:00:00,,,,,,,,,,278210891.6691626,0.0,6119532.7192078885 
 01/07  17:00:00,,,,,,,,,,273996023.86987513,0.0,3389746.018465958 
 01/07  18:00:00,,,,,,,,,,269096664.8282455,0.0,6322940.079551835 
 01/07  19:00:00,,,,,,,,,,264628442.36129192,0.0,6323387.112122763 
 01/07  20:00:00,,,,,,,,,,354411047.3481236,0.0,6323296.298317136 
 01/07  21:00:00,,,,,,,,,,348487442.6223495,0.0,3389746.018465958 
 01/07  22:00:00,,,,,,,,,,342331237.12230605,0.0,6291987.380318728 
 01/07  23:00:00,,,,,,,,,,335471418.18961734,0.0,6292165.094706241 
 01/07  24:00:00,-5.505729166666664,-6.389583333333333,-5.813797856992925,18.200520833333332,80.8359375,171.29259514926343,-19.800915512093123,35638095.86422061,0.0,329798984.53312147,0.0,5844753.037480485 
 01/08  01:00:00,,,,,,,,,,324728738.9274467,0.0,3798055.4701172435 
 01/08  02:00:00,,,,,,,,,,322857712.00061,0.0,3389746.018465958 
 01/08  03:00:00,,,,,,,,,,322471014.3350392,0.0,3389746.018465958 
 01/08  04:00:00,,,,,,,,,,323351769.6085549,0.0,6044445.416402847 
 01/08  05:00:00,,,,,,,,,,323756538.2605411,0.0,3389746.018465958 
 01/08  06:00:00,,,,,,,,,,323441573.6404296,0.0,3389746.018465958 
 01/08  07:00:00,,,,,,,,,,324593085.524565,0.0,6291737.843052169 
 01/08  08:00:00,,,,,,,,,,221299171.15472698,0.0,6292425.396169515 
 01/08  09:00:00,,,,,,,,,,210458780.34158766,0.0,6275995.499450423 
 01/08  10:00:00,,,,,,,,,,198404472.84265685,0.0,5555176.072538707 
 01/08  11:00:00,,,,,,,,,,187838035.81308606,0.0,4353598.085787966 
 01/08  12:00:00,,,,,,,,,,182178428.64191133,0.0,3389746.018465958 
 01/08  13:00:00,,,,,,,,,,177410456.69828355,0.0,6119294.613760146 
 01/08  14:00:00,,,,,,,,,,174227803.44189072,0.0,3389746.018465958 
 01/08  15:00:00,,,,,,,,,,166502975.03830782,0.0,6119648.783463688 
 01/08  16:00:00,,,,,,,,,,163483740.29199108,0.0,3389746.018465958 
 01/08  17:00:00,,,,,,,,,,165391150.33778343,0.0,5684141.049479039 
 01/08  18:00:00,,,,,,,,,,160217804.26129353,0.0,3858037.0493013174 
 01/08  19:00:00,,,,,,,,,,153169413.18993896,0.0,6322654.173101965 
 01/08  20:00:00,,,,,,,,,,238763148.55167463,0.0,6322748.492407484 
 01/08  21:00:00,,,,,,,,,,226369717.16199437,0.0,6323193.72539977 
 01/08  22:00:00,,,,,,,,,,212349288.5210986,0.0,3389746.018465958 
 01/08  23:00:00,,,,,,,,,,204793181.70498952,0.0,6291971.684980234 
 01/08  24:00:00,0.33385416666666695,-0.19583404686953979,0.1188314416176298,6.432291666666667,0.3151041666666667,171.19300465716188,-19.69085628613162,33938435.67279379,0.0,206018999.23487532,0.0,6292185.909813691 
 01/09  01:00:00,,,,,,,,,,209435883.79267767,0.0,3389746.018465958 
 01/09  02:00:00,,,,,,,,,,219949173.29038945,0.0,3389746.018465958 
 01/09  03:00:00,,,,,,,,,,233596697.63354748,0.0,6044198.640051795 
 01/09  04:00:00,,,,,,,,,,237148313.53275242,0.0,3389746.018465958 
 01/09  05:00:00,,,,,,,,,,225627647.5258845,0.0,3389746.018465958 
 01/09  06:00:00,,,,,,,,,,213218851.21410632,0.0,3389746.018465958 
 01/09  07:00:00,,,,,,,,,,209294546.64904538,0.0,6292383.717336756 
 01/09  08:00:00,,,,,,,,,,123120614.2954452,0.0,6291721.413615843 
 01/09  09:00:00,,,,,,,,,,121894396.40021613,0.0,6458701.662345302 
 01/09  10:00:00,,,,,,,,,,112581022.6221749,0.0,6458191.780006987 
 01/09  11:00:00,,,,,,,,,,102622806.05068558,0.0,3389746.018465958 
 01/09  12:00:00,,,,,,,,,,91860767.9931228,0.0,6119084.2952484675 
 01/09  13:00:00,,,,,,,,,,81118712.55817278,0.0,3389746.018465958 
 01/09  14:00:00,,,,,,,,,,79524520.81163651,0.0,3389746.018465958 
 01/09  15:00:00,,,,,,,,,,82230412.36018397,0.0,6119680.429404646 
 01/09  16:00:00,,,,,,,,,,85326055.23292543,0.0,3389746.018465958 
 01/09  17:00:00,,,,,,,,,,89036821.15562214,0.0,6119606.787720227 
 01/09  18:00:00,,,,,,,,,,91603569.23353076,0.0,5790780.930513878 
 01/09  19:00:00,,,,,,,,,,94675959.10424876,0.0,3921838.7772397436 
 01/09  20:00:00,,,,,,,,,,186753328.1528405,0.0,6322520.172194706 
 01/09  21:00:00,,,,,,,,,,164545662.63473192,0.0,6322772.789454486 
 01/09  22:00:00,,,,,,,,,,145671712.59835646,0.0,6292377.157664013 
 01/09  23:00:00,,,,,,,,,,137663052.18921345,0.0,3389746.018465958 
 01/09  24:00:00,4.736458333333332,4.126040580561692,4.590807866781274,18.317708333333332,18.375,171.0951546233548,-19.574463356569648,33650226.8696534,0.0,135169835.1684959,0.0,6291726.672008114 
 01/10  01:00:00,,,,,,,,,,138214423.80274454,0.0,3389746.018465958 
 01/10  02:00:00,,,,,,,,,,145496969.45562568,0.0,6044400.178947435 
 01/10  03:00:00,,,,,,,,,,167861299.4536576,0.0,3389746.018465958 
 01/10  04:00:00,,,,,,,,,,179196752.1416857,0.0,3389746.018465958 
 01/10  05:00:00,,,,,,,,,,180075583.24451724,0.0,3389746.018465958 
 01/10  06:00:00,,,,,,,,,,180511496.20957968,0.0,6044068.5097714625 
 01/10  07:00:00,,,,,,,,,,181086473.2540267,0.0,3617799.5106907813 
 01/10  08:00:00,,,,,,,,,,94933707.92473543,0.0,6063318.884963261 
 01/10  09:00:00,,,,,,,,,,103700404.89871413,0.0,6458927.797889736 
 01/10  10:00:00,,,,,,,,,,111617832.1382961,0.0,6458781.099764391 
 01/10  11:00:00,,,,,,,,,,97790134.83238107,0.0,4817380.511906012 
 01/10  12:00:00,,,,,,,,,,87992945.26954423,0.0,4691410.07043153 
 01/10  13:00:00,,,,,,,,,,90539759.06360373,0.0,3389746.018465958 
 01/10  14:00:00,,,,,,,,,,91013076.97717087,0.0,6119523.568877768 
 01/10  15:00:00,,,,,,,,,,92838470.35398293,0.0,3389746.018465958 
 01/10  16:00:00,,,,,,,,,,97799516.72322065,0.0,6119628.563718671 
 01/10  17:00:00,,,,,,,,,,103362031.45320246,0.0,3389746.018465958 
 01/10  18:00:00,,,,,,,,,,117958131.76415014,0.0,6322866.68072666 
 01/10  19:00:00,,,,,,,,,,123226814.24642386,0.0,6323402.7712404225 
 01/10  20:00:00,,,,,,,,,,214804348.42512792,0.0,3389746.018465958 
 01/10  21:00:00,,,,,,,,,,216742248.3039624,0.0,6323311.973181563 
 01/10  22:00:00,,,,,,,,,,219453514.2743487,0.0,6291894.84409645 
 01/10  23:00:00,,,,,,,,,,221448458.31800336,0.0,6292306.850462245 
 01/10  24:00:00,4.616666666666666,2.0005208333333333,3.6733112254525153,18.4375,35.565104166666664,171.00130137365522,-19.451784315637955,33428548.385711107,0.0,211913683.44432855,0.0,3389746.018465958 
 01/11  01:00:00,,,,,,,,,,204106679.13599578,0.0,6044397.385901378 
 01/11  02:00:00,,,,,,,,,,206644719.5147476,0.0,3389746.018465958 
 01/11  03:00:00,,,,,,,,,,212117594.4124674,0.0,3389746.018465958 
 01/11  04:00:00,,,,,,,,,,217653125.34184378,0.0,3849245.2788173323 
 01/11  05:00:00,,,,,,,,,,220927969.11491853,0.0,5584612.34410854 
 01/11  06:00:00,,,,,,,,,,219366568.17805037,0.0,3389746.018465958 
 01/11  07:00:00,,,,,,,,,,217846008.3529361,0.0,6292356.303076905 
 01/11  08:00:00,,,,,,,,,,126216558.82737803,0.0,4562969.498179311 
 01/11  09:00:00,,,,,,,,,,133568879.64391072,0.0,5554007.848106309 
 01/11  10:00:00,,,,,,,,,,134224694.821209,0.0,6123362.866383111 
 01/11  11:00:00,,,,,,,,,,115458594.51959886,0.0,6119605.898368723 
 01/11  12:00:00,,,,,,,,,,114627986.62171976,0.0,3389746.018465958 
 01/11  13:00:00,,,,,,,,,,115822515.3905402,0.0,6119053.071799225 
 01/11  14:00:00,,,,,,,,,,116838981.71949518,0.0,3389746.018465958 
 01/11  15:00:00,,,,,,,,,,110157288.78496268,0.0,6119412.566869058 
 01/11  16:00:00,,,,,,,,,,122277787.35523902,0.0,3389746.018465958 
 01/11  17:00:00,,,,,,,,,,136498647.53637892,0.0,3389746.018465958 
 01/11  18:00:00,,,,,,,,,,134265317.11975804,0.0,6323350.717694482 
 01/11  19:00:00,,,,,,,,,,134033483.3845696,0.0,6323259.926088355 
 01/11  20:00:00,,,,,,,,,,226988078.8448966,0.0,6322812.387553262 
 01/11  21:00:00,,,,,,,,,,221961117.48637667,0.0,4924633.493635781 
 01/11  22:00:00,,,,,,,,,,220260637.99793744,0.0,4772824.981594462 
 01/11  23:00:00,,,,,,,,,,229969586.81406155,0.0,6292395.382349451 
 01/11  24:00:00,3.1302083333333326,1.0171875000000001,2.372332722381356,16.3828125,100.76822916666667,170.9110217294324,-19.322869432033745,35994901.4280797,0.0,225424754.287767,0.0,6291717.283484162 
 01/12  01:00:00,,,,,,,,,,216548439.54818013,0.0,3389746.018465958 
 01/12  02:00:00,,,,,,,,,,212713204.92488518,0.0,3389746.018465958 
 01/12  03:00:00,,,,,,,,,,208972165.92148677,0.0,3443070.8231997173 
 01/12  04:00:00,,,,,,,,,,202942593.00088423,0.0,5991077.900096732 
 01/12  05:00:00,,,,,,,,,,196694654.93228975,0.0,3389746.018465958 
 01/12  06:00:00,,,,,,,,,,194635175.67943078,0.0,3389746.018465958 
 01/12  07:00:00,,,,,,,,,,195560385.6612509,0.0,6292037.644223763 
 01/12  08:00:00,,,,,,,,,,101752939.99081819,0.0,6292105.392676124 
 01/12  09:00:00,,,,,,,,,,104231188.95901054,0.0,6458336.670962142 
 01/12  10:00:00,,,,,,,,,,106260905.09981434,0.0,6458944.991274548 
 01/12  11:00:00,,,,,,,,,,118175944.81527111,0.0,3389746.018465958 
 01/12  12:00:00,,,,,,,,,,121959015.31327131,0.0,3389746.018465958 
 01/12  13:00:00,,,,,,,,,,115559199.70736656,0.0,6119684.454870709 
 01/12  14:00:00,,,,,,,,,,118906696.8266421,0.0,3389746.018465958 
 01/12  15:00:00,,,,,,,,,,112379809.41352306,0.0,6119610.816262827 
 01/12  16:00:00,,,,,,,,,,110155066.52654627,0.0,3389746.018465958 
 01/12  17:00:00,,,,,,,,,,116281940.74179931,0.0,6119063.8693243805 
 01/12  18:00:00,,,,,,,,,,125708521.92228502,0.0,3389746.018465958 
 01/12  19:00:00,,,,,,,,,,131369365.88257068,0.0,6323358.374390953 
 01/12  20:00:00,,,,,,,,,,223794872.17268205,0.0,6323267.533940124 
 01/12  21:00:00,,,,,,,,,,222835810.8315189,0.0,6322842.423890559 
 01/12  22:00:00,,,,,,,,,,222909627.83754334,0.0,3856644.176280568 
 01/12  23:00:00,,,,,,,,,,228650850.25025034,0.0,5825178.611919891 
 01/12  24:00:00,3.6473958333333325,1.4416666666666667,2.896196930851169,16.114583333333332,103.73958333333333,170.82264900506854,-19.187771602204457,33651988.602537304,0.0,237461283.0373118,0.0,6292065.0409400035 
 01/13  01:00:00,,,,,,,,,,242584519.29460472,0.0,3389746.018465958 
 01/13  02:00:00,,,,,,,,,,243850588.28572515,0.0,3389746.018465958 
 01/13  03:00:00,,,,,,,,,,238879926.19234627,0.0,6044378.775812292 
 01/13  04:00:00,,,,,,,,,,241831408.19411957,0.0,3389746.018465958 
 01/13  05:00:00,,,,,,,,,,248888195.59879747,0.0,3389746.018465958 
 01/13  06:00:00,,,,,,,,,,254541405.89242578,0.0,6044215.174911542 
 01/13  07:00:00,,,,,,,,,,254148111.65928745,0.0,3389746.018465958 
 01/13  08:00:00,,,,,,,,,,154704283.96129712,0.0,6291647.744261908 
 01/13  09:00:00,,,,,,,,,,158877922.2099338,0.0,6458141.372863555 
 01/13  10:00:00,,,,,,,,,,155342497.6618502,0.0,6458277.4806780815 
 01/13  11:00:00,,,,,,,,,,124488861.2274027,0.0,3389746.018465958 
 01/13  12:00:00,,,,,,,,,,102881489.7841849,0.0,6119492.584268769 
 01/13  13:00:00,,,,,,,,,,107854545.60923342,0.0,3389746.018465958 
 01/13  14:00:00,,,,,,,,,,113059919.67632514,0.0,6119630.960088576 
 01/13  15:00:00,,,,,,,,,,114547915.04499526,0.0,3389746.018465958 
 01/13  16:00:00,,,,,,,,,,115554352.13304392,0.0,5386305.662628671 
 01/13  17:00:00,,,,,,,,,,115776793.28796336,0.0,4122593.8232395793 
 01/13  18:00:00,,,,,,,,,,117093827.25570405,0.0,6322751.136561463 
