Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 03/06  05:00:00,275854791.8159175,0.0,3339296.514321888 
 03/06  06:00:00,276667030.10413426,0.0,3339296.514321888 
 03/06  07:00:00,280330036.240388,0.0,6241928.789151719 
 03/06  08:00:00,165426049.13338023,0.0,6241276.131614007 
 03/06  09:00:00,147790377.74892417,0.0,6408223.113957839 
 03/06  10:00:00,123430003.45351247,0.0,6407732.778905894 
 03/06  11:00:00,100563516.5823841,0.0,3339296.514321888 
 03/06  12:00:00,89748145.88078785,0.0,6068656.74296125 
 03/06  13:00:00,86455901.39931962,0.0,3339296.514321888 
 03/06  14:00:00,80734469.40061648,0.0,3339296.514321888 
 03/06  15:00:00,70178610.07099874,0.0,6069225.7691891845 
 03/06  16:00:00,66759053.39187911,0.0,3339296.514321888 
 03/06  17:00:00,79172422.977146,0.0,6069152.129835594 
 03/06  18:00:00,89884188.45400247,0.0,5695609.432436585 
 03/06  19:00:00,99250165.25716539,0.0,3916087.868037576 
 03/06  20:00:00,219618033.21644703,0.0,6272073.934351234 
 03/06  21:00:00,228236341.78227007,0.0,6272341.956017783 
 03/06  22:00:00,229165521.90509295,0.0,6241922.229548154 
 03/06  23:00:00,221662365.53290045,0.0,3339296.514321888 
 03/06  24:00:00,216481123.75815585,0.0,6241283.162895367 
 03/07  01:00:00,211975780.18281084,0.0,3339296.514321888 
 03/07  02:00:00,208743849.80026904,0.0,5993945.637681074 
 03/07  03:00:00,205259867.53504518,0.0,3339296.514321888 
 03/07  04:00:00,201387056.87897003,0.0,3339296.514321888 
 03/07  05:00:00,196255683.106469,0.0,3339296.514321888 
 03/07  06:00:00,191565496.49581096,0.0,5993699.64600358 
 03/07  07:00:00,183833021.7754516,0.0,3519136.2218485675 
 03/07  08:00:00,55026055.511472836,0.0,6061081.057906995 
 03/07  09:00:00,48038452.94688506,0.0,6408472.653357273 
 03/07  10:00:00,46213103.736722454,0.0,6408325.909180576 
 03/07  11:00:00,48950060.34802496,0.0,4680513.958500851 
 03/07  12:00:00,50465820.299657,0.0,4727379.320108993 
 03/07  13:00:00,47984305.360547274,0.0,3339296.514321888 
 03/07  14:00:00,44656777.6523713,0.0,6069144.483917823 
 03/07  15:00:00,39052452.926584765,0.0,3339296.514321888 
 03/07  16:00:00,32208644.601337116,0.0,6069173.8948696405 
 03/07  17:00:00,27550726.755516775,0.0,3339296.514321888 
 03/07  18:00:00,28660721.890308864,0.0,6272441.560443096 
 03/07  19:00:00,34634575.87557622,0.0,6272947.813444164 
 03/07  20:00:00,150100018.69721055,0.0,3339296.514321888 
 03/07  21:00:00,151911205.23522404,0.0,6272857.015543163 
 03/07  22:00:00,153993384.94754696,0.0,6241423.289349096 
 03/07  23:00:00,154384729.03290147,0.0,6241899.710819036 
 03/07  24:00:00,153313242.8222386,0.0,3339296.514321888 
 03/08  01:00:00,153118137.86515585,0.0,5993942.831075454 
 03/08  02:00:00,154338510.14067477,0.0,3339296.514321888 
 03/08  03:00:00,156873708.66371104,0.0,3339296.514321888 
 03/08  04:00:00,156747694.5528933,0.0,3659350.68426112 
 03/08  05:00:00,154646826.17755848,0.0,5673695.785218293 
 03/08  06:00:00,154866679.92875886,0.0,3339296.514321888 
 03/08  07:00:00,157145686.03982177,0.0,6241901.362516977 
 03/08  08:00:00,45779474.28998471,0.0,4464369.711698048 
 03/08  09:00:00,46530811.044434406,0.0,5503555.101841153 
 03/08  10:00:00,43006018.079798825,0.0,6123868.529324118 
 03/08  11:00:00,31960068.292368162,0.0,6069111.994670395 
 03/08  12:00:00,27059481.593789168,0.0,3339296.514321888 
 03/08  13:00:00,21030831.946586385,0.0,6068595.43695274 
 03/08  14:00:00,12040566.781525329,0.0,3339296.514321888 
 03/08  15:00:00,20143241.30373898,0.0,6069055.488642808 
 03/08  16:00:00,39164440.94528603,0.0,3339296.514321888 
 03/08  17:00:00,51088691.83641374,0.0,3339296.514321888 
 03/08  18:00:00,56212208.76539956,0.0,6272893.222253917 
 03/08  19:00:00,71332524.13253275,0.0,6272802.438970698 
 03/08  20:00:00,195901034.7886863,0.0,6272334.157888198 
 03/08  21:00:00,205618772.4392591,0.0,4808765.33229709 
 03/08  22:00:00,215931064.7378474,0.0,4787105.665758535 
 03/08  23:00:00,218902977.07538253,0.0,6241938.579467107 
 03/08  24:00:00,223696842.25646573,0.0,6241269.5520196725 
 03/09  01:00:00,234016228.12107617,0.0,3339296.514321888 
 03/09  02:00:00,236039741.20694184,0.0,3339296.514321888 
 03/09  03:00:00,238980715.2554266,0.0,3339296.514321888 
 03/09  04:00:00,243802671.90754455,0.0,5993994.552684611 
 03/09  05:00:00,247255635.8474623,0.0,3339296.514321888 
 03/09  06:00:00,247286227.58913139,0.0,3339296.514321888 
 03/09  07:00:00,247511153.40265968,0.0,6241630.515491867 
 03/09  08:00:00,129058161.87825604,0.0,6241612.107503006 
 03/09  09:00:00,115979112.2490809,0.0,6407911.749486055 
 03/09  10:00:00,97496309.1698985,0.0,6408487.928575917 
 03/09  11:00:00,68073779.38416411,0.0,3339296.514321888 
 03/09  12:00:00,38468690.04748135,0.0,3339296.514321888 
 03/09  13:00:00,24575230.19917459,0.0,6069228.0608150065 
 03/09  14:00:00,22361131.541623987,0.0,3339296.514321888 
 03/09  15:00:00,18312949.41743202,0.0,6069154.416940859 
 03/09  16:00:00,16012697.615500258,0.0,3339296.514321888 
 03/09  17:00:00,17447202.30037177,0.0,6068600.451302297 
 03/09  18:00:00,21675319.758433428,0.0,3339296.514321888 
 03/09  19:00:00,26038646.33412557,0.0,6272901.570996692 
 03/09  20:00:00,138544254.9318871,0.0,6272810.729049627 
 03/09  21:00:00,137877714.5270246,0.0,6272364.230407208 
 03/09  22:00:00,136277799.2434932,0.0,3742068.0655804556 
 03/09  23:00:00,133341865.2695345,0.0,5838900.399147037 
 03/09  24:00:00,131051388.5739399,0.0,6241574.275721546 
 03/10  01:00:00,131974815.00340159,0.0,3339296.514321888 
 03/10  02:00:00,133856281.58148775,0.0,3339296.514321888 
 03/10  03:00:00,139698787.91992226,0.0,5993786.522658916 
 03/10  04:00:00,147157375.10121915,0.0,3339296.514321888 
 03/10  05:00:00,151790421.45988655,0.0,3339296.514321888 
 03/10  06:00:00,150651017.50829014,0.0,5993905.0474947635 
 03/10  07:00:00,151989417.8218486,0.0,3339296.514321888 
 03/10  08:00:00,41743715.29339473,0.0,6241216.983245965 
 03/10  09:00:00,41862396.03119531,0.0,6407686.370333087 
 03/10  10:00:00,40777108.62711668,0.0,6407848.944785144 
 03/10  11:00:00,39109172.98579666,0.0,3339296.514321888 
 03/10  12:00:00,34631375.95271844,0.0,6069135.612287372 
 03/10  13:00:00,28071493.23156649,0.0,3339296.514321888 
 03/10  14:00:00,25793706.73913396,0.0,6069174.534616927 
 03/10  15:00:00,22817003.37770787,0.0,3339296.514321888 
 03/10  16:00:00,26550438.682433285,0.0,5219970.572371215 
 03/10  17:00:00,31128876.34219346,0.0,4187990.814446197 
 03/10  18:00:00,36366407.16941297,0.0,6272280.742914225 
 03/10  19:00:00,51203584.5553634,0.0,4665722.912794225 
 03/10  20:00:00,173145819.72762355,0.0,4945490.723276065 
 03/10  21:00:00,176666011.2290051,0.0,6272490.7947015595 
 03/10  22:00:00,173134975.97583732,0.0,6241922.845347123 
 03/10  23:00:00,169138137.81990957,0.0,4655050.85195438 
 03/10  24:00:00,169783340.78296357,0.0,4925528.066610074 
 03/11  01:00:00,174385989.8563473,0.0,5661362.48179388 
 03/11  02:00:00,179926339.58018208,0.0,3671633.2038287804 
 03/11  03:00:00,186070946.35849264,0.0,3339296.514321888 
 03/11  04:00:00,194068893.99236357,0.0,3339296.514321888 
 03/11  05:00:00,203899963.89945185,0.0,5993998.665226959 
 03/11  06:00:00,203075272.312608,0.0,3339296.514321888 
 03/11  07:00:00,203109450.17590183,0.0,6241831.519723177 
 03/11  08:00:00,88692804.0794242,0.0,3339296.514321888 
 03/11  09:00:00,72520910.30007553,0.0,6408132.510210566 
 03/11  10:00:00,60454064.92354184,0.0,6407706.800863609 
 03/11  11:00:00,51867898.15380414,0.0,6068856.079212561 
 03/11  12:00:00,47378057.734615214,0.0,3339296.514321888 
 03/11  13:00:00,41785210.26114005,0.0,6069198.137071621 
 03/11  14:00:00,36763756.04436073,0.0,3339296.514321888 
 03/11  15:00:00,56347226.44989012,0.0,3339296.514321888 
 03/11  16:00:00,72357571.97404563,0.0,6068833.394583361 
 03/11  17:00:00,71148875.02384977,0.0,3339296.514321888 
 03/11  18:00:00,62767247.63994138,0.0,6272619.93593346 
 03/11  19:00:00,64591177.84853858,0.0,6272914.170614202 
 03/11  20:00:00,167459884.58914244,0.0,6272823.337333139 
 03/11  21:00:00,159694663.588467,0.0,3339296.514321888 
 03/11  22:00:00,162723283.98725998,0.0,6241430.802856946 
 03/11  23:00:00,156214806.26113203,0.0,6241884.80837618 
 03/11  24:00:00,157655551.88067722,0.0,5588042.201830993 
 03/12  01:00:00,167805227.15960684,0.0,3935904.6914470787 
 03/12  02:00:00,170416342.6262322,0.0,3339296.514321888 
 03/12  03:00:00,176165412.86123946,0.0,3339296.514321888 
 03/12  04:00:00,183367025.2788525,0.0,5993989.082475478 
 03/12  05:00:00,185435712.77005693,0.0,3339296.514321888 
 03/12  06:00:00,178811253.11830574,0.0,3339296.514321888 
 03/12  07:00:00,174572829.50056842,0.0,6241279.180344762 
 03/12  08:00:00,64492707.60433638,0.0,6241968.57835253 
 03/12  09:00:00,60072484.41462861,0.0,6178447.827839285 
 03/12  10:00:00,51455582.0580868,0.0,5504664.567860164 
 03/12  11:00:00,46021000.550008155,0.0,4345022.166672755 
 03/12  12:00:00,35256673.65716587,0.0,3339296.514321888 
 03/12  13:00:00,28703565.928368796,0.0,6068869.484338984 
 03/12  14:00:00,26146915.933331724,0.0,3339296.514321888 
 03/12  15:00:00,17570354.384804968,0.0,6069196.768555431 
 03/12  16:00:00,32832327.79655873,0.0,3339296.514321888 
 03/12  17:00:00,46067131.603348106,0.0,5591806.064606043 
 03/12  18:00:00,50338291.95192489,0.0,3852624.4665897833 
 03/12  19:00:00,45965965.97033643,0.0,6272200.419954088 
 03/12  20:00:00,132946941.37950332,0.0,6272315.982146921 
 03/12  21:00:00,112469942.31937596,0.0,6272782.550009854 
 03/12  22:00:00,107987681.22714084,0.0,3339296.514321888 
 03/12  23:00:00,103197471.9624344,0.0,6241495.413960777 
 03/12  24:00:00,106635223.11297026,0.0,6241774.623346493 
 03/13  01:00:00,123233872.37203023,0.0,3339296.514321888 
 03/13  02:00:00,138437453.75052,0.0,3339296.514321888 
 03/13  03:00:00,133943882.90442835,0.0,5993850.0609405 
 03/13  04:00:00,149321521.44306365,0.0,3339296.514321888 
 03/13  05:00:00,155069849.3583563,0.0,3339296.514321888 
 03/13  06:00:00,157472342.71124887,0.0,3339296.514321888 
 03/13  07:00:00,162094995.1193184,0.0,6241928.780328132 
 03/13  08:00:00,49400258.75038293,0.0,6241276.148850076 
 03/13  09:00:00,42807133.13315957,0.0,6408222.992848118 
 03/13  10:00:00,52528381.509282984,0.0,6407732.741562634 
 03/13  11:00:00,50559788.793329135,0.0,3339296.514321888 
 03/13  12:00:00,41908139.62735767,0.0,6068656.838912861 
 03/13  13:00:00,40446729.8444249,0.0,3339296.514321888 
 03/13  14:00:00,40890537.4307403,0.0,3339296.514321888 
 03/13  15:00:00,31422441.617469206,0.0,6069225.743530551 
 03/13  16:00:00,25815105.19267603,0.0,3339296.514321888 
 03/13  17:00:00,24958627.452693112,0.0,6069152.104160327 
 03/13  18:00:00,26912823.56788204,0.0,5695430.051811168 
 03/13  19:00:00,34272173.291382305,0.0,3916267.1531193494 
 03/13  20:00:00,151265264.0301662,0.0,6272073.995943606 
 03/13  21:00:00,156631101.9863175,0.0,6272342.0317600425 
 03/13  22:00:00,159032935.78858852,0.0,6241922.2111592125 
 03/13  23:00:00,150994151.1428862,0.0,3339296.514321888 
 03/13  24:00:00,145393161.22299707,0.0,6241283.185644956 
 03/14  01:00:00,149803672.85381138,0.0,3339296.514321888 
 03/14  02:00:00,150490518.52414382,0.0,5993945.612755451 
 03/14  03:00:00,153415525.0985214,0.0,3339296.514321888 
 03/14  04:00:00,159328115.65844685,0.0,3339296.514321888 
 03/14  05:00:00,164646665.74875784,0.0,3339296.514321888 
 03/14  06:00:00,172309647.8271372,0.0,5993699.98295325 
 03/14  07:00:00,184471909.62127116,0.0,3518942.88615037 
 03/14  08:00:00,72583229.95976761,0.0,6061274.422175026 
 03/14  09:00:00,57313805.018840894,0.0,6408472.624357307 
 03/14  10:00:00,44662798.176436715,0.0,6408325.916580571 
 03/14  11:00:00,34128638.413973756,0.0,4680167.362012697 
 03/14  12:00:00,28786528.460412294,0.0,4727725.930672748 
 03/14  13:00:00,29630079.110132605,0.0,3339296.514321888 
 03/14  14:00:00,24045543.82728439,0.0,6069144.775880793 
 03/14  15:00:00,19307369.546485156,0.0,3339296.514321888 
 03/14  16:00:00,24518314.809378747,0.0,6069173.869138459 
 03/14  17:00:00,31562423.643759638,0.0,3339296.514321888 
 03/14  18:00:00,38380558.557938494,0.0,6272441.666492866 
 03/14  19:00:00,45764680.29421818,0.0,6272947.785801178 
 03/14  20:00:00,168680870.2542153,0.0,3339296.514321888 
 03/14  21:00:00,173927005.06348437,0.0,6272856.987879615 
 03/14  22:00:00,167337191.0936081,0.0,6241423.201553514 
 03/14  23:00:00,160654045.7864752,0.0,6241899.8834064305 
 03/14  24:00:00,159363634.74055016,0.0,3339296.514321888 
 03/15  01:00:00,162363639.90661743,0.0,5993942.806089334 
 03/15  02:00:00,164944167.66570085,0.0,3339296.514321888 
 03/15  03:00:00,165041476.19374707,0.0,3339296.514321888 
 03/15  04:00:00,166973453.58834058,0.0,3658791.661888726 
 03/15  05:00:00,173731565.5380155,0.0,5674255.1846429035 
 03/15  06:00:00,177201824.8789251,0.0,3339296.514321888 
 03/15  07:00:00,173434476.83278525,0.0,6241901.35029434 
 03/15  08:00:00,51230916.46400565,0.0,4464176.697209995 
 03/15  09:00:00,45068163.0380758,0.0,5503555.087703101 
 03/15  10:00:00,36992337.1266827,0.0,6124072.798891757 
 03/15  11:00:00,26305915.0668012,0.0,6069111.590605291 
 03/15  12:00:00,16150564.470999116,0.0,3339296.514321888 
 03/15  13:00:00,13603211.287636124,0.0,6068595.430005105 
 03/15  14:00:00,14518054.460323144,0.0,3339296.514321888 
 03/15  15:00:00,14744060.711026955,0.0,6069055.8797784895 
 03/15  16:00:00,17232794.372312132,0.0,3339296.514321888 
 03/15  17:00:00,26710033.314009942,0.0,3339296.514321888 
 03/15  18:00:00,41933714.0976759,0.0,6272893.201577546 
 03/15  19:00:00,64120509.058776096,0.0,6272802.398448503 
 03/15  20:00:00,186868736.84221148,0.0,6272334.04148264 
 03/15  21:00:00,197990012.8591469,0.0,4808502.885557415 
 03/15  22:00:00,205824234.19830891,0.0,4787365.349683165 
 03/15  23:00:00,211928459.53793886,0.0,6241938.560452903 
 03/15  24:00:00,222558427.08608294,0.0,6241269.563729593 
 03/16  01:00:00,229662452.53123587,0.0,3339296.514321888 
 03/16  02:00:00,227752280.83931625,0.0,3339296.514321888 
 03/16  03:00:00,225351734.4409683,0.0,3339296.514321888 
 03/16  04:00:00,226217323.14227986,0.0,5993994.534081079 
 03/16  05:00:00,237111893.12228912,0.0,3339296.514321888 
 03/16  06:00:00,238488301.4060755,0.0,3339296.514321888 
 03/16  07:00:00,227162375.96388155,0.0,6241630.689503832 
 03/16  08:00:00,103491069.69320396,0.0,6241611.946275617 
 03/16  09:00:00,85926396.06152436,0.0,6407911.8496540645 
 03/16  10:00:00,62878297.51843645,0.0,6408487.908753102 
 03/16  11:00:00,45916054.33187039,0.0,3339296.514321888 
 03/16  12:00:00,27751676.26711263,0.0,3339296.514321888 
 03/16  13:00:00,2597406.0024326076,0.0,6069228.026552517 
 03/16  14:00:00,0.0,0.0,3339296.514321888 
 03/16  15:00:00,0.0,0.0,6069154.381782535 
 03/16  16:00:00,0.0,0.0,3339296.514321888 
 03/16  17:00:00,0.0,0.0,6068600.401770683 
 03/16  18:00:00,0.0,0.0,3339296.514321888 
 03/16  19:00:00,0.0,0.0,6272901.534114933 
 03/16  20:00:00,134082346.31412618,0.0,6272810.6811564695 
 03/16  21:00:00,156946145.92616266,0.0,6272364.080429595 
 03/16  22:00:00,165056477.62489137,0.0,3741687.299208622 
 03/16  23:00:00,167053849.5753329,0.0,5839281.429151252 
 03/16  24:00:00,168745237.66993496,0.0,6241574.044115987 
 03/17  01:00:00,158380727.56624714,0.0,3339296.514321888 
 03/17  02:00:00,152330825.9360476,0.0,3339296.514321888 
 03/17  03:00:00,157104845.7527854,0.0,5993785.747096872 
 03/17  04:00:00,163948331.6075146,0.0,3339296.514321888 
 03/17  05:00:00,167557543.14851537,0.0,3339296.514321888 
 03/17  06:00:00,173910560.88025618,0.0,5993905.942268814 
 03/17  07:00:00,177923792.00220403,0.0,3339296.514321888 
 03/17  08:00:00,70250466.78145751,0.0,6241217.109859306 
 03/17  09:00:00,70862728.61832221,0.0,6407686.356394438 
 03/17  10:00:00,67410623.97500724,0.0,6407849.072875826 
 03/17  11:00:00,67330129.11687893,0.0,3339296.514321888 
 03/17  12:00:00,64168309.83665516,0.0,6069136.187944166 
 03/17  13:00:00,61997763.692372,0.0,3339296.514321888 
 03/17  14:00:00,61302000.72271097,0.0,6069174.483534053 
 03/17  15:00:00,58702424.95523157,0.0,3339296.514321888 
 03/17  16:00:00,57619069.77700977,0.0,5219282.426744437 
 03/17  17:00:00,56821901.143552326,0.0,4188678.757813014 
 03/17  18:00:00,54258064.92453055,0.0,6272280.630412361 
 03/17  19:00:00,59977582.418038115,0.0,4665365.735899046 
 03/17  20:00:00,176146076.95866263,0.0,4945847.817903915 
 03/17  21:00:00,183776801.91550225,0.0,6272490.999630552 
 03/17  22:00:00,193024015.16420248,0.0,6241922.790893806 
 03/17  23:00:00,196698661.33093515,0.0,4654667.720918648 
 03/17  24:00:00,195453122.89786875,0.0,4925911.250198887 
 03/18  01:00:00,191388026.45946667,0.0,5660250.743965564 
 03/18  02:00:00,191920398.87947917,0.0,3672744.252974132 
 03/18  03:00:00,195396284.2392219,0.0,3339296.514321888 
 03/18  04:00:00,192057776.03081432,0.0,3339296.514321888 
 03/18  05:00:00,192976654.27046424,0.0,5993998.6156294495 
 03/18  06:00:00,198555820.93748057,0.0,3339296.514321888 
 03/18  07:00:00,200294921.1759227,0.0,6241831.842259367 
 03/18  08:00:00,86679646.75196394,0.0,3339296.514321888 
 03/18  09:00:00,86505416.00321652,0.0,6408132.28855657 
 03/18  10:00:00,83283839.00568148,0.0,6407706.740021087 
 03/18  11:00:00,87358541.17380336,0.0,6068856.482614256 
 03/18  12:00:00,73126302.01201037,0.0,3339296.514321888 
 03/18  13:00:00,64848818.88831206,0.0,6069198.101588232 
 03/18  14:00:00,70955435.63073926,0.0,3339296.514321888 
 03/18  15:00:00,76359032.06238852,0.0,3339296.514321888 
 03/18  16:00:00,80326220.02416506,0.0,6068833.003134869 
 03/18  17:00:00,84277943.82403067,0.0,3339296.514321888 
 03/18  18:00:00,108837530.01660769,0.0,6272620.200028393 
 03/18  19:00:00,121826941.44518435,0.0,6272914.122456497 
 03/18  20:00:00,239672995.6942463,0.0,6272823.300349222 
 03/18  21:00:00,230167307.84771073,0.0,3339296.514321888 
 03/18  22:00:00,222815325.39530927,0.0,6241430.619560242 
 03/18  23:00:00,231659224.39882377,0.0,6241885.149567202 
 03/18  24:00:00,243612965.85128504,0.0,5587657.57772258 
 03/19  01:00:00,245701478.69916806,0.0,3936255.8998593925 
 03/19  02:00:00,247078623.29636377,0.0,3339296.514321888 
 03/19  03:00:00,252951434.18260658,0.0,3339296.514321888 
 03/19  04:00:00,254356720.84757242,0.0,5993989.066798899 
 03/19  05:00:00,252053409.8303905,0.0,3339296.514321888 
 03/19  06:00:00,250966750.21911338,0.0,3339296.514321888 
 03/19  07:00:00,240541833.44363064,0.0,6241279.16365028 
 03/19  08:00:00,117379302.70980394,0.0,6241968.561156058 
 03/19  09:00:00,104541816.07937232,0.0,6178360.016000075 
 03/19  10:00:00,85474061.80899861,0.0,5504664.458814668 
 03/19  11:00:00,74019149.12190063,0.0,4345100.229176279 
 03/19  12:00:00,62539683.96401943,0.0,3339296.514321888 
 03/19  13:00:00,59812129.54239092,0.0,6068869.530633895 
 03/19  14:00:00,63612506.692727886,0.0,3339296.514321888 
 03/19  15:00:00,59372031.264205575,0.0,6069196.773738565 
 03/19  16:00:00,69799195.83684218,0.0,3339296.514321888 
 03/19  17:00:00,86528358.82527186,0.0,5591727.959768752 
 03/19  18:00:00,90665840.17176646,0.0,3852708.4441173295 
 03/19  19:00:00,112025141.57324009,0.0,6272200.410666654 
 03/19  20:00:00,228715487.39059308,0.0,6272316.01417898 
 03/19  21:00:00,220795991.54741603,0.0,6272782.616443435 
 03/19  22:00:00,225587332.12822637,0.0,3339296.514321888 
 03/19  23:00:00,226164339.6107928,0.0,6241495.36134203 
 03/19  24:00:00,226021476.25574556,0.0,6241774.695740566 
 03/20  01:00:00,225091408.46867192,0.0,3339296.514321888 
 03/20  02:00:00,229880465.13839284,0.0,3339296.514321888 
 03/20  03:00:00,240054919.52769065,0.0,5993850.26257384 
 03/20  04:00:00,239281252.39047876,0.0,3339296.514321888 
 03/20  05:00:00,236280036.78666353,0.0,3339296.514321888 
 03/20  06:00:00,241975440.82076916,0.0,3339296.514321888 
 03/20  07:00:00,244464866.8589336,0.0,6241928.767554851 
 03/20  08:00:00,124402921.08538622,0.0,6241276.165225556 
 03/20  09:00:00,107737446.06053519,0.0,6408222.936895766 
 03/20  10:00:00,85018064.33500735,0.0,6407732.719827425 
 03/20  11:00:00,82300638.35964629,0.0,3339296.514321888 
 03/20  12:00:00,79390566.01946422,0.0,6068656.883705576 
 03/20  13:00:00,84873449.29663728,0.0,3339296.514321888 
 03/20  14:00:00,82690139.8949795,0.0,3339296.514321888 
 03/20  15:00:00,70061326.3967589,0.0,6069225.731559612 
 03/20  16:00:00,74711911.83234583,0.0,3339296.514321888 
 03/20  17:00:00,81574076.79988956,0.0,6069152.092180999 
 03/20  18:00:00,80599797.04948892,0.0,5695346.362840954 
 03/20  19:00:00,90080366.6406573,0.0,3916350.795916154 
 03/20  20:00:00,218449140.3622493,0.0,6272074.012367828 
 03/20  21:00:00,219502151.67831725,0.0,6272342.059861686 
 03/20  22:00:00,219229443.48306832,0.0,6241922.198382832 
 03/20  23:00:00,215287244.7535742,0.0,3339296.514321888 
 03/20  24:00:00,227793010.11739874,0.0,6241283.194141036 
 03/21  01:00:00,234121926.6442506,0.0,3339296.514321888 
 03/21  02:00:00,235817096.53029633,0.0,5993945.601131951 
 03/21  03:00:00,237581945.8264758,0.0,3339296.514321888 
 03/21  04:00:00,241939799.76955834,0.0,3339296.514321888 
 03/21  05:00:00,243598718.40570956,0.0,3339296.514321888 
 03/21  06:00:00,239246257.31720653,0.0,5993700.156315424 
 03/21  07:00:00,242683165.4698305,0.0,3518852.7137632365 
 03/21  08:00:00,117134548.59634769,0.0,6061364.604772018 
 03/21  09:00:00,106428994.18876255,0.0,6408472.610832572 
 03/21  10:00:00,84864525.21862227,0.0,6408325.9030343145 
 03/21  11:00:00,69840931.3240253,0.0,4680005.762122553 
 03/21  12:00:00,55870441.39704268,0.0,4727887.537152577 
 03/21  13:00:00,46565363.877133854,0.0,3339296.514321888 
 03/21  14:00:00,47757783.37140989,0.0,6069144.91201533 
 03/21  15:00:00,70598071.64114529,0.0,3339296.514321888 
 03/21  16:00:00,85818675.85547863,0.0,6069173.857143464 
 03/21  17:00:00,89517346.05090338,0.0,3339296.514321888 
 03/21  18:00:00,88692278.93930002,0.0,6272441.726372294 
 03/21  19:00:00,90789793.62407024,0.0,6272947.788406327 
 03/21  20:00:00,204284499.64868474,0.0,3339296.514321888 
 03/21  21:00:00,194202291.23929164,0.0,6272856.974979315 
 03/21  22:00:00,169908431.00399145,0.0,6241423.174532168 
 03/21  23:00:00,148594996.48351634,0.0,6241899.958666581 
 03/21  24:00:00,170358493.22187293,0.0,3339296.514321888 
 03/22  01:00:00,191964951.14324117,0.0,5993942.794433938 
 03/22  02:00:00,190239031.37194186,0.0,3339296.514321888 
 03/22  03:00:00,190556509.0502184,0.0,3339296.514321888 
 03/22  04:00:00,190936930.2206827,0.0,3658530.8021960445 
 03/22  05:00:00,195174631.33948338,0.0,5674516.219654204 
 03/22  06:00:00,201376880.68906194,0.0,3339296.514321888 
 03/22  07:00:00,218773783.66358447,0.0,6241901.337489806 
 03/22  08:00:00,116712379.66901788,0.0,4464086.649979754 
 03/22  09:00:00,111080810.77933188,0.0,5503555.08074348 
 03/22  10:00:00,114716150.86200655,0.0,6124168.08970537 
 03/22  11:00:00,115000776.84223953,0.0,6069111.394319346 
 03/22  12:00:00,102701790.23089737,0.0,3339296.514321888 
 03/22  13:00:00,95848287.97062728,0.0,6068595.423070233 
 03/22  14:00:00,85606637.1355967,0.0,3339296.514321888 
 03/22  15:00:00,101850276.85292222,0.0,6069056.0623181015 
 03/22  16:00:00,107564280.33242437,0.0,3339296.514321888 
 03/22  17:00:00,104423379.59602267,0.0,3339296.514321888 
 03/22  18:00:00,107829805.93740034,0.0,6272893.1826868765 
 03/22  19:00:00,110912151.36073756,0.0,6272802.37954391 
 03/22  20:00:00,235956185.43172294,0.0,6272334.000444839 
 03/22  21:00:00,247188510.08166796,0.0,4808380.424128691 
 03/22  22:00:00,252383487.24499896,0.0,4787486.523583867 
 03/22  23:00:00,256136922.42347515,0.0,6241938.543249035 
 03/22  24:00:00,260087728.61344755,0.0,6241269.580753946 
 03/23  01:00:00,267840639.72962344,0.0,3339296.514321888 
 03/23  02:00:00,278412903.34854054,0.0,3339296.514321888 
 03/23  03:00:00,269721448.53894705,0.0,3339296.514321888 
 03/23  04:00:00,263181098.98112154,0.0,5993994.518492652 
 03/23  05:00:00,265010985.72241718,0.0,3339296.514321888 
 03/23  06:00:00,268027686.65425944,0.0,3339296.514321888 
 03/23  07:00:00,315105687.330538,0.0,6241630.770744458 
 03/23  08:00:00,181482399.67032996,0.0,6241611.863419473 
 03/23  09:00:00,143368908.35207814,0.0,6407911.901436852 
 03/23  10:00:00,114194157.75679567,0.0,6408487.890666734 
 03/23  11:00:00,100931606.34959137,0.0,3339296.514321888 
 03/23  12:00:00,107147221.36739779,0.0,3339296.514321888 
 03/23  13:00:00,113281331.28416413,0.0,6069228.026167106 
 03/23  14:00:00,119612362.2755979,0.0,3339296.514321888 
 03/23  15:00:00,127228571.3792285,0.0,6069154.382265585 
 03/23  16:00:00,132585732.34525825,0.0,3339296.514321888 
 03/23  17:00:00,137837618.6304419,0.0,6068600.4018103685 
 03/23  18:00:00,145267239.32036012,0.0,3339296.514321888 
 03/23  19:00:00,154474691.4142435,0.0,6272901.534635264 
 03/23  20:00:00,277312884.91749537,0.0,6272810.682002498 
 03/23  21:00:00,283128285.56283426,0.0,6272364.060331489 
 03/23  22:00:00,287943325.06188565,0.0,3741693.214065552 
 03/23  23:00:00,296497055.1925881,0.0,5839275.509006677 
 03/23  24:00:00,297491379.01173896,0.0,6241574.047785517 
 03/24  01:00:00,306512158.3717238,0.0,3339296.514321888 
 03/24  02:00:00,314161471.1785816,0.0,3339296.514321888 
 03/24  03:00:00,320505733.6313581,0.0,5993785.759106725 
 03/24  04:00:00,338144566.0555298,0.0,3339296.514321888 
 03/24  05:00:00,351364670.9439542,0.0,3339296.514321888 
 03/24  06:00:00,352843352.11324984,0.0,5993905.925227782 
 03/24  07:00:00,357171551.31030947,0.0,3339296.514321888 
