Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_1_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/02  03:00:00,,,,,,,,,,229355652.33196595,0.0,5844066.843569793 
 01/02  04:00:00,,,,,,,,,,234162632.26425523,0.0,3189789.34720611 
 01/02  05:00:00,,,,,,,,,,225840514.9472203,0.0,3189789.34720611 
 01/02  06:00:00,,,,,,,,,,219615920.45141685,0.0,3189789.34720611 
 01/02  07:00:00,,,,,,,,,,215997133.5151959,0.0,6092438.851091942 
 01/02  08:00:00,,,,,,,,,,97513826.92575976,0.0,6091760.606569979 
 01/02  09:00:00,,,,,,,,,,96321821.63470466,0.0,6258810.885747083 
 01/02  10:00:00,,,,,,,,,,98707719.03875071,0.0,6258258.415322708 
 01/02  11:00:00,,,,,,,,,,101332594.49385828,0.0,3189789.34720611 
 01/02  12:00:00,,,,,,,,,,111696480.44240594,0.0,5919096.433042328 
 01/02  13:00:00,,,,,,,,,,115405071.54453103,0.0,3189789.34720611 
 01/02  14:00:00,,,,,,,,,,116807710.04259168,0.0,3210144.9022659296 
 01/02  15:00:00,,,,,,,,,,104983133.61695758,0.0,5899359.763391012 
 01/02  16:00:00,,,,,,,,,,100872194.74668977,0.0,3189789.34720611 
 01/02  17:00:00,,,,,,,,,,105893630.80087154,0.0,5919661.362075275 
 01/02  18:00:00,,,,,,,,,,112347207.73807478,0.0,5688276.411026709 
 01/02  19:00:00,,,,,,,,,,128222677.19096792,0.0,3624485.3250888176 
 01/02  20:00:00,,,,,,,,,,242843728.84398958,0.0,6122528.771513531 
 01/02  21:00:00,,,,,,,,,,234480967.0125467,0.0,6122779.831020087 
 01/02  22:00:00,,,,,,,,,,230249193.29780874,0.0,6092432.306622197 
 01/02  23:00:00,,,,,,,,,,233609742.53824958,0.0,3189789.34720611 
 01/02  24:00:00,3.686458333333334,0.859375,2.7411140405471186,16.630208333333332,62.854166666666664,171.8131188905313,-20.25473323294449,33650120.272698045,0.0,239625257.04142356,0.0,6091762.024964312 
 01/03  01:00:00,,,,,,,,,,250565616.65594947,0.0,3189789.34720611 
 01/03  02:00:00,,,,,,,,,,257343727.12628096,0.0,5844454.501288589 
 01/03  03:00:00,,,,,,,,,,257966112.60545862,0.0,3189789.34720611 
 01/03  04:00:00,,,,,,,,,,263885321.9954352,0.0,3189789.34720611 
 01/03  05:00:00,,,,,,,,,,263877216.58141005,0.0,3189789.34720611 
 01/03  06:00:00,,,,,,,,,,267728235.0185613,0.0,5843979.604070241 
 01/03  07:00:00,,,,,,,,,,274999666.52571887,0.0,3522932.9100638516 
 01/03  08:00:00,,,,,,,,,,164101844.6975829,0.0,5758254.083331324 
 01/03  09:00:00,,,,,,,,,,171095337.8128129,0.0,6258983.457532426 
 01/03  10:00:00,,,,,,,,,,167109426.48457226,0.0,6258836.780391566 
 01/03  11:00:00,,,,,,,,,,151610260.918992,0.0,4805815.914395643 
 01/03  12:00:00,,,,,,,,,,142638963.77566433,0.0,4303074.295510907 
 01/03  13:00:00,,,,,,,,,,140484640.72006917,0.0,3189789.34720611 
 01/03  14:00:00,,,,,,,,,,147241565.44165027,0.0,5919430.124990569 
 01/03  15:00:00,,,,,,,,,,149558143.32965165,0.0,3189789.34720611 
 01/03  16:00:00,,,,,,,,,,164153657.9827447,0.0,5919683.16844699 
 01/03  17:00:00,,,,,,,,,,181195912.72391903,0.0,3189789.34720611 
 01/03  18:00:00,,,,,,,,,,193060618.99314988,0.0,6122861.25311707 
 01/03  19:00:00,,,,,,,,,,204886506.79402474,0.0,6123385.53873641 
 01/03  20:00:00,,,,,,,,,,318859870.044081,0.0,3189789.34720611 
 01/03  21:00:00,,,,,,,,,,306493209.5474882,0.0,6123367.218824713 
 01/03  22:00:00,,,,,,,,,,296496902.97187924,0.0,6091991.324358499 
 01/03  23:00:00,,,,,,,,,,285154814.46745396,0.0,6092262.86503149 
 01/03  24:00:00,1.1666666666666665,-0.6007504992247794,0.3890060654580482,14.333333333333334,122.921875,171.70635220439564,-20.176959693862347,33428225.54879878,0.0,274648035.677971,0.0,3189789.34720611 
 01/04  01:00:00,,,,,,,,,,310626589.84038544,0.0,5844451.749164034 
 01/04  02:00:00,,,,,,,,,,337139085.445741,0.0,3189789.34720611 
 01/04  03:00:00,,,,,,,,,,340818117.0767709,0.0,3189789.34720611 
 01/04  04:00:00,,,,,,,,,,345779677.1502854,0.0,3953520.8757637525 
 01/04  05:00:00,,,,,,,,,,350304185.8932233,0.0,5080275.581952101 
 01/04  06:00:00,,,,,,,,,,354113626.3597888,0.0,3189789.34720611 
 01/04  07:00:00,,,,,,,,,,359550380.2991377,0.0,6092411.490075881 
 01/04  08:00:00,,,,,,,,,,239310664.60444534,0.0,4468046.726415463 
 01/04  09:00:00,,,,,,,,,,233596513.73446748,0.0,5354065.105091835 
 01/04  10:00:00,,,,,,,,,,226654310.58044195,0.0,5812249.882829906 
 01/04  11:00:00,,,,,,,,,,219360882.54529905,0.0,5919665.743750295 
 01/04  12:00:00,,,,,,,,,,211975000.27874297,0.0,3189789.34720611 
 01/04  13:00:00,,,,,,,,,,204586942.2322169,0.0,5919149.885518316 
 01/04  14:00:00,,,,,,,,,,205642565.18799725,0.0,3189789.34720611 
 01/04  15:00:00,,,,,,,,,,211834573.30273366,0.0,5919290.25328489 
 01/04  16:00:00,,,,,,,,,,218244097.70505288,0.0,3189789.34720611 
 01/04  17:00:00,,,,,,,,,,225872983.64670193,0.0,3189789.34720611 
 01/04  18:00:00,,,,,,,,,,232770464.49973553,0.0,6123411.465761626 
 01/04  19:00:00,,,,,,,,,,238860896.2214635,0.0,6123320.687587155 
 01/04  20:00:00,,,,,,,,,,368730522.23498476,0.0,6122927.686885534 
 01/04  21:00:00,,,,,,,,,,376133050.234033,0.0,4867295.847794832 
 01/04  22:00:00,,,,,,,,,,379074873.2611044,0.0,4431762.08730978 
 01/04  23:00:00,,,,,,,,,,391973337.1930681,0.0,6092454.619029531 
 01/04  24:00:00,-2.370833333333333,-3.617708333333334,-2.8442852708335775,14.375,129.13541666666666,171.60081020210077,-20.09265613455602,35990682.063446306,0.0,399745576.6024745,0.0,6091765.951451497 
 01/05  01:00:00,,,,,,,,,,397792781.9532208,0.0,3189789.34720611 
 01/05  02:00:00,,,,,,,,,,397726757.7662703,0.0,3189789.34720611 
 01/05  03:00:00,,,,,,,,,,399363573.7082311,0.0,3650158.095232092 
 01/05  04:00:00,,,,,,,,,,401044515.9435117,0.0,5383785.678302992 
 01/05  05:00:00,,,,,,,,,,402759595.0006044,0.0,3189789.34720611 
 01/05  06:00:00,,,,,,,,,,404504092.6784395,0.0,3189789.34720611 
 01/05  07:00:00,,,,,,,,,,408091444.2904621,0.0,6091997.645414649 
 01/05  08:00:00,,,,,,,,,,286352585.056961,0.0,6092253.33881839 
 01/05  09:00:00,,,,,,,,,,279181062.54339814,0.0,6258331.1020129975 
 01/05  10:00:00,,,,,,,,,,271220275.3053605,0.0,6258993.36253031 
 01/05  11:00:00,,,,,,,,,,262426928.49190724,0.0,3189789.34720611 
 01/05  12:00:00,,,,,,,,,,252830319.59573713,0.0,3341174.249072618 
 01/05  13:00:00,,,,,,,,,,244483349.4883442,0.0,5768218.003603106 
 01/05  14:00:00,,,,,,,,,,242947244.89431894,0.0,3189789.34720611 
 01/05  15:00:00,,,,,,,,,,246341736.38093314,0.0,5919669.202916939 
 01/05  16:00:00,,,,,,,,,,249431910.00794423,0.0,3189789.34720611 
 01/05  17:00:00,,,,,,,,,,251748591.9022894,0.0,5919167.290031131 
 01/05  18:00:00,,,,,,,,,,255040598.57155234,0.0,3189789.34720611 
 01/05  19:00:00,,,,,,,,,,257757488.23721588,0.0,6123417.627592897 
 01/05  20:00:00,,,,,,,,,,373917754.2657442,0.0,6123326.804159118 
 01/05  21:00:00,,,,,,,,,,371922871.5548832,0.0,6122956.223382486 
 01/05  22:00:00,,,,,,,,,,370532107.89511335,0.0,3796746.1832384234 
 01/05  23:00:00,,,,,,,,,,367878435.4517735,0.0,5485074.776240349 
 01/05  24:00:00,-4.088541666666665,-7.080208333333332,-5.141229228510597,14.5703125,132.4921875,171.49660012976298,-20.001856138640335,33651762.80711628,0.0,367064611.2330373,0.0,6092207.536211792 
 01/06  01:00:00,,,,,,,,,,366371321.62773335,0.0,3189789.34720611 
 01/06  02:00:00,,,,,,,,,,368336146.3043966,0.0,3189789.34720611 
 01/06  03:00:00,,,,,,,,,,370672199.9574542,0.0,5844449.513243491 
 01/06  04:00:00,,,,,,,,,,373541464.141914,0.0,3189789.34720611 
 01/06  05:00:00,,,,,,,,,,377184357.64869905,0.0,3189789.34720611 
 01/06  06:00:00,,,,,,,,,,379620332.6552674,0.0,5844032.210053684 
 01/06  07:00:00,,,,,,,,,,384288940.989814,0.0,3189789.34720611 
 01/06  08:00:00,,,,,,,,,,267614086.24711257,0.0,6091639.542919248 
 01/06  09:00:00,,,,,,,,,,266087758.3304475,0.0,6258201.406298583 
 01/06  10:00:00,,,,,,,,,,264608794.7874911,0.0,6258279.836383719 
 01/06  11:00:00,,,,,,,,,,262272135.8367219,0.0,3189789.34720611 
 01/06  12:00:00,,,,,,,,,,259002707.70946187,0.0,5919364.187541459 
 01/06  13:00:00,,,,,,,,,,255660591.53013268,0.0,3189789.34720611 
 01/06  14:00:00,,,,,,,,,,252309095.19624186,0.0,5919689.4185815435 
 01/06  15:00:00,,,,,,,,,,248905059.3634198,0.0,3189789.34720611 
 01/06  16:00:00,,,,,,,,,,246712764.837354,0.0,5439164.818743964 
 01/06  17:00:00,,,,,,,,,,244012838.24305266,0.0,3669936.607132446 
 01/06  18:00:00,,,,,,,,,,240522974.8158866,0.0,6122847.953128599 
 01/06  19:00:00,,,,,,,,,,237001003.74281538,0.0,4707590.030069658 
 01/06  20:00:00,,,,,,,,,,350945658.3217297,0.0,4604673.06444189 
 01/06  21:00:00,,,,,,,,,,349451986.1140448,0.0,6122878.1303948555 
 01/06  22:00:00,,,,,,,,,,348494706.5486917,0.0,6092438.840873906 
 01/06  23:00:00,,,,,,,,,,346373511.9131675,0.0,4710826.438088262 
 01/06  24:00:00,-3.4229166666666675,-4.572395833333333,-3.8650041755420497,16.927083333333332,4.8203125,171.39382734271808,-19.90459616452433,33426095.36502926,0.0,345993369.4254552,0.0,4570723.518546062 
 01/07  01:00:00,,,,,,,,,,345737785.8479123,0.0,5844444.935039768 
 01/07  02:00:00,,,,,,,,,,362898567.3446018,0.0,3189789.34720611 
 01/07  03:00:00,,,,,,,,,,392034134.3008069,0.0,3189789.34720611 
 01/07  04:00:00,,,,,,,,,,422352245.99653697,0.0,3189789.34720611 
 01/07  05:00:00,,,,,,,,,,451830363.40284705,0.0,5844091.300832227 
 01/07  06:00:00,,,,,,,,,,480909618.0376023,0.0,3189789.34720611 
 01/07  07:00:00,,,,,,,,,,513986178.11675626,0.0,6092163.2583648525 
 01/07  08:00:00,,,,,,,,,,393670632.0074707,0.0,3189789.34720611 
 01/07  09:00:00,,,,,,,,,,375319119.31799436,0.0,6258744.579365354 
 01/07  10:00:00,,,,,,,,,,355959632.49787146,0.0,6258234.970652487 
 01/07  11:00:00,,,,,,,,,,336367992.97895706,0.0,5919177.924040781 
 01/07  12:00:00,,,,,,,,,,316702337.60084105,0.0,3189789.34720611 
 01/07  13:00:00,,,,,,,,,,297124804.9704392,0.0,5919713.161602952 
 01/07  14:00:00,,,,,,,,,,286292166.1413536,0.0,3189789.34720611 
 01/07  15:00:00,,,,,,,,,,281983303.35889465,0.0,3189789.34720611 
 01/07  16:00:00,,,,,,,,,,277337203.2387657,0.0,5919576.039379323 
 01/07  17:00:00,,,,,,,,,,273178014.23456264,0.0,3189789.34720611 
 01/07  18:00:00,,,,,,,,,,268325375.54117668,0.0,6122983.411719291 
 01/07  19:00:00,,,,,,,,,,263896450.2197079,0.0,6123430.440180168 
 01/07  20:00:00,,,,,,,,,,375576802.22232556,0.0,6123339.625601921 
 01/07  21:00:00,,,,,,,,,,369088250.64832914,0.0,3189789.34720611 
 01/07  22:00:00,,,,,,,,,,362620409.67300856,0.0,6092030.701580426 
 01/07  23:00:00,,,,,,,,,,355468423.4793136,0.0,6092208.433107218 
 01/07  24:00:00,-5.505729166666664,-6.389583333333333,-5.813797856992925,18.200520833333332,80.8359375,171.29259514926343,-19.800915512093123,35638084.337171316,0.0,349636005.25410604,0.0,5644783.565164689 
 01/08  01:00:00,,,,,,,,,,344438101.96856076,0.0,3598110.4826375972 
 01/08  02:00:00,,,,,,,,,,342471495.76703584,0.0,3189789.34720611 
 01/08  03:00:00,,,,,,,,,,342005131.30688053,0.0,3189789.34720611 
 01/08  04:00:00,,,,,,,,,,342821162.0402704,0.0,5844488.744719572 
 01/08  05:00:00,,,,,,,,,,343167530.54548305,0.0,3189789.34720611 
 01/08  06:00:00,,,,,,,,,,342797487.5105727,0.0,3189789.34720611 
 01/08  07:00:00,,,,,,,,,,343980231.2517377,0.0,6091781.171140403 
 01/08  08:00:00,,,,,,,,,,218791885.72524583,0.0,6092468.7236713525 
 01/08  09:00:00,,,,,,,,,,208704590.80400106,0.0,6076030.8640717175 
 01/08  10:00:00,,,,,,,,,,196923252.26882184,0.0,5355219.390653981 
 01/08  11:00:00,,,,,,,,,,186533833.10256323,0.0,4153648.4948028997 
 01/08  12:00:00,,,,,,,,,,181003630.46072447,0.0,3189789.34720611 
 01/08  13:00:00,,,,,,,,,,176335553.7867235,0.0,5919337.946526101 
 01/08  14:00:00,,,,,,,,,,173234147.1056202,0.0,3189789.34720611 
 01/08  15:00:00,,,,,,,,,,165575784.40045702,0.0,5919692.111780057 
 01/08  16:00:00,,,,,,,,,,162612115.3732252,0.0,3189789.34720611 
 01/08  17:00:00,,,,,,,,,,164568181.02233317,0.0,5484177.295739155 
 01/08  18:00:00,,,,,,,,,,159437568.3411525,0.0,3658087.9934996935 
 01/08  19:00:00,,,,,,,,,,152427268.47290325,0.0,6122697.497854473 
 01/08  20:00:00,,,,,,,,,,259330002.69015172,0.0,6122791.825831698 
 01/08  21:00:00,,,,,,,,,,246353202.0840947,0.0,6123237.064934505 
 01/08  22:00:00,,,,,,,,,,231999677.76951197,0.0,3189789.34720611 
 01/08  23:00:00,,,,,,,,,,224155923.77090126,0.0,6092015.005838508 
 01/08  24:00:00,0.33385416666666695,-0.19583404686953979,0.1188314416176298,6.432291666666667,0.3151041666666667,171.19300465716188,-19.69085628613162,33938445.87692121,0.0,225250173.21051693,0.0,6092229.249286283 
 01/09  01:00:00,,,,,,,,,,228573747.48457655,0.0,3189789.34720611 
 01/09  02:00:00,,,,,,,,,,239036514.49181548,0.0,3189789.34720611 
 01/09  03:00:00,,,,,,,,,,252658763.78453085,0.0,5844241.995874481 
 01/09  04:00:00,,,,,,,,,,256161245.50961426,0.0,3189789.34720611 
 01/09  05:00:00,,,,,,,,,,244549197.4958876,0.0,3189789.34720611 
 01/09  06:00:00,,,,,,,,,,232052025.67452866,0.0,3189789.34720611 
 01/09  07:00:00,,,,,,,,,,228148445.06926817,0.0,6092427.044518588 
 01/09  08:00:00,,,,,,,,,,120777083.43898882,0.0,6091764.7436676435 
 01/09  09:00:00,,,,,,,,,,120121879.3440502,0.0,6258744.980034861 
 01/09  10:00:00,,,,,,,,,,111078368.48395498,0.0,6258235.108031169 
 01/09  11:00:00,,,,,,,,,,101296112.44145769,0.0,3189789.34720611 
 01/09  12:00:00,,,,,,,,,,90660759.85639423,0.0,5919127.631333293 
 01/09  13:00:00,,,,,,,,,,80017264.08006564,0.0,3189789.34720611 
 01/09  14:00:00,,,,,,,,,,78504239.86460346,0.0,3189789.34720611 
 01/09  15:00:00,,,,,,,,,,81279571.82672545,0.0,5919723.756207209 
 01/09  16:00:00,,,,,,,,,,84434341.34702486,0.0,3189789.34720611 
 01/09  17:00:00,,,,,,,,,,88194498.89045599,0.0,5919650.114521841 
 01/09  18:00:00,,,,,,,,,,90805108.80531076,0.0,5590807.462320974 
 01/09  19:00:00,,,,,,,,,,93918053.01851122,0.0,3721898.893885254 
 01/09  20:00:00,,,,,,,,,,206937449.17109397,0.0,6122553.965856327 
 01/09  21:00:00,,,,,,,,,,184121529.82291564,0.0,6122816.122213587 
 01/09  22:00:00,,,,,,,,,,164892722.5733518,0.0,6092420.485195448 
 01/09  23:00:00,,,,,,,,,,156589818.9160139,0.0,3189789.34720611 
 01/09  24:00:00,4.736458333333332,4.126040580561692,4.590807866781274,18.317708333333332,18.375,171.0951546233548,-19.574463356569648,33650218.30022548,0.0,153947215.76647112,0.0,6091770.001919843 
 01/10  01:00:00,,,,,,,,,,156898323.71783292,0.0,3189789.34720611 
 01/10  02:00:00,,,,,,,,,,164107847.6677658,0.0,5844443.506563421 
 01/10  03:00:00,,,,,,,,,,186470027.91694194,0.0,3189789.34720611 
 01/10  04:00:00,,,,,,,,,,197776763.52592826,0.0,3189789.34720611 
 01/10  05:00:00,,,,,,,,,,198599502.43574473,0.0,3189789.34720611 
 01/10  06:00:00,,,,,,,,,,198983779.7778764,0.0,5844111.855082942 
 01/10  07:00:00,,,,,,,,,,199587478.74123082,0.0,3417832.094663368 
 01/10  08:00:00,,,,,,,,,,92674307.58593285,0.0,5863364.225861285 
 01/10  09:00:00,,,,,,,,,,101918148.51524991,0.0,6258971.125934083 
 01/10  10:00:00,,,,,,,,,,110103146.35660908,0.0,6258824.427807538 
 01/10  11:00:00,,,,,,,,,,96450595.31611156,0.0,4617413.211409557 
 01/10  12:00:00,,,,,,,,,,86782507.8361708,0.0,4491464.028321918 
 01/10  13:00:00,,,,,,,,,,89430040.50243145,0.0,3189789.34720611 
 01/10  14:00:00,,,,,,,,,,89984197.42251416,0.0,5919566.905982384 
 01/10  15:00:00,,,,,,,,,,91878952.59294765,0.0,3189789.34720611 
 01/10  16:00:00,,,,,,,,,,96899838.16432129,0.0,5919671.891822506 
 01/10  17:00:00,,,,,,,,,,102514287.72436866,0.0,3189789.34720611 
 01/10  18:00:00,,,,,,,,,,117153823.69715759,0.0,6122910.012388438 
 01/10  19:00:00,,,,,,,,,,122461806.06173871,0.0,6123446.099252819 
 01/10  20:00:00,,,,,,,,,,234985405.53429824,0.0,3189789.34720611 
 01/10  21:00:00,,,,,,,,,,236347818.04062653,0.0,6123355.300320644 
 01/10  22:00:00,,,,,,,,,,238768774.4309016,0.0,6091938.166162925 
 01/10  23:00:00,,,,,,,,,,240495827.66705027,0.0,6092350.191402054 
 01/10  24:00:00,4.616666666666666,2.0005208333333333,3.6733112254525153,18.4375,35.565104166666664,171.00130137365522,-19.451784315637955,33428540.551395815,0.0,230779816.23592556,0.0,3189789.34720611 
 01/11  01:00:00,,,,,,,,,,222826431.9363572,0.0,5844440.713159043 
 01/11  02:00:00,,,,,,,,,,225294483.22625816,0.0,3189789.34720611 
 01/11  03:00:00,,,,,,,,,,230730757.81283027,0.0,3189789.34720611 
 01/11  04:00:00,,,,,,,,,,236240187.73592466,0.0,3649247.743737632 
 01/11  05:00:00,,,,,,,,,,239489320.33159742,0.0,5384696.560518663 
 01/11  06:00:00,,,,,,,,,,237891889.09698665,0.0,3189789.34720611 
 01/11  07:00:00,,,,,,,,,,236414549.2001255,0.0,6092399.6302240845 
 01/11  08:00:00,,,,,,,,,,123868827.48361602,0.0,4362994.408263423 
 01/11  09:00:00,,,,,,,,,,131790147.35866338,0.0,5354051.175228296 
 01/11  10:00:00,,,,,,,,,,132713142.59055874,0.0,5923425.686931727 
 01/11  11:00:00,,,,,,,,,,114119212.99621376,0.0,5919649.224212211 
 01/11  12:00:00,,,,,,,,,,113414211.8648499,0.0,3189789.34720611 
 01/11  13:00:00,,,,,,,,,,114707257.05287758,0.0,5919096.395460229 
 01/11  14:00:00,,,,,,,,,,115805930.19377092,0.0,3189789.34720611 
 01/11  15:00:00,,,,,,,,,,109193394.6037949,0.0,5919455.928966252 
 01/11  16:00:00,,,,,,,,,,121375831.72513062,0.0,3189789.34720611 
 01/11  17:00:00,,,,,,,,,,135651841.38867724,0.0,3189789.34720611 
 01/11  18:00:00,,,,,,,,,,133464963.17897451,0.0,6123394.043379787 
 01/11  19:00:00,,,,,,,,,,133272660.67234226,0.0,6123303.25177124 
 01/11  20:00:00,,,,,,,,,,247303835.753651,0.0,6122855.70234097 
 01/11  21:00:00,,,,,,,,,,241722365.94633633,0.0,4724646.471578993 
 01/11  22:00:00,,,,,,,,,,239733710.9198098,0.0,4572898.3409201205 
 01/11  23:00:00,,,,,,,,,,249216520.6133546,0.0,6092438.707702842 
 01/11  24:00:00,3.1302083333333326,1.0171875000000001,2.372332722381356,16.3828125,100.76822916666667,170.9110217294324,-19.322869432033745,35994902.12489036,0.0,244524076.99567595,0.0,6091760.612430983 
 01/12  01:00:00,,,,,,,,,,235515000.87493354,0.0,3189789.34720611 
 01/12  02:00:00,,,,,,,,,,231595272.77214068,0.0,3189789.34720611 
 01/12  03:00:00,,,,,,,,,,227787108.76378545,0.0,3243027.5161019843 
 01/12  04:00:00,,,,,,,,,,221693104.24996525,0.0,5791207.938203273 
 01/12  05:00:00,,,,,,,,,,215387666.97925308,0.0,3189789.34720611 
 01/12  06:00:00,,,,,,,,,,213290713.45134497,0.0,3189789.34720611 
 01/12  07:00:00,,,,,,,,,,214268799.28853527,0.0,6092080.992034921 
 01/12  08:00:00,,,,,,,,,,99443468.18600202,0.0,6092148.699090183 
 01/12  09:00:00,,,,,,,,,,102457468.71691717,0.0,6258380.011536256 
 01/12  10:00:00,,,,,,,,,,104754187.36660372,0.0,6258988.316272655 
 01/12  11:00:00,,,,,,,,,,116841794.13825233,0.0,3189789.34720611 
 01/12  12:00:00,,,,,,,,,,120750454.13172892,0.0,3189789.34720611 
 01/12  13:00:00,,,,,,,,,,114450660.0518738,0.0,5919727.780200288 
 01/12  14:00:00,,,,,,,,,,117877654.87871322,0.0,3189789.34720611 
 01/12  15:00:00,,,,,,,,,,111419537.234037,0.0,5919654.141589759 
 01/12  16:00:00,,,,,,,,,,109255984.74343331,0.0,3189789.34720611 
 01/12  17:00:00,,,,,,,,,,115437230.57021017,0.0,5919107.189063722 
 01/12  18:00:00,,,,,,,,,,124910661.10980666,0.0,3189789.34720611 
 01/12  19:00:00,,,,,,,,,,130610630.52600582,0.0,6123401.696565637 
 01/12  20:00:00,,,,,,,,,,244414145.19603527,0.0,6123310.858165208 
 01/12  21:00:00,,,,,,,,,,242889165.49304974,0.0,6122885.734192364 
 01/12  22:00:00,,,,,,,,,,242690213.1798786,0.0,3656647.843459896 
 01/12  23:00:00,,,,,,,,,,248200141.64322534,0.0,5625261.629048102 
 01/12  24:00:00,3.6473958333333325,1.4416666666666667,2.896196930851169,16.114583333333332,103.73958333333333,170.82264900506854,-19.187771602204457,33651988.633542135,0.0,256916279.3431547,0.0,6092108.344280874 
 01/13  01:00:00,,,,,,,,,,261963175.36908692,0.0,3189789.34720611 
 01/13  02:00:00,,,,,,,,,,263157555.37222707,0.0,3189789.34720611 
 01/13  03:00:00,,,,,,,,,,258102914.18563372,0.0,5844422.009339143 
 01/13  04:00:00,,,,,,,,,,261007177.5283974,0.0,3189789.34720611 
 01/13  05:00:00,,,,,,,,,,268038515.83512738,0.0,3189789.34720611 
 01/13  06:00:00,,,,,,,,,,273667787.18007475,0.0,5844258.582950095 
 01/13  07:00:00,,,,,,,,,,273311943.9668514,0.0,3189789.34720611 
 01/13  08:00:00,,,,,,,,,,152324794.70794415,0.0,6091685.61798968 
 01/13  09:00:00,,,,,,,,,,157108250.87299183,0.0,6258184.698085038 
 01/13  10:00:00,,,,,,,,,,153844062.84778762,0.0,6258320.820983533 
 01/13  11:00:00,,,,,,,,,,123164405.85050009,0.0,3189789.34720611 
 01/13  12:00:00,,,,,,,,,,101683483.61591497,0.0,5919535.963306254 
 01/13  13:00:00,,,,,,,,,,106757251.89460601,0.0,3189789.34720611 
 01/13  14:00:00,,,,,,,,,,112044729.81209752,0.0,5919674.284872729 
 01/13  15:00:00,,,,,,,,,,113601856.63482352,0.0,3189789.34720611 
 01/13  16:00:00,,,,,,,,,,114667410.16602528,0.0,5186282.899202213 
 01/13  17:00:00,,,,,,,,,,114940505.22740085,0.0,3922703.219387837 
 01/13  18:00:00,,,,,,,,,,116301150.90908131,0.0,6122794.4527376965 
 01/13  19:00:00,,,,,,,,,,117160103.95208268,0.0,4576331.683146264 
