scenario_index,ogc_fid,sub_key,eplus_object_type,eplus_object_name,param_name,param_value,param_min,param_max,picking_method
0,4136730,ground_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,IR_Transmittance,0.0,,,random_uniform
0,4136730,ground_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,ground_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,ground_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Conductivity,1.0229731786693819,0.95,1.05,random_uniform
0,4136730,ground_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Dirt_Correction_Factor,1.0,1.0,1.0,random_uniform
0,4136730,ground_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Diffusing,No,,,random_uniform
0,4136730,exterior_wall_R_value,,,exterior_wall_R_value,2.5,,,random_uniform
0,4136730,exterior_wall_R_value_range_used,,,exterior_wall_R_value_range_used,"(2.5, 2.5)",,,random_uniform
0,4136730,exterior_wall_U_value,,,exterior_wall_U_value,0.37,,,random_uniform
0,4136730,exterior_wall_U_value_range_used,,,exterior_wall_U_value_range_used,"(0.37, 0.37)",,,random_uniform
0,4136730,exterior_wall_area_m2,,,exterior_wall_area_m2,103.3,,,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Roughness,MediumSmooth,,,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Thickness,0.14919347291938112,0.12,0.15,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Conductivity,0.8892671886041768,0.7,1.2,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Density,1910.4081262546454,1800.0,2000.0,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Specific_Heat,882.9404664252995,800.0,900.0,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Thermal_Absorptance,0.9,0.9,0.9,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Solar_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,exterior_wall_opq,MATERIAL,InternalFloor_Generic,Visible_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Optical_Data_Type,SpectralAverage,,,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Thickness,0.003,0.003,0.003,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Transmittance,0.7609164876731133,0.76,0.78,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Solar_Reflectance,0.07227898275651548,0.07,0.08,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Solar_Reflectance,0.07289387963602108,0.07,0.08,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Visible_Transmittance,0.8615958395384725,0.86,0.88,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Visible_Reflectance,0.0623279088636103,0.06,0.07,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Visible_Reflectance,0.06101001429409729,0.06,0.07,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,IR_Transmittance,0.0,,,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Conductivity,0.9864832178970084,0.95,1.05,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Dirt_Correction_Factor,1.0,1.0,1.0,random_uniform
0,4136730,exterior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Diffusing,No,,,random_uniform
0,4136730,flat_roof_R_value,,,flat_roof_R_value,2.5,,,random_uniform
0,4136730,flat_roof_R_value_range_used,,,flat_roof_R_value_range_used,"(2.5, 2.5)",,,random_uniform
0,4136730,flat_roof_U_value,,,flat_roof_U_value,0.37,,,random_uniform
0,4136730,flat_roof_U_value_range_used,,,flat_roof_U_value_range_used,"(0.37, 0.37)",,,random_uniform
0,4136730,flat_roof_area_m2,,,flat_roof_area_m2,84.14,,,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Roughness,MediumSmooth,,,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Thickness,0.11047535153857439,0.1,0.15,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Conductivity,0.4533955644098227,0.4,0.6,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Density,887.3309175424988,700.0,900.0,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Specific_Heat,929.6070770493187,800.0,1000.0,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Thermal_Absorptance,0.9,0.9,0.9,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Solar_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,flat_roof_opq,MATERIAL,InteriorWall_Generic,Visible_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Optical_Data_Type,SpectralAverage,,,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Thickness,0.003,0.003,0.003,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Transmittance,0.767589108835153,0.76,0.78,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Solar_Reflectance,0.07989523350636596,0.07,0.08,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Solar_Reflectance,0.07639999759854094,0.07,0.08,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Visible_Transmittance,0.871138994875493,0.86,0.88,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Visible_Reflectance,0.06684614250989875,0.06,0.07,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Visible_Reflectance,0.0684285192018981,0.06,0.07,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,IR_Transmittance,0.0,,,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Conductivity,0.9532100243904037,0.95,1.05,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Dirt_Correction_Factor,1.0,1.0,1.0,random_uniform
0,4136730,flat_roof_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Diffusing,No,,,random_uniform
0,4136730,inter_floor_R_value,,,inter_floor_R_value,2.0,,,random_uniform
0,4136730,inter_floor_R_value_range_used,,,inter_floor_R_value_range_used,"(2.0, 2.0)",,,random_uniform
0,4136730,inter_floor_U_value,,,inter_floor_U_value,0.5,,,random_uniform
0,4136730,inter_floor_U_value_range_used,,,inter_floor_U_value_range_used,"(0.5, 0.5)",,,random_uniform
0,4136730,inter_floor_area_m2,,,inter_floor_area_m2,60.0,,,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Roughness,MediumRough,,,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Thickness,0.1694514963573273,0.14,0.25,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Conductivity,1.4632948530758978,1.4,1.7,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Density,694.2909714335054,600.0,700.0,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Specific_Heat,2375.273525294534,2200.0,2400.0,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Thermal_Absorptance,0.9,0.9,0.9,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Solar_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,inter_floor_opq,MATERIAL,DoorPanel_Range,Visible_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Optical_Data_Type,SpectralAverage,,,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Thickness,0.003,0.003,0.003,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Transmittance,0.769177037051748,0.76,0.78,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Solar_Reflectance,0.07264880166498053,0.07,0.08,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Solar_Reflectance,0.07246627507693984,0.07,0.08,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Visible_Transmittance,0.8712273626832631,0.86,0.88,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Visible_Reflectance,0.06262741608522936,0.06,0.07,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Visible_Reflectance,0.0658458599022354,0.06,0.07,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,IR_Transmittance,0.0,,,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Conductivity,0.9719320759157283,0.95,1.05,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Dirt_Correction_Factor,1.0,1.0,1.0,random_uniform
0,4136730,inter_floor_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Diffusing,No,,,random_uniform
0,4136730,interior_wall_R_value,,,interior_wall_R_value,1.5,,,random_uniform
0,4136730,interior_wall_R_value_range_used,,,interior_wall_R_value_range_used,"(1.5, 1.5)",,,random_uniform
0,4136730,interior_wall_U_value,,,interior_wall_U_value,0.67,,,random_uniform
0,4136730,interior_wall_U_value_range_used,,,interior_wall_U_value_range_used,"(0.67, 0.67)",,,random_uniform
0,4136730,interior_wall_area_m2,,,interior_wall_area_m2,50.0,,,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Roughness,MediumRough,,,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Thickness,0.20009526293676463,0.195,0.205,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Conductivity,1.5181818824347588,1.5,1.7,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Density,2254.7116375424735,2250.0,2350.0,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Specific_Heat,860.9649130350659,850.0,950.0,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Thermal_Absorptance,0.9,0.9,0.9,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Solar_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,interior_wall_opq,MATERIAL,Concrete_200mm,Visible_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Optical_Data_Type,SpectralAverage,,,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Thickness,0.003,0.003,0.003,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Transmittance,0.7676323857301307,0.76,0.78,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Solar_Reflectance,0.07996121380240097,0.07,0.08,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Solar_Reflectance,0.07529114345099137,0.07,0.08,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Visible_Transmittance,0.8794215675522724,0.86,0.88,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Visible_Reflectance,0.06860779702234499,0.06,0.07,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Visible_Reflectance,0.060114810219428196,0.06,0.07,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,IR_Transmittance,0.0,,,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Conductivity,1.0036970330408794,0.95,1.05,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Dirt_Correction_Factor,1.0,1.0,1.0,random_uniform
0,4136730,interior_wall_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Diffusing,No,,,random_uniform
0,4136730,windows_R_value,,,windows_R_value,,,,random_uniform
0,4136730,windows_R_value_range_used,,,windows_R_value_range_used,"(None, None)",,,random_uniform
0,4136730,windows_U_value,,,windows_U_value,2.9,,,random_uniform
0,4136730,windows_U_value_range_used,,,windows_U_value_range_used,"(2.9, 2.9)",,,random_uniform
0,4136730,windows_area_m2,,,windows_area_m2,27.22,,,random_uniform
0,4136730,windows_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Roughness,MediumRough,,,random_uniform
0,4136730,windows_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Thermal_Resistance,4.640961798579808,4.0,5.0,random_uniform
0,4136730,windows_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Thermal_Absorptance,0.9,0.9,0.9,random_uniform
0,4136730,windows_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Solar_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,windows_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Visible_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Optical_Data_Type,SpectralAverage,,,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Thickness,0.003,0.003,0.003,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Transmittance,0.7775170588075639,0.76,0.78,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Solar_Reflectance,0.07263389050751091,0.07,0.08,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Solar_Reflectance,0.07500586113050299,0.07,0.08,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Visible_Transmittance,0.8635730376106027,0.86,0.88,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Visible_Reflectance,0.0691262783934482,0.06,0.07,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Visible_Reflectance,0.06870518569836767,0.06,0.07,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,IR_Transmittance,0.0,,,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Conductivity,1.0108970211438173,0.95,1.05,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Dirt_Correction_Factor,1.0,1.0,1.0,random_uniform
0,4136730,windows_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Diffusing,No,,,random_uniform
0,4136730,doors_R_value,,,doors_R_value,,,,random_uniform
0,4136730,doors_R_value_range_used,,,doors_R_value_range_used,"(None, None)",,,random_uniform
0,4136730,doors_U_value,,,doors_U_value,3.4,,,random_uniform
0,4136730,doors_U_value_range_used,,,doors_U_value_range_used,"(3.4, 3.4)",,,random_uniform
0,4136730,doors_area_m2,,,doors_area_m2,6.93,,,random_uniform
0,4136730,doors_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Roughness,MediumRough,,,random_uniform
0,4136730,doors_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Thermal_Resistance,4.762510800075152,4.0,5.0,random_uniform
0,4136730,doors_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Thermal_Absorptance,0.9,0.9,0.9,random_uniform
0,4136730,doors_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Solar_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,doors_opq,MATERIAL:NOMASS,Insulated_Roof_R5,Visible_Absorptance,0.7,0.7,0.7,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Optical_Data_Type,SpectralAverage,,,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Thickness,0.003,0.003,0.003,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Transmittance,0.7664831211400934,0.76,0.78,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Solar_Reflectance,0.07019476742385833,0.07,0.08,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Solar_Reflectance,0.07929098616264617,0.07,0.08,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Visible_Transmittance,0.8775744375564637,0.86,0.88,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_Visible_Reflectance,0.0683166552936118,0.06,0.07,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_Visible_Reflectance,0.06307514125402662,0.06,0.07,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,IR_Transmittance,0.0,,,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Front_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Back_IR_Emissivity,0.84,0.84,0.84,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Conductivity,1.0446949445297995,0.95,1.05,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Dirt_Correction_Factor,1.0,1.0,1.0,random_uniform
0,4136730,doors_win,WINDOWMATERIAL:GLAZING,Glazing_Clear_3mm,Solar_Diffusing,No,,,random_uniform
0,4136730,top_opaque_material_name,,,top_opaque_material_name,Insulated_Roof_R5,,,random_uniform
0,4136730,top_window_material_name,,,top_window_material_name,Glazing_Clear_3mm,,,random_uniform
0,4136730,window1C_construction,,,window1C_construction,WINDOW1C,,,random_uniform
0,4136730,ground_floor_opq_material_name,,,ground_floor_opq_material_name,ground_floor_OpaqueMat,,,random_uniform
0,4136730,ground_floor_win_material_name,,,ground_floor_win_material_name,ground_floor_WindowMat,,,random_uniform
0,4136730,ground_floor_construction_name,,,ground_floor_construction_name,ground_floor_Construction,,,random_uniform
0,4136730,ground_floor_window_construction_name,,,ground_floor_window_construction_name,ground_floor_WindowConst,,,random_uniform
0,4136730,exterior_wall_opq_material_name,,,exterior_wall_opq_material_name,exterior_wall_OpaqueMat,,,random_uniform
0,4136730,exterior_wall_win_material_name,,,exterior_wall_win_material_name,exterior_wall_WindowMat,,,random_uniform
0,4136730,exterior_wall_construction_name,,,exterior_wall_construction_name,exterior_wall_Construction,,,random_uniform
0,4136730,exterior_wall_window_construction_name,,,exterior_wall_window_construction_name,exterior_wall_WindowConst,,,random_uniform
