Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/03  12:00:00,18058205.373036876,0.0,4566240.878071144 
 01/03  13:00:00,16843369.346903272,0.0,7375186.760812883 
 01/03  14:00:00,14488473.701204557,0.0,5876904.230491449 
 01/03  15:00:00,11642271.420795446,0.0,6064469.460983397 
 01/03  16:00:00,13041099.14907042,0.0,7375129.417247423 
 01/03  17:00:00,17073671.837358322,0.0,4566240.878071144 
 01/03  18:00:00,18378934.019240476,0.0,7843483.147436 
 01/03  19:00:00,18891973.31938666,0.0,9722853.80552679 
 01/03  20:00:00,305595.9695672616,0.0,9242074.877210502 
 01/03  21:00:00,2150169.2662649336,0.0,7843559.9297836125 
 01/03  22:00:00,3288089.3675535214,0.0,7768044.414171283 
 01/03  23:00:00,3812357.110048727,0.0,7767299.714534149 
 01/03  24:00:00,4063217.7774368324,0.0,7767419.750290498 
 01/04  01:00:00,4819326.731023283,0.0,4566240.878071144 
 01/04  02:00:00,5522165.029721436,0.0,7220926.321593072 
 01/04  03:00:00,5934756.95815895,0.0,4566240.878071144 
 01/04  04:00:00,6345210.201683108,0.0,4566240.878071144 
 01/04  05:00:00,6939187.804396917,0.0,5965539.789712233 
 01/04  06:00:00,7447221.988292861,0.0,5821044.855578151 
 01/04  07:00:00,7889403.956884997,0.0,7767986.356559362 
 01/04  08:00:00,32215926.44872645,0.0,7767426.989489345 
 01/04  09:00:00,29199759.135911465,0.0,8799365.489834841 
 01/04  10:00:00,25791357.684317864,0.0,11243108.485489175 
 01/04  11:00:00,22975730.49485584,0.0,4566240.878071144 
 01/04  12:00:00,20873417.746480167,0.0,7375573.707896141 
 01/04  13:00:00,19393302.68181945,0.0,5132994.655678328 
 01/04  14:00:00,16806939.524380278,0.0,6808632.231093768 
 01/04  15:00:00,13828143.528463323,0.0,7375248.786067429 
 01/04  16:00:00,15157073.296130605,0.0,4566240.878071144 
 01/04  17:00:00,19233943.020520583,0.0,7375162.061761092 
 01/04  18:00:00,20483155.956275545,0.0,7844326.461123166 
 01/04  19:00:00,20923769.669052467,0.0,7843583.168817726 
 01/04  20:00:00,1276563.7900533266,0.0,7843254.161629878 
 01/04  21:00:00,4481616.027323904,0.0,8803316.500714969 
 01/04  22:00:00,5660181.031248722,0.0,9173592.856939152 
 01/04  23:00:00,6542707.605593143,0.0,8625287.236756478 
 01/04  24:00:00,7152365.010656581,0.0,7767383.415345793 
 01/05  01:00:00,7480090.375963697,0.0,4566240.878071144 
 01/05  02:00:00,7860218.349769778,0.0,4566240.878071144 
 01/05  03:00:00,8391005.358823523,0.0,5749652.893413956 
 01/05  04:00:00,8889422.749393173,0.0,6036941.362956442 
 01/05  05:00:00,9317113.163917685,0.0,4566240.878071144 
 01/05  06:00:00,9748853.75233019,0.0,4566240.878071144 
 01/05  07:00:00,10153578.60294671,0.0,7767286.051121738 
 01/05  08:00:00,35929545.60207528,0.0,8584442.393916292 
 01/05  09:00:00,32595666.0962597,0.0,10912651.020891853 
 01/05  10:00:00,29265694.62479228,0.0,8202352.4214307 
 01/05  11:00:00,26624207.97633598,0.0,7375787.732072104 
 01/05  12:00:00,24660004.8354206,0.0,4566240.878071144 
 01/05  13:00:00,23282572.455558203,0.0,7375811.409358919 
 01/05  14:00:00,20509293.262100667,0.0,7375631.593596504 
 01/05  15:00:00,17469491.625365887,0.0,4566240.878071144 
 01/05  16:00:00,18621357.616933696,0.0,7375430.590883653 
 01/05  17:00:00,21954375.37637061,0.0,4566240.878071144 
 01/05  18:00:00,22802600.582000434,0.0,8714397.638499271 
 01/05  19:00:00,22790185.60507775,0.0,10181038.947657933 
 01/05  20:00:00,1743139.1196805402,0.0,7913573.269792783 
 01/05  21:00:00,4628927.896106118,0.0,7844259.641761322 
 01/05  22:00:00,5456906.657116495,0.0,7767286.311251611 
 01/05  23:00:00,5968699.471334759,0.0,7767440.891353918 
 01/05  24:00:00,6430874.287738295,0.0,7768051.677710062 
 01/06  01:00:00,6867785.438930286,0.0,6799917.6533886455 
 01/06  02:00:00,7281263.299468851,0.0,4986914.130170771 
 01/06  03:00:00,7636213.566012705,0.0,4566240.878071144 
 01/06  04:00:00,7913663.17179869,0.0,4566240.878071144 
 01/06  05:00:00,8173307.355831304,0.0,7220939.825390602 
 01/06  06:00:00,8390147.581767319,0.0,4566240.878071144 
 01/06  07:00:00,8599607.389643747,0.0,7767403.422852457 
 01/06  08:00:00,33517988.061887477,0.0,7767311.216617039 
 01/06  09:00:00,30379175.900907923,0.0,9793166.264775693 
 01/06  10:00:00,27581910.863483846,0.0,10247901.331813611 
 01/06  11:00:00,25245065.919988412,0.0,4566240.878071144 
 01/06  12:00:00,23325192.850301825,0.0,7375748.8139897855 
 01/06  13:00:00,22193076.18765525,0.0,7375772.549750391 
 01/06  14:00:00,21447762.681498356,0.0,4566240.878071144 
 01/06  15:00:00,20755491.176589,0.0,7375796.251489542 
 01/06  16:00:00,20885140.629726518,0.0,4566240.878071144 
 01/06  17:00:00,21309168.471940927,0.0,7375786.824231053 
 01/06  18:00:00,21023853.702363566,0.0,7843491.024432723 
 01/06  19:00:00,20554590.72581861,0.0,7844274.445725256 
 01/06  20:00:00,535799.0854796103,0.0,7843251.291993397 
 01/06  21:00:00,2901463.4493969195,0.0,10136065.9441406 
 01/06  22:00:00,3827385.1289246487,0.0,8730233.179292059 
 01/06  23:00:00,4282039.130004042,0.0,7767436.658820681 
 01/06  24:00:00,4661820.242346802,0.0,7767289.181971828 
 01/07  01:00:00,5051645.858394906,0.0,4566240.878071144 
 01/07  02:00:00,5552368.465810727,0.0,4566240.878071144 
 01/07  03:00:00,6300155.920812203,0.0,7220905.746551424 
 01/07  04:00:00,7159449.079171903,0.0,4566240.878071144 
 01/07  05:00:00,8215112.564431693,0.0,4566240.878071144 
 01/07  06:00:00,9062724.518394116,0.0,4566240.878071144 
 01/07  07:00:00,9931156.325216178,0.0,8469956.145398818 
 01/07  08:00:00,35562367.7937483,0.0,9174841.931744507 
 01/07  09:00:00,31892598.057555534,0.0,9444983.237228043 
 01/07  10:00:00,28401245.847795267,0.0,8221002.27159141 
 01/07  11:00:00,25416719.584659696,0.0,7361963.162108414 
 01/07  12:00:00,22963180.018719815,0.0,7375567.501572631 
 01/07  13:00:00,21268900.712086294,0.0,4566240.878071144 
 01/07  14:00:00,18872315.748948596,0.0,7375381.278470021 
 01/07  15:00:00,16721162.863639645,0.0,4566240.878071144 
 01/07  16:00:00,17732504.58869188,0.0,7375245.5324994195 
 01/07  17:00:00,20795021.967224035,0.0,5702811.239540474 
 01/07  18:00:00,21468662.026431132,0.0,9798587.180982018 
 01/07  19:00:00,21375440.667734988,0.0,7843453.386144189 
 01/07  20:00:00,1000745.7697666758,0.0,7843417.81158859 
 01/07  21:00:00,3571577.347241408,0.0,7843525.536468819 
 01/07  22:00:00,4429886.80917507,0.0,7768097.171758068 
 01/07  23:00:00,4988633.848052929,0.0,7767229.3268385045 
 01/07  24:00:00,5473423.092769455,0.0,7767577.487472119 
 01/08  01:00:00,5978023.307769415,0.0,7220942.154597934 
 01/08  02:00:00,6406757.90331028,0.0,4566240.878071144 
 01/08  03:00:00,6784358.823405312,0.0,4566240.878071144 
 01/08  04:00:00,7252218.416253454,0.0,7220416.872668491 
 01/08  05:00:00,7605133.558280872,0.0,4566240.878071144 
 01/08  06:00:00,7864068.073019452,0.0,4566240.878071144 
 01/08  07:00:00,8114394.90391625,0.0,7768042.6663536085 
 01/08  08:00:00,32462656.863184642,0.0,7767404.7399636125 
 01/08  09:00:00,29142887.633712918,0.0,11839729.859827679 
 01/08  10:00:00,26323384.627777588,0.0,8203325.344724338 
 01/08  11:00:00,24377328.933041852,0.0,7375126.434655575 
 01/08  12:00:00,22935074.613638774,0.0,4566240.878071144 
 01/08  13:00:00,21975013.536276124,0.0,7375165.041845188 
 01/08  14:00:00,21504131.97957324,0.0,4566240.878071144 
 01/08  15:00:00,21001320.911609426,0.0,7375254.2634546645 
 01/08  16:00:00,20677353.645491797,0.0,6954457.8642148115 
 01/08  17:00:00,20491784.294695225,0.0,4987177.158340675 
 01/08  18:00:00,20078720.221971467,0.0,7844377.73819777 
 01/08  19:00:00,19590946.42905422,0.0,8263430.163357433 
 01/08  20:00:00,180266.9911735648,0.0,10180941.363215383 
 01/08  21:00:00,1619601.1772064497,0.0,8363363.506111065 
 01/08  22:00:00,2281276.600505844,0.0,7767336.948175827 
 01/08  23:00:00,2729584.042674032,0.0,7768007.8757962715 
 01/08  24:00:00,3132105.9915593206,0.0,7767373.556396395 
 01/09  01:00:00,3465289.5221001413,0.0,4566240.878071144 
 01/09  02:00:00,4112557.133254264,0.0,7220673.424992346 
 01/09  03:00:00,4873322.060552372,0.0,4566240.878071144 
 01/09  04:00:00,5254457.802159036,0.0,4566240.878071144 
 01/09  05:00:00,5243153.669646076,0.0,4566240.878071144 
 01/09  06:00:00,4992449.480614808,0.0,7220589.840846819 
 01/09  07:00:00,4933295.666099983,0.0,7767243.01276277 
 01/09  08:00:00,30453040.35430065,3488.284163175733,7767948.334689429 
 01/09  09:00:00,25319464.426707067,0.0,8202765.861982642 
 01/09  10:00:00,22123311.497868583,0.0,11840286.809669342 
 01/09  11:00:00,19424212.112880874,0.0,4566240.878071144 
 01/09  12:00:00,17410364.692996338,0.0,7375173.202574625 
 01/09  13:00:00,16262365.254775759,0.0,4566240.878071144 
 01/09  14:00:00,15673328.091249973,0.0,7375128.439942445 
 01/09  15:00:00,16009975.806717,0.0,6209086.82602529 
 01/09  16:00:00,16637736.8573054,0.0,5732288.280934045 
 01/09  17:00:00,16960684.372510985,0.0,7375190.605839746 
 01/09  18:00:00,17744111.488879982,0.0,7843807.375259023 
 01/09  19:00:00,20396767.10664703,0.0,7843653.586647477 
 01/09  20:00:00,0.0,0.0,7843301.935303217 
 01/09  21:00:00,110401.29377118275,0.0,7843691.182865285 
 01/09  22:00:00,574820.9057882958,0.0,8627134.842390327 
 01/09  23:00:00,995044.3299933093,0.0,9173601.85670492 
 01/09  24:00:00,1383864.5213322304,0.0,8703719.015961232 
 01/10  01:00:00,2170005.1099899616,0.0,4566240.878071144 
 01/10  02:00:00,2364582.3858195716,0.0,4566240.878071144 
 01/10  03:00:00,3258162.946421694,0.0,4566240.878071144 
 01/10  04:00:00,3921356.0694857924,0.0,7220803.790196789 
 01/10  05:00:00,4247090.165445363,0.0,4566240.878071144 
 01/10  06:00:00,4492663.616394693,0.0,4566240.878071144 
 01/10  07:00:00,4737599.601358453,0.0,7767480.262655353 
 01/10  08:00:00,29242812.583943322,11854.497843905325,7767043.60479596 
 01/10  09:00:00,25008803.40846265,0.0,11840253.419701463 
 01/10  10:00:00,22444436.392537236,0.0,8202705.468786266 
 01/10  11:00:00,19821762.993709773,0.0,7375778.452353797 
 01/10  12:00:00,17799549.040831782,0.0,4566240.878071144 
 01/10  13:00:00,16674181.09358818,0.0,7375802.143860307 
 01/10  14:00:00,15604977.903687054,0.0,4668613.991328302 
 01/10  15:00:00,15550419.971457772,0.0,7273350.910831805 
 01/10  16:00:00,16557930.292924238,0.0,7375503.260631372 
 01/10  17:00:00,17159035.337096643,0.0,4566240.878071144 
 01/10  18:00:00,17552366.188844554,0.0,7843663.68365028 
 01/10  19:00:00,17547076.77308065,0.0,9208355.404782157 
 01/10  20:00:00,12268.196347445353,0.0,9756222.149211638 
 01/10  21:00:00,903148.5430158528,0.0,7843454.814822847 
 01/10  22:00:00,1916035.4349785598,0.0,7767932.023355684 
 01/10  23:00:00,2511986.3179343063,0.0,7767592.299932766 
 01/10  24:00:00,2687459.180635924,0.0,7767225.867603752 
 01/11  01:00:00,2796164.7122631418,0.0,4566240.878071144 
 01/11  02:00:00,3115156.4446099047,0.0,7220373.22771422 
 01/11  03:00:00,3576294.6372202532,0.0,4566240.878071144 
 01/11  04:00:00,4174601.285768975,0.0,4566240.878071144 
 01/11  05:00:00,4775178.62414247,0.0,4566240.878071144 
 01/11  06:00:00,5111893.27892131,0.0,7220897.155836893 
 01/11  07:00:00,5175121.088006334,0.0,7767804.707793441 
 01/11  08:00:00,29800474.35531234,8323.854701425851,7767860.5860033855 
 01/11  09:00:00,25297344.76577444,0.0,8414484.874928262 
 01/11  10:00:00,22570443.70873503,0.0,11628411.58658808 
 01/11  11:00:00,19965537.182882387,0.0,4566240.878071144 
 01/11  12:00:00,18371753.861398757,0.0,7375739.356713574 
 01/11  13:00:00,17292994.33963785,0.0,4566240.878071144 
 01/11  14:00:00,15493400.656391842,0.0,7375763.108170519 
 01/11  15:00:00,13315202.858693609,0.0,7375786.823197994 
 01/11  16:00:00,14226880.403382584,0.0,4566240.878071144 
 01/11  17:00:00,17158162.10360141,0.0,7375810.501877168 
 01/11  18:00:00,17738976.324160308,0.0,7844282.830546027 
 01/11  19:00:00,17749699.70551825,0.0,7843458.8224152 
 01/11  20:00:00,89794.66543749512,0.0,7843286.922390179 
 01/11  21:00:00,1310597.7607201778,0.0,8288029.619656885 
 01/11  22:00:00,2395525.0439733844,0.0,9173732.967821904 
 01/11  23:00:00,3250579.866422739,0.0,9128621.289598323 
 01/11  24:00:00,3647007.8053323915,0.0,7767700.965258988 
 01/12  01:00:00,3760631.5627785074,0.0,4566240.878071144 
 01/12  02:00:00,3878347.048479753,0.0,4566240.878071144 
 01/12  03:00:00,3966573.436341937,0.0,4566240.878071144 
 01/12  04:00:00,3974812.6352905403,0.0,7220899.6664555855 
 01/12  05:00:00,3800144.2606593454,0.0,4566240.878071144 
 01/12  06:00:00,3724926.35820477,0.0,4566240.878071144 
 01/12  07:00:00,3914341.6571069285,0.0,7767201.5310435435 
 01/12  08:00:00,27957862.896089785,79493.70705478935,8084264.810543761 
 01/12  09:00:00,23521914.39611369,0.0,11480121.175463162 
 01/12  10:00:00,20865543.01535022,0.0,8202361.444040039 
 01/12  11:00:00,19019348.572920773,0.0,7375246.812151032 
 01/12  12:00:00,17496226.258965418,0.0,4566240.878071144 
 01/12  13:00:00,16282774.197958132,0.0,7375383.347128612 
 01/12  14:00:00,14125625.977697067,0.0,7217552.834710431 
 01/12  15:00:00,11402357.985077245,0.0,4724258.632089712 
 01/12  16:00:00,11905290.974774787,0.0,7375708.341571469 
 01/12  17:00:00,15312260.948015101,0.0,4566240.878071144 
 01/12  18:00:00,16508920.487012345,0.0,7955767.809068623 
 01/12  19:00:00,16817493.331089564,0.0,10181341.951647125 
 01/12  20:00:00,16385.59451919524,0.0,8671519.678382881 
 01/12  21:00:00,636992.4919616428,0.0,7843865.129425187 
 01/12  22:00:00,1658445.0360274825,0.0,7767764.7438802235 
 01/12  23:00:00,2371143.2194922427,0.0,7767202.3442910705 
 01/12  24:00:00,3007675.2210759977,0.0,7767860.154484897 
 01/13  01:00:00,3424551.7057162533,0.0,4566240.878071144 
 01/13  02:00:00,3657285.871997172,0.0,7220765.245063744 
 01/13  03:00:00,3641774.005456185,0.0,4566240.878071144 
 01/13  04:00:00,3867465.2710130354,0.0,4566240.878071144 
 01/13  05:00:00,4245135.268304531,0.0,7220811.659251757 
 01/13  06:00:00,4537511.273024213,0.0,4566240.878071144 
 01/13  07:00:00,4696427.12634344,0.0,7768030.398568036 
 01/13  08:00:00,28943079.234427683,63867.37224806502,7767413.268754061 
 01/13  09:00:00,23820259.803737167,0.0,9226019.801036082 
 01/13  10:00:00,20829252.610585712,0.0,10815648.910911294 
 01/13  11:00:00,18054738.863151994,0.0,4566240.878071144 
 01/13  12:00:00,16104857.204317525,0.0,7375132.680447266 
 01/13  13:00:00,15267280.457122922,0.0,6475715.476742813 
 01/13  14:00:00,14491071.793204218,0.0,5465711.825643275 
 01/13  15:00:00,14231585.8916099,0.0,7375290.795517635 
 01/13  16:00:00,15119138.667734902,0.0,4566240.878071144 
 01/13  17:00:00,15757993.01035077,0.0,7375445.840615054 
 01/13  18:00:00,15777200.831762757,0.0,7843832.653474569 
 01/13  19:00:00,15664089.580512961,0.0,7843911.973028701 
 01/13  20:00:00,0.0,0.0,7843289.804630691 
 01/13  21:00:00,22581.11952272963,0.0,9377391.936126996 
 01/13  22:00:00,542905.679236395,0.0,9173666.328860415 
 01/13  23:00:00,1260425.2264600513,0.0,8064440.24630737 
 01/13  24:00:00,1721468.4558694474,0.0,7767214.5187642425 
 01/14  01:00:00,2042625.4723597923,0.0,4566240.878071144 
 01/14  02:00:00,2301900.2507917834,0.0,4566240.878071144 
 01/14  03:00:00,2523837.4187320247,0.0,7220930.621956451 
 01/14  04:00:00,2743607.632056576,0.0,4566240.878071144 
 01/14  05:00:00,2905836.5803006236,0.0,4566240.878071144 
 01/14  06:00:00,3026236.0077842753,0.0,4566240.878071144 
 01/14  07:00:00,3135016.315499893,0.0,7767561.247171815 
 01/14  08:00:00,26023618.344112407,182866.42767656894,9141318.571733397 
 01/14  09:00:00,21844128.516965747,0.0,10280535.628940828 
 01/14  10:00:00,19793373.45083298,0.0,8202566.240002748 
 01/14  11:00:00,18302254.026628412,0.0,7375134.1790065495 
 01/14  12:00:00,17242195.05122155,0.0,6489901.463272157 
 01/14  13:00:00,16472844.732471406,0.0,5451529.882910094 
 01/14  14:00:00,15282141.68449195,0.0,7375297.399802221 
 01/14  15:00:00,13484527.975844562,0.0,4566240.878071144 
 01/14  16:00:00,13221575.548353482,0.0,7375455.004259527 
 01/14  17:00:00,14632273.639118187,0.0,4566240.878071144 
 01/14  18:00:00,14919187.670195326,0.0,9563360.162940543 
 01/14  19:00:00,14600201.442223651,0.0,9402447.603570167 
 01/14  20:00:00,0.0,0.0,7843512.581408531 
 01/14  21:00:00,0.0,0.0,7844104.550127409 
 01/14  22:00:00,0.0,0.0,7767250.5438471995 
 01/14  23:00:00,47177.05593474196,0.0,7767954.932650367 
 01/14  24:00:00,350662.4789902605,0.0,7767516.927099183 
 01/15  01:00:00,686599.6498325882,0.0,7220727.517941827 
 01/15  02:00:00,943491.4915909696,0.0,4566240.878071144 
 01/15  03:00:00,1202014.4305840456,0.0,4566240.878071144 
 01/15  04:00:00,1405715.4303825705,0.0,4566240.878071144 
 01/15  05:00:00,1534234.876862967,0.0,7220853.281702394 
 01/15  06:00:00,1645428.805395615,0.0,4566240.878071144 
 01/15  07:00:00,1748393.6234469814,0.0,7767205.728664092 
 01/15  08:00:00,22923089.77569758,320796.95199696615,7767456.081775093 
 01/15  09:00:00,19278532.449240908,0.0,10429412.41010978 
 01/15  10:00:00,17478618.67221069,0.0,9611664.190096768 
 01/15  11:00:00,16256154.715864744,0.0,5757438.712961707 
 01/15  12:00:00,15267255.372677995,0.0,6183951.741608143 
 01/15  13:00:00,14343334.115087405,0.0,7375124.683583731 
 01/15  14:00:00,13375100.881186899,0.0,4566240.878071144 
 01/15  15:00:00,12499590.543135464,0.0,7375150.355948474 
 01/15  16:00:00,12626084.090983879,0.0,4566240.878071144 
 01/15  17:00:00,13237206.658760613,0.0,7375226.632062636 
 01/15  18:00:00,13240511.48270978,0.0,7843529.990686653 
 01/15  19:00:00,13054065.496109724,0.0,7844041.749517199 
 01/15  20:00:00,0.0,0.0,8651344.080935862 
 01/15  21:00:00,0.0,0.0,10182152.466332037 
 01/15  22:00:00,0.0,0.0,7895999.842455817 
 01/15  23:00:00,0.0,0.0,7767201.790949595 
 01/15  24:00:00,97268.45666385829,0.0,7767777.505217611 
 01/16  01:00:00,485679.3545383012,0.0,4566240.878071144 
 01/16  02:00:00,988167.0818955537,0.0,4566240.878071144 
 01/16  03:00:00,1445411.8711450319,0.0,7220897.280877077 
 01/16  04:00:00,1902238.300604717,0.0,4566240.878071144 
 01/16  05:00:00,2312368.3387375283,0.0,4566240.878071144 
 01/16  06:00:00,2626494.1297105784,0.0,5164558.9052472245 
 01/16  07:00:00,3020318.9816381442,0.0,9173629.725023843 
 01/16  08:00:00,24813546.652415585,262971.1164999035,8843741.56386116 
 01/16  09:00:00,21451694.668027,0.0,8203137.470764273 
 01/16  10:00:00,19238522.30729256,0.0,9688794.984591296 
 01/16  11:00:00,16480088.79240938,0.0,6222362.633175168 
 01/16  12:00:00,14598630.37917636,0.0,7375125.103500928 
 01/16  13:00:00,13514336.035598248,0.0,4566240.878071144 
 01/16  14:00:00,11492480.284382597,0.0,7375143.866057105 
 01/16  15:00:00,8446191.196111908,0.0,4566240.878071144 
 01/16  16:00:00,9463470.877877496,0.0,7375213.218474696 
 01/16  17:00:00,13395345.347320028,0.0,6843972.81612192 
 01/16  18:00:00,14708459.654108586,0.0,8465681.426974397 
 01/16  19:00:00,15263918.505301174,0.0,7844024.238162777 
 01/16  20:00:00,0.0,0.0,7843421.526655023 
 01/16  21:00:00,504649.07902189187,0.0,7843687.540898744 
 01/16  22:00:00,1800339.5873904037,0.0,7767221.30784172 
 01/16  23:00:00,2820753.0021933448,0.0,7805270.581304308 
 01/16  24:00:00,3572621.05477367,0.0,9173980.960658602 
 01/17  01:00:00,3796394.3431454645,0.0,6020335.62602296 
 01/17  02:00:00,4008362.2170846798,0.0,4566240.878071144 
 01/17  03:00:00,4167659.697170091,0.0,4566240.878071144 
 01/17  04:00:00,4277464.488076964,0.0,7220902.368113996 
 01/17  05:00:00,4568066.477085719,0.0,4566240.878071144 
 01/17  06:00:00,4835313.367223814,0.0,4566240.878071144 
 01/17  07:00:00,4977826.911640806,0.0,7768094.628085288 
 01/17  08:00:00,28438850.58547646,49217.78351817616,7767289.08289139 
 01/17  09:00:00,23622994.58504282,0.0,11839918.839051679 
 01/17  10:00:00,20365935.95022244,0.0,8203140.390262399 
 01/17  11:00:00,17891110.227000117,0.0,7375253.605531011 
 01/17  12:00:00,15944420.603326313,0.0,4566240.878071144 
 01/17  13:00:00,14641855.890871545,0.0,7375393.195070084 
 01/17  14:00:00,12139102.251762263,0.0,4566240.878071144 
 01/17  15:00:00,8734516.186417103,0.0,7375583.493935665 
 01/17  16:00:00,9497661.249911807,0.0,7375709.776775785 
 01/17  17:00:00,13011381.775450278,0.0,4566240.878071144 
 01/17  18:00:00,14049327.287517266,0.0,7844175.628877162 
 01/17  19:00:00,14121123.278734816,0.0,8502916.210974455 
 01/17  20:00:00,0.0,0.0,10180970.231758118 
 01/17  21:00:00,0.0,0.0,8123898.111764116 
 01/17  22:00:00,71211.09660767144,0.0,7767464.422645859 
 01/17  23:00:00,266017.64376837376,0.0,7768060.161152659 
 01/17  24:00:00,479842.03977399005,0.0,7767274.226368603 
 01/18  01:00:00,787192.6131009123,0.0,4566240.878071144 
 01/18  02:00:00,1124351.9605686574,0.0,7220361.989037626 
 01/18  03:00:00,1429036.8241470181,0.0,4566240.878071144 
 01/18  04:00:00,1676105.1451880983,0.0,4566240.878071144 
 01/18  05:00:00,1882567.2182503555,0.0,4566240.878071144 
 01/18  06:00:00,2062400.7619113857,0.0,7220916.8774471255 
 01/18  07:00:00,2201209.2023827787,0.0,7767323.432340743 
 01/18  08:00:00,23303474.661300514,287401.51355771604,7768000.864041228 
 01/18  09:00:00,19906911.407561265,0.0,8202903.142161967 
 01/18  10:00:00,17997261.975770634,0.0,11840163.136914691 
 01/18  11:00:00,17453231.139854826,0.0,4566240.878071144 
 01/18  12:00:00,15413284.108597493,0.0,7375134.26476915 
 01/18  13:00:00,13921619.97180642,0.0,4566240.878071144 
 01/18  14:00:00,12766211.950789703,0.0,7375190.691916158 
 01/18  15:00:00,12048986.944754625,0.0,6772068.9161499925 
 01/18  16:00:00,13032109.08233755,0.0,5169469.711056346 
 01/18  17:00:00,14024194.276923079,0.0,7375455.485479382 
 01/18  18:00:00,14370745.545137651,0.0,7843982.95699203 
 01/18  19:00:00,14444929.65947078,0.0,7843551.913884777 
 01/18  20:00:00,0.0,0.0,7843290.4996989025 
 01/18  21:00:00,0.0,0.0,7843690.642932563 
 01/18  22:00:00,519796.28534432326,0.0,8889280.859360848 
 01/18  23:00:00,1287521.0544473259,0.0,9173590.29785619 
