Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/03  11:00:00,,,,,,,,,8441067.981762469,0.0,3331632.709100439 
 01/03  12:00:00,,,,,,,,,6272307.183424338,0.0,2822359.0691643115 
 01/03  13:00:00,,,,,,,,,4949554.613974411,0.0,1712339.9184327582 
 01/03  14:00:00,,,,,,,,,4457200.441514647,0.0,4441978.527342079 
 01/03  15:00:00,,,,,,,,,4742696.649130315,0.0,1712339.9184327582 
 01/03  16:00:00,,,,,,,,,6917659.936513242,0.0,4442233.935145383 
 01/03  17:00:00,,,,,,,,,9443855.886398837,0.0,1712339.9184327582 
 01/03  18:00:00,,,,,,,,,10551539.843845312,0.0,4645411.032379652 
 01/03  19:00:00,,,,,,,,,11176506.672230776,0.0,4645934.518991146 
 01/03  20:00:00,,,,,,,,,1531967.5763255968,0.0,1712339.9184327582 
 01/03  21:00:00,,,,,,,,,3437735.454093539,0.0,4645917.913022781 
 01/03  22:00:00,,,,,,,,,3939288.775197939,0.0,4614542.480310551 
 01/03  23:00:00,,,,,,,,,2999142.792385661,0.0,4614812.571657654 
 01/03  24:00:00,1.1666666666666665,-0.6007504992247794,0.3890060654580482,14.333333333333334,122.921875,171.70635220439564,-20.176959693862347,33428220.74718568,3142476.0360143394,0.0,1712339.9184327582 
 01/04  01:00:00,,,,,,,,,3757560.1289379946,0.0,4367002.434258111 
 01/04  02:00:00,,,,,,,,,4274088.8003907185,0.0,1712339.9184327582 
 01/04  03:00:00,,,,,,,,,4523132.602617763,0.0,1712339.9184327582 
 01/04  04:00:00,,,,,,,,,4774366.85934189,0.0,2479211.3489274867 
 01/04  05:00:00,,,,,,,,,5116222.695290542,0.0,3599685.0390400505 
 01/04  06:00:00,,,,,,,,,5411275.881837221,0.0,1712339.9184327582 
 01/04  07:00:00,,,,,,,,,7204548.2967829835,0.0,4614962.183670831 
 01/04  08:00:00,,,,,,,,,17509754.288275458,0.0,2991681.350215731 
 01/04  09:00:00,,,,,,,,,16331658.652998403,0.0,3876615.8698589774 
 01/04  10:00:00,,,,,,,,,12888709.597438434,0.0,4333653.181056533 
 01/04  11:00:00,,,,,,,,,9950516.328181244,0.0,4442216.4854261875 
 01/04  12:00:00,,,,,,,,,7800298.258873127,0.0,1712339.9184327582 
 01/04  13:00:00,,,,,,,,,6300682.854093208,0.0,4441701.257839054 
 01/04  14:00:00,,,,,,,,,5644695.41401068,0.0,1712339.9184327582 
 01/04  15:00:00,,,,,,,,,6039043.467402037,0.0,4441839.372110011 
 01/04  16:00:00,,,,,,,,,8261174.703373176,0.0,1712339.9184327582 
 01/04  17:00:00,,,,,,,,,10816061.814218953,0.0,1712339.9184327582 
 01/04  18:00:00,,,,,,,,,11929099.572813187,0.0,4645962.221267813 
 01/04  19:00:00,,,,,,,,,12531662.326761566,0.0,4645871.438717135 
 01/04  20:00:00,,,,,,,,,2777528.296776685,0.0,4645456.99639406 
 01/04  21:00:00,,,,,,,,,5425576.415600396,0.0,3390959.144171117 
 01/04  22:00:00,,,,,,,,,6183439.333958214,0.0,2953211.8030164232 
 01/04  23:00:00,,,,,,,,,5208664.932032296,0.0,4615005.3143493 
 01/04  24:00:00,-2.370833333333333,-3.617708333333334,-2.8442852708335775,14.375,129.13541666666666,171.60081020210077,-20.09265613455602,35990616.09680557,5600909.028285375,0.0,4614316.61393314 
 01/05  01:00:00,,,,,,,,,5738476.094257392,0.0,1712339.9184327582 
 01/05  02:00:00,,,,,,,,,5928432.732895784,0.0,1712339.9184327582 
 01/05  03:00:00,,,,,,,,,6228933.278163057,0.0,2175884.5525069004 
 01/05  04:00:00,,,,,,,,,6512399.947565928,0.0,3903158.511571383 
 01/05  05:00:00,,,,,,,,,6758950.061371401,0.0,1712339.9184327582 
 01/05  06:00:00,,,,,,,,,7019921.46840287,0.0,1712339.9184327582 
 01/05  07:00:00,,,,,,,,,9019445.367321715,0.0,4614547.615810526 
 01/05  08:00:00,,,,,,,,,19971556.32957729,0.0,4614804.773668785 
 01/05  09:00:00,,,,,,,,,18606390.651652817,0.0,4780881.31795058 
 01/05  10:00:00,,,,,,,,,15190512.060591888,0.0,4781543.12720646 
 01/05  11:00:00,,,,,,,,,12174652.09933424,0.0,1712339.9184327582 
 01/05  12:00:00,,,,,,,,,10007700.54992701,0.0,1865687.9648003594 
 01/05  13:00:00,,,,,,,,,8573167.837085448,0.0,4288803.830477553 
 01/05  14:00:00,,,,,,,,,7873065.27829748,0.0,1712339.9184327582 
 01/05  15:00:00,,,,,,,,,8327388.278793926,0.0,4442219.891608182 
 01/05  16:00:00,,,,,,,,,10441194.659848314,0.0,1712339.9184327582 
 01/05  17:00:00,,,,,,,,,12683242.374822129,0.0,4441718.490259737 
 01/05  18:00:00,,,,,,,,,13588655.598985719,0.0,1712339.9184327582 
 01/05  19:00:00,,,,,,,,,13956180.145034583,0.0,4645968.3230842715 
 01/05  20:00:00,,,,,,,,,3448051.4470354607,0.0,4645064.294444547 
 01/05  21:00:00,,,,,,,,,5733668.52989679,0.0,4645507.980073932 
 01/05  22:00:00,,,,,,,,,6263825.616188781,0.0,2321484.0022579394 
 01/05  23:00:00,,,,,,,,,5049523.503250967,0.0,4005436.816896905 
 01/05  24:00:00,-4.088541666666665,-7.080208333333332,-5.141229228510597,14.5703125,132.4921875,171.49660012976298,-20.001856138640335,33651029.29691344,5332754.135631014,0.0,4614759.754432111 
 01/06  01:00:00,,,,,,,,,5568011.26932998,0.0,1712339.9184327582 
 01/06  02:00:00,,,,,,,,,5792391.228975807,0.0,1712339.9184327582 
 01/06  03:00:00,,,,,,,,,5976872.28810562,0.0,4367000.313870424 
 01/06  04:00:00,,,,,,,,,6121101.677182555,0.0,1712339.9184327582 
 01/06  05:00:00,,,,,,,,,6260896.1384933125,0.0,1712339.9184327582 
 01/06  06:00:00,,,,,,,,,6376087.757439403,0.0,4366580.09253941 
 01/06  07:00:00,,,,,,,,,8131773.580085321,0.0,1712339.9184327582 
 01/06  08:00:00,,,,,,,,,18968334.03452117,0.0,4614184.564204353 
 01/06  09:00:00,,,,,,,,,17742560.57725232,0.0,4780752.290350951 
 01/06  10:00:00,,,,,,,,,16477744.63695369,0.0,4780829.818269672 
 01/06  11:00:00,,,,,,,,,15437734.96714367,0.0,1712339.9184327582 
 01/06  12:00:00,,,,,,,,,14450055.484242026,0.0,4441912.400859496 
 01/06  13:00:00,,,,,,,,,13978838.986605838,0.0,1712339.9184327582 
 01/06  14:00:00,,,,,,,,,13821535.806928452,0.0,4442240.226428891 
 01/06  15:00:00,,,,,,,,,13547758.235382425,0.0,1712339.9184327582 
 01/06  16:00:00,,,,,,,,,13710977.576781986,0.0,3965670.008632087 
 01/06  17:00:00,,,,,,,,,13972071.027783537,0.0,2188534.689728045 
 01/06  18:00:00,,,,,,,,,13899024.125761576,0.0,4645399.447228352 
 01/06  19:00:00,,,,,,,,,13719973.616271522,0.0,3232193.249815083 
 01/06  20:00:00,,,,,,,,,2865817.0708252965,0.0,3125171.6783654103 
 01/06  21:00:00,,,,,,,,,5061176.048188289,0.0,4645427.992522397 
 01/06  22:00:00,,,,,,,,,5523165.004025129,0.0,4614989.589292656 
 01/06  23:00:00,,,,,,,,,4365924.111021904,0.0,3234928.996165675 
 01/06  24:00:00,-3.4229166666666675,-4.572395833333333,-3.8650041755420497,16.927083333333332,4.8203125,171.39382734271808,-19.90459616452433,33426088.878919054,4617165.828779202,0.0,3091722.0910057295 
 01/07  01:00:00,,,,,,,,,4822318.536390916,0.0,4366995.669479884 
 01/07  02:00:00,,,,,,,,,5151822.126713017,0.0,1712339.9184327582 
 01/07  03:00:00,,,,,,,,,5668225.677407369,0.0,1712339.9184327582 
 01/07  04:00:00,,,,,,,,,6244907.2962655835,0.0,1712339.9184327582 
 01/07  05:00:00,,,,,,,,,6910751.490124822,0.0,4366639.5876743775 
 01/07  06:00:00,,,,,,,,,7472022.046145055,0.0,1712339.9184327582 
 01/07  07:00:00,,,,,,,,,10275695.312929507,0.0,4614712.715601379 
 01/07  08:00:00,,,,,,,,,21518972.19585302,0.0,1712339.9184327582 
 01/07  09:00:00,,,,,,,,,19674643.898299057,0.0,4781296.101404091 
 01/07  10:00:00,,,,,,,,,16762778.958873965,0.0,4780785.864463861 
 01/07  11:00:00,,,,,,,,,14250289.25464951,0.0,4441727.544502418 
 01/07  12:00:00,,,,,,,,,11905741.898451045,0.0,1712339.9184327582 
 01/07  13:00:00,,,,,,,,,10316405.720645647,0.0,4442263.8999814 
 01/07  14:00:00,,,,,,,,,9380395.657153832,0.0,1712339.9184327582 
 01/07  15:00:00,,,,,,,,,9429944.454318475,0.0,1712339.9184327582 
 01/07  16:00:00,,,,,,,,,10899450.863454899,0.0,4442128.828691047 
 01/07  17:00:00,,,,,,,,,12872335.277577654,0.0,1712339.9184327582 
 01/07  18:00:00,,,,,,,,,13522360.194589429,0.0,4645533.09742719 
 01/07  19:00:00,,,,,,,,,13717921.81607588,0.0,4645981.187940499 
 01/07  20:00:00,,,,,,,,,3083919.0714113475,0.0,4645890.300788499 
 01/07  21:00:00,,,,,,,,,5324092.090511651,0.0,1712339.9184327582 
 01/07  22:00:00,,,,,,,,,5758746.538616816,0.0,4614581.807265175 
 01/07  23:00:00,,,,,,,,,4579789.395606164,0.0,4614758.314507162 
 01/07  24:00:00,-5.505729166666664,-6.389583333333333,-5.813797856992925,18.200520833333332,80.8359375,171.29259514926343,-19.800915512093123,35638906.12938632,4860361.670033513,0.0,4168248.526538657 
 01/08  01:00:00,,,,,,,,,5117000.3913791375,0.0,2119826.4724427764 
 01/08  02:00:00,,,,,,,,,5328474.414550502,0.0,1712339.9184327582 
 01/08  03:00:00,,,,,,,,,5512272.987394183,0.0,1712339.9184327582 
 01/08  04:00:00,,,,,,,,,5729723.573931202,0.0,4367039.346187917 
 01/08  05:00:00,,,,,,,,,5882934.882839508,0.0,1712339.9184327582 
 01/08  06:00:00,,,,,,,,,6012248.296602266,0.0,1712339.9184327582 
 01/08  07:00:00,,,,,,,,,7589042.534596847,0.0,4614331.788942758 
 01/08  08:00:00,,,,,,,,,18345908.59230706,0.0,4615019.32735401 
 01/08  09:00:00,,,,,,,,,16881783.468770698,0.0,4598790.165310552 
 01/08  10:00:00,,,,,,,,,15561608.249747232,0.0,3877770.24036218 
 01/08  11:00:00,,,,,,,,,14688382.247911878,0.0,2676013.5005521597 
 01/08  12:00:00,,,,,,,,,14073041.907498978,0.0,1712339.9184327582 
 01/08  13:00:00,,,,,,,,,13667391.226120846,0.0,4441888.412250943 
 01/08  14:00:00,,,,,,,,,13484579.092099793,0.0,1712339.9184327582 
 01/08  15:00:00,,,,,,,,,13249620.186809199,0.0,4442242.694112444 
 01/08  16:00:00,,,,,,,,,13136098.929082932,0.0,1712339.9184327582 
 01/08  17:00:00,,,,,,,,,13131391.387238262,0.0,4006913.487882752 
 01/08  18:00:00,,,,,,,,,12950939.815693926,0.0,2180438.975258608 
 01/08  19:00:00,,,,,,,,,12707790.893931355,0.0,4645248.095461167 
 01/08  20:00:00,,,,,,,,,1842956.3850908275,0.0,4645409.058335304 
 01/08  21:00:00,,,,,,,,,3478566.82261151,0.0,4645786.59393253 
 01/08  22:00:00,,,,,,,,,3603825.7262719413,0.0,1712339.9184327582 
 01/08  23:00:00,,,,,,,,,2891332.9943044325,0.0,4614566.346276635 
 01/08  24:00:00,0.33385416666666695,-0.19583404686953979,0.1188314416176298,6.432291666666667,0.3151041666666667,171.19300465716188,-19.69085628613162,33937762.1346854,3139299.16725117,0.0,4614778.784356279 
 01/09  01:00:00,,,,,,,,,3344916.1727390755,0.0,1712339.9184327582 
 01/09  02:00:00,,,,,,,,,3724721.155660689,0.0,1712339.9184327582 
 01/09  03:00:00,,,,,,,,,4150371.970917835,0.0,4366789.955841091 
 01/09  04:00:00,,,,,,,,,4328806.36266393,0.0,1712339.9184327582 
 01/09  05:00:00,,,,,,,,,4235713.570423768,0.0,1712339.9184327582 
 01/09  06:00:00,,,,,,,,,4022253.272953987,0.0,1712339.9184327582 
 01/09  07:00:00,,,,,,,,,4882905.394084486,0.0,4614977.766276291 
 01/09  08:00:00,,,,,,,,,15483568.849662034,0.0,4614315.2233830625 
 01/09  09:00:00,,,,,,,,,14320798.921407413,0.0,4781296.382881671 
 01/09  10:00:00,,,,,,,,,12300930.419065833,0.0,4780785.944750769 
 01/09  11:00:00,,,,,,,,,10884379.160411302,0.0,1712339.9184327582 
 01/09  12:00:00,,,,,,,,,9381130.920231936,0.0,4441677.661308927 
 01/09  13:00:00,,,,,,,,,8371563.613354051,0.0,1712339.9184327582 
 01/09  14:00:00,,,,,,,,,8574742.267859833,0.0,1712339.9184327582 
 01/09  15:00:00,,,,,,,,,9364436.082723986,0.0,4442274.470702998 
 01/09  16:00:00,,,,,,,,,9997701.159323948,0.0,1712339.9184327582 
 01/09  17:00:00,,,,,,,,,10347349.556236504,0.0,4442200.8291269755 
 01/09  18:00:00,,,,,,,,,10937128.138944589,0.0,4114600.369961462 
 01/09  19:00:00,,,,,,,,,12549701.376543006,0.0,2243207.7975545526 
 01/09  20:00:00,,,,,,,,,883936.8875855689,0.0,4644996.085136539 
 01/09  21:00:00,,,,,,,,,1926823.9786500246,0.0,4645365.856815987 
 01/09  22:00:00,,,,,,,,,1909401.9348269182,0.0,4614971.307149646 
 01/09  23:00:00,,,,,,,,,1406632.3170725894,0.0,1712339.9184327582 
 01/09  24:00:00,4.736458333333332,4.126040580561692,4.590807866781274,18.317708333333332,18.375,171.0951546233548,-19.574463356569648,33650119.01205468,1561886.8518680856,0.0,4614320.331673841 
 01/10  01:00:00,,,,,,,,,2007113.8823974512,0.0,1712339.9184327582 
 01/10  02:00:00,,,,,,,,,2097702.861674793,0.0,4366994.310982428 
 01/10  03:00:00,,,,,,,,,2694239.058244207,0.0,1712339.9184327582 
 01/10  04:00:00,,,,,,,,,3090727.8439931655,0.0,1712339.9184327582 
 01/10  05:00:00,,,,,,,,,3235819.726470922,0.0,1712339.9184327582 
 01/10  06:00:00,,,,,,,,,3331684.6777396705,0.0,4366659.002158466 
 01/10  07:00:00,,,,,,,,,4231008.219755084,0.0,1942611.526180898 
 01/10  08:00:00,,,,,,,,,15813390.574884394,0.0,4383685.666221295 
 01/10  09:00:00,,,,,,,,,13801256.145084955,0.0,4781521.933809351 
 01/10  10:00:00,,,,,,,,,11503832.743013123,0.0,4781375.236085478 
 01/10  11:00:00,,,,,,,,,9663956.478468083,0.0,3143578.82291553 
 01/10  12:00:00,,,,,,,,,8605802.536589462,0.0,3010399.5928797666 
 01/10  13:00:00,,,,,,,,,7973341.746045897,0.0,1712339.9184327582 
 01/10  14:00:00,,,,,,,,,7940732.9054594925,0.0,4442114.636654485 
 01/10  15:00:00,,,,,,,,,8609583.527230507,0.0,1712339.9184327582 
 01/10  16:00:00,,,,,,,,,9522342.499524482,0.0,4442222.679449847 
 01/10  17:00:00,,,,,,,,,10054947.08920963,0.0,1712339.9184327582 
 01/10  18:00:00,,,,,,,,,10526554.458413528,0.0,4645459.591148291 
 01/10  19:00:00,,,,,,,,,10679560.042323694,0.0,4645996.903421004 
 01/10  20:00:00,,,,,,,,,935981.0511600012,0.0,1712339.9184327582 
 01/10  21:00:00,,,,,,,,,2536092.187413453,0.0,4645906.017059355 
 01/10  22:00:00,,,,,,,,,2993740.3671546425,0.0,4614489.344453507 
 01/10  23:00:00,,,,,,,,,2318454.019575939,0.0,4614899.654355034 
 01/10  24:00:00,4.616666666666666,2.0005208333333333,3.6733112254525153,18.4375,35.565104166666664,171.00130137365522,-19.451784315637955,33428534.527155027,2370300.664138933,0.0,1712339.9184327582 
 01/11  01:00:00,,,,,,,,,2412159.11111933,0.0,4366991.41912192 
 01/11  02:00:00,,,,,,,,,2613756.4246717654,0.0,1712339.9184327582 
 01/11  03:00:00,,,,,,,,,2895470.163390331,0.0,1712339.9184327582 
 01/11  04:00:00,,,,,,,,,3234757.3912874297,0.0,2175512.530963441 
 01/11  05:00:00,,,,,,,,,3549432.4512435882,0.0,3903530.748212278 
 01/11  06:00:00,,,,,,,,,3701050.437679066,0.0,1712339.9184327582 
 01/11  07:00:00,,,,,,,,,4684266.818870504,0.0,4614950.346242552 
 01/11  08:00:00,,,,,,,,,14716819.521266464,0.0,2886827.359110742 
 01/11  09:00:00,,,,,,,,,13981488.27219843,0.0,3876601.8598059444 
 01/11  10:00:00,,,,,,,,,11073673.370092668,0.0,4444619.161033264 
 01/11  11:00:00,,,,,,,,,8404428.586076476,0.0,4442199.9971158495 
 01/11  12:00:00,,,,,,,,,6814958.375096461,0.0,1712339.9184327582 
 01/11  13:00:00,,,,,,,,,5742303.639965583,0.0,4441647.323627181 
 01/11  14:00:00,,,,,,,,,5495533.445847623,0.0,1712339.9184327582 
 01/11  15:00:00,,,,,,,,,5771506.381237829,0.0,4442004.181305002 
 01/11  16:00:00,,,,,,,,,7409274.781009823,0.0,1712339.9184327582 
 01/11  17:00:00,,,,,,,,,9415235.319492819,0.0,1712339.9184327582 
 01/11  18:00:00,,,,,,,,,10019425.994614735,0.0,4645944.827302515 
 01/11  19:00:00,,,,,,,,,10276673.860574547,0.0,4645854.0348455105 
 01/11  20:00:00,,,,,,,,,874788.7331731281,0.0,4645181.35361345 
 01/11  21:00:00,,,,,,,,,2480016.260279104,0.0,3248741.040853046 
 01/11  22:00:00,,,,,,,,,2977701.224229548,0.0,3093921.2047504047 
 01/11  23:00:00,,,,,,,,,2526904.1517486842,0.0,4614989.45117882 
 01/11  24:00:00,3.1302083333333326,1.0171875000000001,2.372332722381356,16.3828125,100.76822916666667,170.9110217294324,-19.322869432033745,35994644.459634244,2747834.8705850895,0.0,4614311.173868564 
 01/12  01:00:00,,,,,,,,,2809030.1025651665,0.0,1712339.9184327582 
 01/12  02:00:00,,,,,,,,,2888132.227484971,0.0,1712339.9184327582 
 01/12  03:00:00,,,,,,,,,2931812.710949799,0.0,1769984.6410682648 
 01/12  04:00:00,,,,,,,,,2908852.37586571,0.0,4309348.222004035 
 01/12  05:00:00,,,,,,,,,2789991.3736061077,0.0,1712339.9184327582 
 01/12  06:00:00,,,,,,,,,2750426.9110786524,0.0,1712339.9184327582 
 01/12  07:00:00,,,,,,,,,3729238.2962217056,0.0,4614630.5939633865 
 01/12  08:00:00,,,,,,,,,13508421.927673656,0.0,4614700.336212253 
 01/12  09:00:00,,,,,,,,,12702122.296970978,0.0,4780930.018537426 
 01/12  10:00:00,,,,,,,,,9880687.109251346,0.0,4781539.066074936 
 01/12  11:00:00,,,,,,,,,7893819.999192874,0.0,1712339.9184327582 
 01/12  12:00:00,,,,,,,,,6393337.242023962,0.0,1712339.9184327582 
 01/12  13:00:00,,,,,,,,,5161027.111797152,0.0,4442278.51418565 
 01/12  14:00:00,,,,,,,,,4721560.373061863,0.0,1712339.9184327582 
 01/12  15:00:00,,,,,,,,,4710389.787468551,0.0,4442204.875699441 
 01/12  16:00:00,,,,,,,,,6086464.224380821,0.0,1712339.9184327582 
 01/12  17:00:00,,,,,,,,,8147109.801734892,0.0,4441658.192169421 
 01/12  18:00:00,,,,,,,,,9119051.7308776,0.0,1712339.9184327582 
 01/12  19:00:00,,,,,,,,,9554278.479249073,0.0,4645952.438014319 
 01/12  20:00:00,,,,,,,,,462026.2417778168,0.0,4645017.129362137 
 01/12  21:00:00,,,,,,,,,1883622.4408953753,0.0,4645437.223136099 
 01/12  22:00:00,,,,,,,,,2490527.3922752803,0.0,2181170.2213094784 
 01/12  23:00:00,,,,,,,,,1924814.7954938896,0.0,4145839.061128701 
 01/12  24:00:00,3.6473958333333325,1.4416666666666667,2.896196930851169,16.114583333333332,103.73958333333333,170.82264900506854,-19.187771602204457,33651226.78408741,2332249.402345469,0.0,4614660.225945165 
 01/13  01:00:00,,,,,,,,,2612708.7780017406,0.0,1712339.9184327582 
 01/13  02:00:00,,,,,,,,,2788257.030042668,0.0,1712339.9184327582 
 01/13  03:00:00,,,,,,,,,2795722.1638321984,0.0,4366977.3233062 
 01/13  04:00:00,,,,,,,,,2958393.9545484944,0.0,1712339.9184327582 
 01/13  05:00:00,,,,,,,,,3207428.009309862,0.0,1712339.9184327582 
 01/13  06:00:00,,,,,,,,,3398600.976092074,0.0,4366805.223109977 
 01/13  07:00:00,,,,,,,,,4612339.388032297,0.0,1712339.9184327582 
 01/13  08:00:00,,,,,,,,,14156707.764867356,0.0,4614235.384112689 
 01/13  09:00:00,,,,,,,,,13269099.416988559,0.0,4780735.457217408 
 01/13  10:00:00,,,,,,,,,11197391.856991045,0.0,4780870.7692351425 
 01/13  11:00:00,,,,,,,,,8821731.21052494,0.0,1712339.9184327582 
 01/13  12:00:00,,,,,,,,,7204102.259390389,0.0,4442083.826477342 
 01/13  13:00:00,,,,,,,,,6857214.872419812,0.0,1712339.9184327582 
 01/13  14:00:00,,,,,,,,,7102753.117336145,0.0,4442225.069410211 
 01/13  15:00:00,,,,,,,,,7801197.844481319,0.0,1712339.9184327582 
 01/13  16:00:00,,,,,,,,,8763106.182590764,0.0,3712397.227819275 
 01/13  17:00:00,,,,,,,,,9343664.168846559,0.0,2441691.3722430477 
 01/13  18:00:00,,,,,,,,,9565642.6455969,0.0,4645345.702481188 
 01/13  19:00:00,,,,,,,,,9669056.248570932,0.0,3100732.0190319624 
 01/13  20:00:00,,,,,,,,,425674.8661548608,0.0,3256611.817775879 
 01/13  21:00:00,,,,,,,,,1693866.8044880158,0.0,4645555.111708773 
 01/13  22:00:00,,,,,,,,,2201491.8417324824,0.0,4614973.611272639 
 01/13  23:00:00,,,,,,,,,1622526.2251763996,0.0,3093322.7498253165 
